source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
Falafel balls may also be eaten alone as a snack or served as part of a meze .,Falafel balls may also be eaten alone as a snack or served as part of a meze.,Falafel balls may also be eaten alone as a snack or served as part of a mezze .,2230,0.969494686,0.999924242,-0.30461067,0.919309451,0.893982947,-1.37652719
This period spanned the years from NUMBER@1 to NUMBER@2 .,This period spanned the years from NUMBER@1 to NUMBER@2.,The neng was changed in the hope that this might end the bad times .,2231,0.950215105,0.999885023,-0.242189154,0.821750883,8.79e-05,-5.791260719
"By the time a girl reaches school-age , this hormonal influence has stopped and the hymen becomes thin , smooth , delicate and almost translucent .","By the time a girl reaches school age, this hormonal influence has stopped and the hymen becomes thin, smooth, delicate and almost translucent.","In adolescent girls , the hymen becomes thin , smooth and delicate because she has stopped taking in hormones .",2232,0.930969405,0.970359504,-0.490012228,0.854077977,0.999930263,-3.006159544
ORGANIZATION@1 is a cover album by the American heavy metal band ORGANIZATION@2 .,ORGANIZATION@1 is a 2001 cover album by the American heavy metal band ORGANIZATION@2.,Professional reviews :,2233,0.970014691,0.933293998,-0.701204419,0.743580218,0.000276224,-7.405882359
"ORGANIZATION@1 play their home games in the Stadium of Light , an all-seater , having moved from LOCATION@1 in NUMBER@1 for a stadium of higher capacity .","ORGANIZATION@1 play their home games in the Stadium of Light, an all-seater.","In NUMBER@1 they moved , and now play their home games at the Stadium of Light .",2234,0.442847382,0.997102976,-0.497950584,0.848493475,0.999897659,-2.289051056
Many observers believe that this election marked the beginning of the end of the SchrÃ der government and indicates a process in which the ORGANIZATION@1 party seems to shrink and\/or fall apart .,Many observers believe that this election marked the beginning of the end of the Schr der government and indicates a process in which the ORGANIZATION@1 party seems to shrink and fall apart.,Many observers believe that this election marked the beginning of the end of the SchrÃ der government .,2235,0.905869667,0.944067121,-0.837502837,0.876081875,0.998412132,-1.20169282
The major twist of the season was the fake merge .,The major twist of the season was the fake merge.,The biggest twist of the season was the fake merge .,2236,0.949374708,0.999894559,-0.416084945,0.982493222,0.831299067,-1.139365077
"Over the next seven years , he pioneered the principles of the design of experiments and elaborated his studies of '' analysis of variance '' .","Over the next seven years, he pioneered the principles of the design of experiments and elaborated his studies of '' analysis of variance ''.","Over the next seven years , he pioneered the principles of the design of experiments and elaborated his studies of the analysis of variance .",2237,0.960022505,0.999931633,-0.745835125,0.969479643,0.993533075,-0.920024574
"Warwick Castle is situated in the town of Warwick , on a sandstone bluff at a bend of the River Avon .","Warwick Castle is situated in the town of Warwick, on a sandstone hill at a bend of the River Avon.",It is near the town of Warwick .,2238,0.935502822,0.768721581,-0.767404675,0.80752437,0.747189999,-2.822920322
"LeberkÃ se is said to have been invented in 1776 by the cook of Charles Theodore , Elector of Bavaria , although this story has been heavily contested .","Leberk se is said to have been invented in 1776 by the cook of Charles Theodore, Elector of Bavaria.",The cook of the Bavarian duke Karl Theodor is said to have invented LeberkÃ se in 1776 .,2239,0.596532226,0.848675489,-0.647539914,0.494396627,0.999829471,-3.665406704
"Although , PERSON@1 and PERSON@2 still insisted they oust lazy PERSON@3 .","Although, PERSON@1 and PERSON@2 still insisted they oust lazy PERSON@3.",PERSON@1 and PERSON@2 still wanted to vote off lazy PERSON@3 .,2240,0.929145633,0.999902189,-0.534648597,0.895740634,0.999880195,-1.851471186
Hurricane PERSON@1 caused death and destruction in LOCATION@1 and LOCATION@2 due to flooding .,Hurricane PERSON@1 caused death and destruction in LOCATION@1 and LOCATION@2 due to flooding.,"Hurricanes PERSON@1 , PERSON@2 , and PERSON@3 are the most notable storms this year .",2241,0.965627529,0.999907076,-0.229744554,0.851991922,0.96621412,-3.52063179
"It is the UK 's oldest extant symphony orchestra -LRB- and the fourth oldest in the world -RRB- , supports a choir and a youth orchestra , and releases its recordings on its own record label , though it has occasionally released recordings on Angel Records and EMI .",It supports a choir and a youth orchestra.,1943 -- 1970 Sir John Barbirolli,2242,0.127559809,0.999789417,-0.948642671,0.761038497,0.02063694,-5.271699429
"The draw also determines which semi-final the '' Big Five '' countries -LRB- France , Germany , Spain , the United Kingdom and Italy -RRB- will vote in .","The draw also determines which semi-finalist the '' Big Five '' countries -LRB- France, Germany, the United Kingdom and Italy -RRB- will vote in.","The draw also determine in which semi-finals the members of the '' Big Five '' -LRB- France , Germany , Spain , the United Kingdom and Italy -RRB- will be able to vote .",2243,0.900707346,0.999251544,-0.87692523,0.952685427,0.999925792,-1.774906874
"Extinct diprotodonts include the rhinoceros-sized Diprotodon , and PERSON@1 , the so-called '' marsupial lion '' .","Extinct diprotodonts include the rhinoceros-sized Diprotodon, and PERSON@1, the so-called '' marsupial lion ''.","Extinct members include the giant PERSON@2 family , and PERSON@1 , the so-called '' marsupial lion '' .",2244,0.949590059,0.999908686,-0.579601109,0.78949941,0.997219443,-2.91447258
"The Western Long-beaked ORGANIZATION@1 is present in LOCATION@1 , in regions of elevation above NUMBER@1 m and up to NUMBER@2 m ; it is absent from the southern lowlands and north coast .",The Western Long-beaked ORGANIZATION@1 is present in LOCATION@1.,The Western Long-beaked ORGANIZATION@1 is present in LOCATION@1 . It is absent from the southern lowlands and north coast .,2245,0.28476658,0.997788966,-0.430198103,0.904637108,0.950386345,-0.680239975
Max Born -LRB- 11 December 1882 -- 5 January 1970 -RRB- was a German-born physicist and mathematician who was instrumental in the development of quantum mechanics .,Max Born -LRB- 11 December 1882 -- 5 January 1970 -RRB- was a German-born physicist and mathematician.,"Max Born -LRB- December 11 , 1882 â '' January 5 , 1970 -RRB- was a German physicist and mathematician who was important for the development of quantum mechanics .",2246,0.588504858,0.999736786,-0.342765152,0.603060719,0.999946594,-2.473551512
Dwarf varieties are popular with home growers and can be grown indoors during winter months and in colder climates .,Dwarf varieties are popular with home growers and can be grown indoors during winter months and in colder climates.,Alphabetical,2247,0.973474263,0.999925375,-0.296379775,0.619486182,0.0,-5.871625423
Evelina or the History of a Young Lady 's Entrance into the World is a novel written by English author Frances Burney and first published in 1778 .,Evelina or the History of a Young Lady's Entrance into the World is a novel by English author Frances Burney and first published in 1778.,References,2248,0.908501287,0.999283195,-0.409480959,0.625168233,0.0,-7.134081364
"The head of government of each state is called the Premier , appointed by the state 's Governor .",The head of government of each state is called the Premier. He is appointed by the state's Governor.,The head of government of each state is called the Premier . This person is chosen by the state 's Governor .,2249,0.944006681,0.744520009,-0.535435677,0.98443383,0.987263858,-1.385583043
"Pugs have been featured in television and film , including Frank the Pug in the film Men in Black , its sequel and the follow-up animated series .",Pugs have been featured in television and film.,"Pugs have come out in television and film , such as Frank the Pug in the film Men in Black and the follow-up series .",2250,0.268708264,0.991582215,-0.710667372,0.837812868,0.999643981,-1.979861736
"ORGANIZATION@1 was founded in NUMBER@1 by PERSON@1 and PERSON@2 as a coeducational , non-sectarian institution where admission was offered irrespective of religion or race .","ORGANIZATION@1 was founded in NUMBER@1 by PERSON@1 and PERSON@2 as a coeducational, non-sectarian institution where admission was offered irrespective of religion or race.",The college was founded in NUMBER@1 by PERSON@1 and PERSON@2 .,2251,0.965826213,0.999937654,-0.308505267,0.811195161,0.962230682,-1.232534528
"Over the last century , the concept of valence evolved into a range of approaches for describing the chemical bond , including PERSON@1 structures -LRB-/O1916/O-RRB- , valence bond theory -LRB-/O1927/O-RRB- , molecular orbitals -LRB-/O1928/O-RRB- , valence shell electron pair repulsion theory -LRB-/O1958/O-RRB- and all the advanced methods of quantum chemistry .","The concept of valence evolved over the last century. There are many ways to describe the chemical bond, including molecular orbitals -LRB-/O1928/O-RRB- and valence shell electron pair repulsion theory -LRB-/O1958/O-RRB-.","In Chemistry , LOCATION@1 -LRB- which is sometimes called valency -RRB- is the number of chemical bonds the atoms of a certain element can form .",2252,0.553784745,0.0,-0.691603839,0.64749456,0.0,-3.879956722
"Every day , prisoners were ordered to rise at NUMBER@1 hours , wash , clean their cells and the corridor together , eat breakfast , stay in the garden until lunch-time at noon -LRB- weather permitting -RRB- , have a post-lunch rest in their cells , then return to the garden .","Every day, prisoners were told to rise at NUMBER@1 hours, wash, clean their cells and the hallway together, eat breakfast, stay in the garden until lunch-time at noon -LRB- weather permitting -RRB-, have a post-lunch rest in their cells, then return to the garden.","Every day , prisoners had to wake up at NUMBER@1 hours , wash , clean their cells and the corridor together , eat breakfast . They then stayed in the garden until lunch-time at noon -LRB- weather permitting -RRB- , after lunch they rested in their cells , then returned to the garden .",2253,0.912699616,0.0,-0.691069067,0.923285423,0.0,-1.195329547
All of LINEAR 's discoveries were made using robotic telescopes .,All of LINEAR's discoveries were made using robotic telescopes.,LINEAR uses robotic telescopes to help them find asteroids .,2254,0.936903639,0.999895334,-0.425381839,0.866935807,0.999870598,-3.029747009
"Hinche -LRB- Ench in Kréyòl -RRB- is a city in central Haiti , near the border with the Dominican Republic .",Hinche -LRB- Ench in Kréyl -RRB- is a city in central Haiti.,Hinche -LRB- Kréyòl : Ench is a city in the centre of Haiti .,2255,0.492095616,0.996760905,-0.853828371,0.669982674,0.992456913,-2.691093206
"The service provides free resources and activities for teachers and students , primarily through its website .","The service provides free resources and activities for teachers and students, through its website.",BBC Learning English is a website hosted by the BBC World Service since 1996 .,2256,0.846090839,0.988191783,-0.726617098,0.818986052,0.000360212,-4.262072563
After PERSON@1 made a solo album under the name PERSON@2 on allmusic.com .,After PERSON@1 made a solo album under the name PERSON@2 on allmusic.com.,NUMBER@1 Long Play,2257,0.961515887,0.999922037,-0.230387539,0.798979499,0.00046732,-6.425724506
Pezé-le-Robert is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France .,It is found in the region Pays de la Loire in the Sarthe department in the west of France.,It is found in the region Pays de la Loire in the Sarthe department in the west of France .,2258,0.701251175,0.947044075,-1.973437667,0.705251098,0.947044075,-2.151506662
President PERSON@1 built the LOCATION@1 's first LOCATION@2 .,The first LOCATION@2 was built by President PERSON@1.,The office is located in the LOCATION@3 ORGANIZATION@1 and it was first used by President PERSON@2 .,2259,0.740820875,0.943986118,-1.191552639,0.655712962,0.99987191,-4.348425865
Ondefontaine is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,It is found in the region Basse-Normandie in the Calvados department in the northwest of France.,Ondefontaine is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .,2260,0.762037152,0.999085009,-1.756388783,0.872945376,0.999237716,-2.626626015
The cook constantly mixes and chops the mixture using two spatulas .,The cook mixes and chops the mixture using two spatulas.,It is constantly mixed and cut by the cooker using two spatulas in his hands during cooking .,2261,0.785508436,0.995064378,-0.603304803,0.922325784,0.999877751,-3.689375401
"PERSON@1 belongs to the Himalia group , five moons orbiting between NUMBER@1 and NUMBER@2 Gm from LOCATION@1 at an inclination of about NUMBER@3 ° .","PERSON@1 belongs to the Himalia group, five moons orbiting between NUMBER@1 and NUMBER@2 km from LOCATION@1 at an inclination of about NUMBER@3 °.","PERSON@1 belongs to the Himalia group , five moons orbiting between NUMBER@4 and NUMBER@5 km from LOCATION@1 at an inclination of about NUMBER@3 ° .",2262,0.950416896,0.670656621,-0.530721724,0.966310137,0.560751855,-1.51067996
"1892 & ndash ; Francisco Franco , dictator of Spain -LRB- d. 1975 -RRB-","1892 - Francisco Franco, dictator of Spain -LRB- died 1975 -RRB-","1892 - Francisco Franco , dictator of Spain -LRB- d. 1975 -RRB-",2263,0.817780508,0.98445189,-1.460335732,0.854971069,0.922427773,-1.575994015
"She starred in the Las Vegas original cast of the musical '' Avenue Q '' , and spent time starring in the national tour as an understudy for the role of Christmas Eve .","She starred in the original cast of the musical Avenue Q in Las Vegas, and a part on the national tour as an understudy for the role of Christmas Eve.",Avenue Q,2264,0.839656112,0.999736488,-1.105656862,0.742411115,0.079509236,-3.19143343
"Share -LRB- Shayyar -RRB- , a man who writes Urdu poetry","Share -LRB- Shayyar -RRB-, a man who writes Urdu poetry","Share , the percentage of television sets in use tuned to a specific program -- see Nielsen Ratings",2265,0.965302342,0.999879122,-1.156646729,0.775097726,0.000545627,-6.288969517
"The land and infrastructure is owned by a separate company , ORGANIZATION@1 Ltd./ORGANIZATION.",The land and infrastructure is owned by a company called ORGANIZATION@1 Ltd./ORGANIZATION.,The land and infrastructure are owned by ORGANIZATION@1 Ltd./ORGANIZATION.,2266,0.927378161,0.975845516,-0.66360265,0.967160761,0.936472297,-1.087467074
"He emphasized self-help and intellectual uplift of the masses as an alternative , stating that British imperialism was a '' political symptom of our social disease '' , urging Indians to accept that '' there can be no question of blind revolution , but of steady and purposeful education '' .","He urged Indians to accept that '' there can be no question of blind revolution, but of steady and purposeful education ''.","He requested Indians to accept that '' there can be no question of blind revolution , but of steady and purposeful education '' .",2267,0.376596902,0.999818563,-0.901497006,0.889023631,0.99155426,-1.001912117
"They did not face resistance by the Austrian Army -- on the contrary , the German troops were greeted by cheering Austrians with Hitler salutes , Nazi flags and flowers .","They did not face resistance by the Austrian Army. The German troops were greeted by cheering Austrians with Hitler salutes, Nazi flags and flowers.","Instead the German troops were greeted by cheering Austrians with Hitler salute , Nazi flags and flowers .",2268,0.82679806,0.976418912,-0.355304092,0.803870952,0.802774131,-1.446625471
Balsthal is a municipality in the district of PERSON@1 in the canton of LOCATION@1 in LOCATION@2 .,Balsthal is a municipality of the district of PERSON@1 in the canton of LOCATION@1 in LOCATION@2.,Balsthal is a municipality in the district PERSON@1 in the canton of LOCATION@1 in LOCATION@2 .,2269,0.963363805,0.880201101,-0.629395247,0.951913707,0.935697138,-1.253991961
Many trilobites developed bizarre spines and nodules to defend against predators such as primitive sharks and nautiloids while other trilobites such as Aeglina prisca evolved to become swimming forms .,Many trilobites developed bizarre spines and nodules to protect against predators such as sharks.,Many trilobites developed bizarre spines and nodules to defend against predators such as primitive sharks and nautiloids . Other trilobites evolved to become swimming forms .,2270,0.428088249,0.999774873,-0.798652291,0.920176657,0.992346644,-0.797125518
Glarus -LRB- German : ; ; ; -RRB- is the capital of the Canton of Glarus in Switzerland .,Glarus is the capital of the Canton of Glarus in Switzerland.,"In the 1700s and 1800s , the valley began to be industrialized .",2271,0.606289796,0.990782022,-0.350312591,0.523223016,0.000802379,-4.213527679
"Mysterio then attempted to perform a springboard hurricanrana on Orton , who moved out of the way , causing Mysterio to execute the move on Angle .","Mysterio then tried to perform a springboard hurricanrana on Orton, who moved out of the way, causing Mysterio to execute the move on Angle.","Mysterio then attempted to perform a springboard hurricanrana on Orton , but Orton moved out of the way and caused Mysterio to execute the move on Angle .",2272,0.92313704,0.971247613,-0.485552609,0.967228598,0.997766197,-0.827634752
"The municipal area is NUMBER@1 km , with a mountainous territory within the LOCATION@1 of the LOCATION@2 and watered by the rivers LOCATION@3 and PERSON@1 .","The municipal area is NUMBER@1 km, with a mountainous territory within the LOCATION@1 of the LOCATION@2 and watered by the rivers LOCATION@3 and PERSON@1.",The municipal area has a mountainous territory within the LOCATION@1 of the LOCATION@2 and watered by the rivers LOCATION@3 and PERSON@1 .,2273,0.956714827,0.999895692,-0.275397331,0.94951593,0.814657509,-0.816634715
"NUMBER@1 , NUMBER@2 , NUMBER@3 , passim ; PERSON@1 -LRB-/O1998/O-RRB- , pp .","PERSON@1 -LRB-/O1998/O-RRB-, pp.",PERSON@2 is wanting others to be happy .,2274,0.350090177,0.991739929,-1.318787813,0.292142947,0.270413935,-5.107569695
"You can not use rollback on a page which has only been edited by one person , as there would be nothing to revert to .","You can not use rollback on a page which has only been edited by one person, as there would be nothing to revert to.",Using rollback,2275,0.958130826,0.999905169,-0.348596543,0.766966876,0.04116695,-4.468317986
"The Olive -LRB- -RRB- , PERSON@1 europaea , is a species of a small tree in the family Oleaceae , native to the coastal areas of the eastern LOCATION@1 -LRB- the adjoining coastal areas of southeastern LOCATION@2 , western LOCATION@3 and northern LOCATION@4 -RRB- as well as northern LOCATION@5 at the south end of the LOCATION@6 .","The Olive -LRB-, PERSON@1 europaea -RRB- is a small tree in the family Oleaceae.","Originally it came from the coastal areas of the eastern LOCATION@7 , from LOCATION@8 and the maritime parts of LOCATION@9 and northern LOCATION@5 at the south end of the LOCATION@6 .",2276,0.194013947,0.97453934,-1.03770566,0.788667222,0.0,-2.155828953
"He has previously played for the ORGANIZATION@1 , ORGANIZATION@2 , ORGANIZATION@3 , who originally drafted him 16th overall in the NUMBER@1 ORGANIZATION@4 Entry Draft .","He has played for the ORGANIZATION@1, ORGANIZATION@2, ORGANIZATION@3, who originally selected him 16th overall in the NUMBER@1 ORGANIZATION@4 Draft.","He has played for the ORGANIZATION@3 , ORGANIZATION@1 and ORGANIZATION@2 . The ORGANIZATION@5 selected PERSON@1 16th overall in the NUMBER@1 ORGANIZATION@4 Entry Draft .",2277,0.836944658,0.960664451,-0.744312048,0.858705445,0.999051452,-1.298882604
"The '' CTF Edition '' was reviewed positively by Phoronix , a Linux-focused hardware and software review website , as well as Linux.com , a website providing news related to free and open source software .","The '' CTF Edition '' was reviewed positively by Phoronix, a Linux-focused hardware and software review website, as well as Linux.com, a website providing news about free and open source software.","The CTF edition was given a long review by Phoronix , a website focused on Linux and software reviews , as well as Linux.com , a website providing news related to free and open source software .",2278,0.928874576,0.999952018,-0.52652961,0.9441976,0.999931455,-1.974172473
PERSON@1 appears on the cover of -LRB- What 's the Story -RRB- Morning Glory ?,PERSON@1 appears on the cover of Morning Glory.,and Be Here Now . PERSON@1 appears on the cover of -LRB- What 's the Story -RRB- Morning Glory ?,2279,0.516561459,0.991771519,-0.923326612,0.882708071,0.666435301,-2.610786438
PERSON@1 -LRB- -RRB- is a Bengali film by Bangladeshi filmmaker PERSON@2 .,PERSON@1 -LRB- -RRB- is a Bengali film by Bangladeshi filmmaker PERSON@2.,PERSON@1 -LRB- Bengali : -RRB- is a Bengali film by eastern Pakistani filmmaker PERSON@2 .,2280,0.962702455,0.999915123,-0.206672058,0.940893173,0.996393621,-2.397953033
"It is an influential city for the northern parts of the country and the capital of the Central Macedonia Periphery , the Thessaloniki Prefecture and at the Municipality of Thessaloniki .",Thessaloniki is a city in Macedonia.,It is the capital of the Thessaloniki prefecture and it is the capital of the periphery of central Macedonia .,2281,0.15963374,0.484087944,-1.139911532,0.58830203,0.89152962,-2.156469584
Cosworth began its associating with ORGANIZATION@1 by boring the Kent out to NUMBER@1 c for the ORGANIZATION@2 NUMBER@2 .,Cosworth began its associating with ORGANIZATION@1 by boring the Kent out to NUMBER@1 c for the ORGANIZATION@2 NUMBER@2.,Cosworth built a NUMBER@1 c engine for the ORGANIZATION@2 NUMBER@2 .,2282,0.974519154,0.999868393,-0.242458612,0.876186848,0.977975547,-2.429402828
"For instance , an armoire desk is a desk built within a large wardrobe-like cabinet , and a portable desk is light enough to be placed on a person 's lap .","For example, an armoire desk is a desk that is built into a large wardrobe-like cabinet.",There is also a portable desk which is very small .,2283,0.50923593,0.989632428,-0.987544954,0.819865033,0.08622285,-3.249835968
"Some of our senses operate in a logarithmic fashion -LRB- Weber -- Fechner law -RRB- , which makes logarithmic scales for these input quantities especially appropriate .","Some of our senses operate in a logarithmic fashion -LRB- Weber-Fechner law -RRB-, which makes logarithmic scales for these input quantities particularly appropriate.",Absorbance of light by transparent samples .,2284,0.948599404,0.997998238,-0.773638666,0.711450698,0.009698991,-5.815312862
"Originally based on the Formula One driver results legend template , but adjusted for accuracy regarding American motorsports cultural idiosyncracies .","Originally based on the Formula One driver result template, but adjusted for accuracy regarding American motorsports cultural idiosyncracies.",Originally based on the Formula One driver results legend template . Adjusted for accuracy regarding American motor sports cultural differences .,2285,0.896953679,0.847646713,-0.776490152,0.948417763,0.975387037,-1.892177701
"4 -- 0 Wales -LRB- Glasgow , Scotland ; 26 March 1876 -RRB-",4 -- 0 Wales,Most appearances,2286,0.1678029,0.0,-1.843606591,0.743318612,0.008221294,-6.93225193
"It projects about 320 k into the Bering Sea between Norton Sound , the Bering Strait , the Chukchi Sea , and Kotzebue Sound , just below the Arctic Circle .","It projects about 320 km into the Bering Sea between Norton Sound, the Bering Strait, the Chukchi Sea, and Kotzebue Sound, just below the Arctic circle.",It sticks out about 320 k into the Bering Sea . It is just below the Arctic Circle .,2287,0.93710528,0.946322501,-0.664796174,0.857114792,0.932825685,-1.772748232
"However , mania is most often associated with bipolar disorder , where episodes of mania may alternate with episodes of major depression .","However, mania is most often associated with bipolar disorder, where episodes of mania alternate with episodes of major depression.",Depression,2288,0.905307227,0.978304327,-0.660839796,0.704667185,0.0,-5.72995472
"West also runs his own record label GOOD Music , home to artists such as PERSON@1 , Common and Kid Cudi .","West also runs his own record label GOOD Music, which has artists such as PERSON@1, Common and Kid Cudi.",West also runs his own record label called GOOD Music .,2289,0.955069764,0.999716938,-0.597848654,0.880853493,0.837825596,-2.220656872
"Minardi left the lower division at the end of 1984 , although in 1986 a modified version of their final Formula Two car , the 283 , was entered without success in two rounds of the Formula 3000 championship which had replaced Formula Two in 1985 .","Minardi left the lower division at the end of 1984, although in 1986 a modified version of their final Formula Two car, the 283, was entered without success in two rounds of the Formula 3000 championship which had replaced Formula Two in 1985.",Minardi left the Formula Two division at the end of 1984 . In 1986 a modified version of their final Formula Two car was entered in two rounds of the Formula 3000 championship .,2290,0.954320846,0.999960244,-0.479334027,0.903517376,0.98382026,-1.20489049
"Yuki Takita -LRB- born May 16 , 1967 in Saitama , Japan -RRB- is a Japanese former football player .",Yuki Takita -LRB- born 16 May 1967 -RRB- is a former Japanese football player.,"Yuki Takita -LRB- born 16 May , 1967 -RRB- is a former Japanese football player .",2291,0.715822685,0.999784648,-0.908023119,0.74212532,0.999516308,-1.975350857
is an action role-playing video game developed by Vanpool and published by Nintendo for the Nintendo DS handheld game console .,is a role-playing video game made by Vanpool and published by Nintendo for the Nintendo DS game console.,is an action role-playing video game made by Vanpool for the Nintendo DS game console .,2292,0.781873174,0.977307081,-1.023231387,0.914491865,0.825449109,-1.407391548
"The Aar -LRB- German Aare -RRB- , a tributary of the LOCATION@1 , is the longest river that both rises and ends entirely within LOCATION@2 .","The Aar -LRB- German Aar -RRB-, a river of the LOCATION@1, is the longest river that both ends and rises entirely within LOCATION@2.",The Aar -LRB- German Aare -RRB- is a tributary of the LOCATION@1 and is the longest river that both comes up from and ends completely inside of LOCATION@2 .,2293,0.873893401,0.991898537,-1.102842689,0.727908477,0.999895632,-1.335812688
Bell 's Cathedrals : The Cathedral Church of Saint Albans p. NUMBER@1,Bell's Cathedrals - The Cathedral of Saint Albans p. NUMBER@1,Below the crossing tower special large stones were used .,2294,0.85568612,0.805280864,-1.229486942,0.474531118,0.000521507,-6.784988403
"Summertime -LRB- novel -RRB- , a novel by PERSON@1",Summertime -LRB- novel -RRB-,"Summertime -LRB- cartoon -RRB- , a NUMBER@1 cartoon by ORGANIZATION@1 , featured on an episode of Pee-wees Playhouse",2295,0.48646781,0.956993103,-0.905820727,0.889079704,0.843923211,-4.043727875
"Invented by Herman Hollerith , the machine was developed to help process data for the 1890 U.S. Census .","Invented by Herman Hollerith, the machine was developed to help process data for the 1890 U.S. Census.",The tabulating machine was a machine used to make the 1890 United States census . It was made by Herman Hollerith .,2296,0.955694435,0.999894679,-0.297505796,0.900229805,0.999790847,-2.359987497
He was also a member of the tennis team .,He was also a member of the tennis team.,He was also part of the tennis team .,2297,0.928754225,0.999934912,-0.515452325,0.955764491,0.321644396,-1.692585111
"It is frequently used as a standard of tastefulness , particularly in the areas of visual design and decoration .","It is often used as a standard of tastefulness, particularly in the areas of visual design and decoration.","It is frequently used as a standard of , particularly in the areas of fashion and decoration .",2298,0.902118528,0.924402893,-0.460156679,0.803561368,0.849042296,-2.124565601
"PERSON@1 '' PERSON@2 '' PERSON@3 -LRB- born NUMBER@1 September NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a Dutch football manager and former midfielder .",PERSON@3 -LRB- born NUMBER@1 September NUMBER@2 -RRB- is a former Dutch football player.,"PERSON@4 -LRB- born NUMBER@1 September , NUMBER@2 -RRB- is a former Dutch football player .",2299,0.495916095,0.998728931,-1.252662301,0.640457514,0.999293208,-2.15390563
"In the North of the county coal is extracted , near Motru and Rovinari .","In the North of the county coal is extracted, near Motru and Rovinari.",Motru,2300,0.942423882,0.999892831,-0.345336139,0.759117239,0.0,-5.547689438
"In NUMBER@1 PERSON@1 merged with ORGANIZATION@1 , a competing '' sanitary engineering company '' established at LOCATION@1 near LOCATION@2 , LOCATION@3 in NUMBER@2 , producing the famous brand name PERSON@2 .","In NUMBER@1 PERSON@1 merged with ORGANIZATION@1, a competing '' sanitary engineering company '' established at LOCATION@1 near LOCATION@2, LOCATION@3, producing the famous brand name PERSON@2.","The second company was Shanks which started making toilets at LOCATION@1 near LOCATION@2 , LOCATION@4 in NUMBER@2 . The two companies joined together in NUMBER@1 .",2301,0.885946787,0.999872327,-0.488170147,0.633060818,0.999663234,-3.031533003
"The LOCATION@1 valley was the territory of the PERSON@1 , divided in LOCATION@2 -LRB- South of the LOCATION@1 -RRB- and PERSON@2 -LRB- North of the LOCATION@1 -RRB- .","The LOCATION@1 valley was the territory of the PERSON@1, divided in two -LRB- South of the LOCATION@1 -RRB- and PERSON@2 -LRB- North of the LOCATION@1 -RRB-.",ORGANIZATION@1 -LRB- L -RRB-,2302,0.903353774,0.999776721,-0.708758533,0.809487879,0.290516555,-3.092303753
"This is the largest marine phylum , comprising about NUMBER@1 % of all the named marine organisms .","This is the largest marine phylum, with about NUMBER@1 % of all the named marine organisms.",Most of them are marine .,2303,0.883408381,0.914147139,-0.477228433,0.788023668,0.001298208,-4.152908325
"It is tree-like in habit , which is reflected in its common names : PERSON@1 tree , LOCATION@1 palm , Tree yucca , and Palm tree yucca .","It is tree-like in habit, which is shown in its common names : PERSON@1 palm, LOCATION@1 palm, Tree yucca, and Palm tree yucca.",Yucca brevifolia is a plant species in the genus LOCATION@1 and in the family Agavaceae .,2304,0.891887895,0.851824939,-0.709124386,0.681502716,0.512638748,-3.858743429
"PERSON@1 was a taxidermist for the ORGANIZATION@1 , where he met PERSON@2 .",PERSON@1 was a taxidermist for the ORGANIZATION@1.,Both worked in LOCATION@1 for a few months .,2305,0.604643226,0.993497193,-0.599931121,0.792779105,0.042628873,-4.39659214
"Appearing as small white discs , the photophores are larger and more complex at the tips of the arms and at the base of the two fins , but are absent from the underside of the caped arms .","Appearing as small white discs, the photophores are larger and more complex at the tips of the arms and at the base of the two fins.","Appearing as small white discs , the photophores are larger and more complex at the tips of the arms and at the base of the two fins . They are absent from the underside of the caped arms .",2306,0.655428883,0.999294996,-0.304592699,0.815196204,0.983804226,-0.771860361
"Jean LÃ opold Nicolas FrÃ dÃ ric PERSON@1 -LRB- August NUMBER@1 , NUMBER@2 â '' May NUMBER@3 , NUMBER@4 -RRB- , known as PERSON@2 , was a French naturalist and zoologist .","PERSON@2 -LRB- born August NUMBER@1, NUMBER@2 ; died May NUMBER@3, NUMBER@4 -RRB- was a French naturalist and zoologist.",PERSON@3 opold ChrÃ tien FrÃ dÃ ric PERSON@4 -LRB- NUMBER@1 August NUMBER@2 â '' NUMBER@3 May NUMBER@4 -RRB- was a French naturalist and zoologist .,2307,0.568871916,0.999578774,-1.328184247,0.758451041,0.9882496,-2.15533042
The Province of Rimini is a province in the Emilia-Romagna region of Italy .,The Province of Rimini is a province in the Emilia-Romagna region of Italy.,Rimini is a province in the region of Emilia-Romagna in Italy .,2308,0.965771118,0.999910533,-0.225298956,0.924860784,0.951328099,-1.279628038
"It often results from the bacterial break down of sulfites in nonorganic matter in the absence of oxygen , such as in swamps and sewers -LRB- anaerobic digestion -RRB- .","It often results from the bacterial break down of sulfites in nonorganic matter in the absence of oxygen, such as in swamps and sewers -LRB- anaerobic digestion -RRB-.",It often results when bacteria break down organic matter in the absence of oxygen .,2309,0.969121781,0.999918103,-0.521040559,0.692968555,0.988062501,-2.508057117
