source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
simplify: LOCATION@1 is a caldera lake located in the LOCATION@2 state of LOCATION@3 .,['LOCATION@1 is a lake in the state of LOCATION@3.'],Crater Lake is a caldera lake in the LOCATION@2 state of LOCATION@3 .,1546,0.545096187,0.811463714,-1.284617305,0.846646549,0.851703823,-1.16222322
simplify: The singer also made a brief guest appearance in the music video for Johnny Cash 's '' God 's Gon na Cut You Down '' in late 2006 .,"[""The singer also made a brief guest appearance in the music video for Johnny Cash's '' God's Gon na Cut You Down '' in late 2006.""]","She also had a guest appearance in the music video for Johnny Cash 's '' God 's Gon na Cut You Down '' , and chose to appear laying flowers on a grave .",1547,0.91094779,0.999917507,-0.974944234,0.794384468,0.998227298,-2.159569263
"simplify: His early education was a mix of success and mediocrity until he attended the Jesuit Collège Saint-Stanislas , where he excelled .",['His education was a mix of success and mediocrity until he went to the Jesuit Collège Saint-Stanislas.'],He attended the Jesuit Collège Saint-Stanislas .,1548,0.722741476,0.773938239,-0.896698356,0.550870825,0.995032907,-1.123131633
"simplify: While in LOCATION@1 , PERSON@1 also finished his sixth , seventh and eighth books of madrigals .","['While in LOCATION@1, PERSON@1 also finished his sixth, seventh and eighth books of madrigals.']",By NUMBER@1 PERSON@1 had published his seventh book of madrigals .,1549,0.88471433,0.999919355,-0.81828028,0.889734346,0.99986881,-3.2254951
simplify: Its orbit is slightly more eccentric that that of Hygiea -LRB- 15 % versus 12 % -RRB- but differs from Hygiea 's in its much greater inclination and slightly shorter period .,"[""Its orbit is slightly more eccentric than that of Hygiea -LRB- 15 % versus 12 % -RRB- but differs from Hygiea's in its much greater inclination and slightly shorter period.""]",Its orbit is a bit more eccentric that of Hygiea -LRB- 15 % versus 12 % -RRB- but is different because Hygiea 's orbit is much more inclined and takes a bit shorter to complete one orbit .,1550,0.939594652,0.996335983,-0.625979781,0.939385357,0.999945283,-2.034729719
"simplify: Infocomm facilities The Administrative Block also houses the school 's major infocomm facilities , including 4 Computer Laboratories , a Robotics Lab , an Internet Lab as well as one of the two Macintosh Labs , the other Macintosh Lab being housed in the ArtSpace .","[""Infocomm facilities The Administrative Block also houses the school's major infocomm facilities, including 4 Computer Laboratories, a Robotics Lab, an Internet Lab and one of the two Macintosh Labs.""]","There are four computer labs , one Internet Lab for people to see how the Internet works , one Robotics Lab and one Macintosh Lab , which has special computers .",1551,0.706780896,0.999756694,-1.118847132,0.774117955,0.999792397,-3.381482601
"simplify: Auto , an Israeli car magazine","['Auto, an Israeli car magazine']",automated,1552,0.800425722,0.99975878,-2.99616766,0.779662202,0.0,-5.065764904
"simplify: He made many recordings throughout his career , of solo , chamber , and orchestral music , also as conductor , but Casals is perhaps best remembered for the recording of the Bach Cello Suites he made from 1936 to 1939 .","['He made many recordings throughout his career, of solo and chamber music.']","He played in the Carnegie Hall in New York , playing Richard Strausss Don Quixote with the composer conducting .",1553,0.310710327,0.988160133,-1.768174171,0.749154336,0.063229315,-5.117345333
"simplify: PERSON@1 '' PERSON@2 -LRB- born November NUMBER@1 , NUMBER@2 , in LOCATION@1 , LOCATION@2 -RRB- is an outfielder for the ORGANIZATION@1 .","['PERSON@3 -LRB- born NUMBER@1 November NUMBER@2 in LOCATION@1, LOCATION@2 -RRB- is an English player.']","PERSON@3 '' PERSON@4 -LRB- born November NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a American baseball player .",1554,0.664072046,0.999839842,-2.052956104,0.88635934,0.998619556,-1.873420596
simplify: Evil Genius series,['Evil Genius is a series of books written by Evil Genius.'],Evil Genius -LRB-/O2005/O-RRB-,1555,0.999999881,0.710604906,-2.369779825,0.920475483,0.281470835,-6.732517719
"simplify: After PERSON@1 popularized them in the movie Rebel Without a Cause , wearing jeans by teenagers and young adults became a symbol of youth rebellion during the NUMBER@1 .","['After PERSON@1 made them popular in the movie Rebel Without a Cause, wearing jeans by teenagers and young adults became a symbol of youth rebellion during the NUMBER@1.']","In the NUMBER@1 , jeans became a popular fashion for teenagers and young adults .",1556,0.935746274,0.875852466,-1.255923629,0.874857835,0.998057187,-2.868378878
simplify: In the year 1800 Ireland joined up with Great Britain and they all were then called The United Kingdom of Great Britain and Ireland .,['In the year 1800 Ireland joined up with Great Britain and they all were called The United Kingdom of Great Britain and Ireland.'],"In the year 1800 , Ireland joined up with Great Britain and they all were then called The United Kingdom of Great Britain and Ireland .",1557,0.889411131,0.998046219,-0.771435797,0.936958015,0.987640679,-0.899394512
"simplify: Mobile -LRB- , -RRB- is the third most populous city in the LOCATION@1 state of LOCATION@2 and is the county seat of LOCATION@3 .",['Mobile is a city of LOCATION@2 in the LOCATION@1 state of LOCATION@2.'],Mobile -LRB- -RRB- -LRB- pronunciation -RRB- is the third most populous city in the LOCATION@4 state of LOCATION@2 and is the county seat of LOCATION@3 .,1558,0.443984909,0.733551025,-2.075739861,0.417541208,0.812934279,-1.724644303
simplify: A ship is seen following her into Warp Space at the end .,['A ship is seen following her into Warp Space at the end.'],"The X virus infects its host by entering the body , killing them , and copying their look .",1559,0.874390051,0.999854624,-1.286583781,0.819387737,0.000160724,-5.211141586
"simplify: The district capital is the town of LOCATION@1 and the largest municipality is LOCATION@2 , located in the LOCATION@3 -LRB- German : ORGANIZATION@1 -RRB- .",['The capital of the district is the town of LOCATION@1. The second largest municipality is LOCATION@2 -LRB- German : ORGANIZATION@1 -RRB-.'],The capital city is the town of LOCATION@1 and the largest municipality is LOCATION@2 .,1560,0.715745721,0.998764336,-1.357288003,0.508990519,0.955527127,-1.077898502
simplify: It was founded in NUMBER@1 with nine colleges and universities as its members .,['It was founded in NUMBER@1.'],ORGANIZATION@1,1561,0.335129106,0.996071815,-2.029823303,0.799075769,0.058041636,-4.326700687
"simplify: In the Holy Cities of Mecca and Medina , both of which are located in Saudi Arabia , only Muslims are allowed .","['In the Holy Cities of Mecca and Medina, both of which are located in Saudi Arabia, only Muslims are allowed.']",Saudi Arabia sees the cities of Mecca and Medina as holy .,1562,0.88605091,0.999932706,-0.760639608,0.864672274,0.999931931,-2.920238972
"simplify: In the military , the term '' tent city '' usually refers to temporary living quarters erected on deployed military bases , such as those found in Bosnia and Herzegovina or Iraq .","[""In the military, the term '' tent city '' usually refers to temporary living quarters built on deployed military bases, such as those found in Bosnia and Herzegovina or Iraq.""]","In the military , the term '' tent city '' usually refers to temporary living quarters erected on deployed military bases , such as those found in Bosnia or Iraq .",1563,0.916833592,0.997568309,-0.842576265,0.917144148,0.999893308,-0.937308908
simplify: Trópico en movimiento by Roberto González -LRB- in Spanish -RRB-,['Trópico en movimiento -LRB- in Spanish -RRB-'],The South Pole is in the center of the Antarctic Circle .,1564,0.64864861,0.866147161,-1.31821537,0.753320217,0.004810562,-3.740757465
"simplify: Francisco James '' Frankie '' Muniz IV -LRB- born December 5 , 1985 -RRB- is an American actor , musician , writer , producer , and racecar driver .","[""Francisco James '' Frankie '' Muniz IV -LRB- born December 5, 1985 -RRB- is an American actor, musician, writer, and racecar driver.""]","Francisco '' Frankie '' Muniz IV -LRB- born December 5 , 1985 -RRB- is an American actor .",1565,0.771289629,0.999909461,-0.617690027,0.880246485,0.99935621,-1.055398107
"simplify: The field also includes studies of earthquake effects , such as tsunamis as well as diverse seismic sources such as volcanic , tectonic , oceanic , atmospheric , and artificial processes -LRB- such as explosions -RRB- .","['The field also includes studies of earthquake effects, such as tsunamis, as well as diverse seismic sources such as volcanic, tectonic, oceanic, atmospheric and artificial processes -LRB- such as explosions -RRB-.']",Seismology is the study of what is under the surface of the Earth by measuring vibrations on the Earths surface .,1566,0.905733894,0.999920726,-0.928504646,0.767016519,0.846445799,-3.148556948
"simplify: Since NUMBER@1 , she has scored a total of NUMBER@2 Top NUMBER@3 hits on the Billboard Hot NUMBER@4 .","['Since NUMBER@1, she has scored NUMBER@2 Top NUMBER@3 hits on the Billboard Hot NUMBER@4.']","Since NUMBER@1 , she had a total of NUMBER@2 Top NUMBER@3 hits on the Billboard Hot NUMBER@4 .",1567,0.792469218,0.984368384,-1.067441583,0.966002596,0.582677186,-0.977018297
"simplify: PERSON@1 , ORGANIZATION@1 -LRB- July NUMBER@1 , NUMBER@2 - July NUMBER@3 , NUMBER@4 -RRB- was a German politician .","['PERSON@1, ORGANIZATION@1 -LRB- July NUMBER@1, NUMBER@2 - July NUMBER@3, NUMBER@4 -RRB- was a German politician.']",Dr. Dr. PERSON@1 -LRB- * NUMBER@1 July NUMBER@2 in LOCATION@1 ; † NUMBER@3 July NUMBER@4 in LOCATION@2 -RRB- was a German politician .,1568,0.879879699,0.999904513,-0.674977958,0.885267722,0.988891006,-2.649567604
simplify: A fictional universe is a self-consistent fictional setting with elements that differ from the real world .,['A fictional universe is a fictional world with elements that are different from the real world.'],Other pages,1569,0.779797265,0.943243563,-1.559275866,0.757852697,0.000534069,-7.510302067
"simplify: The kingdom of LOCATION@1 -LRB- ORGANIZATION@1 -RRB- built a global empire , spreading its culture and language in the LOCATION@2 and biologically and culturally mixing with the Indigenous peoples and ultimately , the African slaves , altering the composition of the hemisphere .",['The Kingdom of LOCATION@1 -LRB- ORGANIZATION@1 -RRB- built a global empire.'],"The kingdom of LOCATION@1 -LRB- ORGANIZATION@1 -RRB- built a global empire , spreading their culture and language in the LOCATION@2 and biologically and culturally mixing with the indigenous peoples , altering the composition of the hemisphere .",1570,0.256234575,0.999671578,-0.756859481,0.798556431,0.999453247,-0.861876845
"simplify: Keo is a town in Lonoke County , Arkansas , United States .","['Keo is a town in Lonoke County, Arkansas.']",Keo is a city of the state of Arkansas in the United States of America .,1571,0.613090279,0.990915537,-1.219406724,0.88009429,0.992955208,-3.217733383
"simplify: It arises from the premise that the world consists of objects -LRB- entities -RRB- which are perceived or otherwise presumed to exist as entities , by subjects -LRB- observers -RRB- .","['It arises from the premise that the world consists of objects -LRB- entities -RRB- which are perceived or presumed to exist as entities, by subjects -LRB- observers -RRB-.']",Gods eye view is a name for a point of view where the speaker or writer assumes they have knowledge only God would have .,1572,0.888784268,0.999889255,-0.791205406,0.793530921,0.960166156,-4.806439877
simplify: Saint-Aubin-sur-Mer is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,['It is found in the region Basse-Normandie in the Calvados department in the northwest of France.'],"Saint-Aubin-sur-Mer , Calvados is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .",1573,0.681973561,0.999127865,-1.898755908,0.81029892,0.999494433,-2.409794569
simplify: Images page shows the main picture from that day and four searches that refers to that image with three preview pictures per search term .,['Images page shows the main picture from that day and four searches that refer to that image with three preview pictures per search term.'],References,1574,0.929126683,0.995529413,-0.727275908,0.768519343,0.0,-7.529997349
"simplify: PERSON@1 gave birth to her first child , Prince PERSON@2 , on NUMBER@1 November NUMBER@2 , less than one month after letters patent were issued by her father allowing her children to enjoy a royal and princely status to which they otherwise would not have been entitled .",['PERSON@1 gave birth to her first child Prince PERSON@2 on NUMBER@1 November NUMBER@2 less than one month after her father issued letters patent allowing her children to have royal and princely status to which they otherwise would not have been entitled.'],"On NUMBER@1 November NUMBER@2 , PERSON@1 gave birth to her first child , PERSON@2 .",1575,0.754606207,0.999214768,-0.803670406,0.467929199,0.976069689,-2.179520369
"simplify: In order to consolidate its position , PERSON@1 tried to start a war between PERSON@2 's Babylonian kingdom and the kingdom of LOCATION@1 . PERSON@2 and the king of LOCATION@1 made an alliance when they discovered this duplicity and were able to crush the Elamites , although LOCATION@1 did not contribute greatly to the military effort .",['PERSON@2 and the king of LOCATION@1 made an alliance when they discovered this duplication and were able to crush the Elamites.'],"However , PERSON@2 instead made an alliance with LOCATION@1 against PERSON@1 .",1576,0.309391173,0.999686837,-0.957303166,0.332313697,0.997862101,-2.752653122
simplify: The population was 305 at the 2000 census .,['The population was 305 at the census.'],The population is 305 people as of 2000 .,1577,0.742327812,0.978706598,-2.891168356,0.91966509,0.998731613,-3.271668911
"simplify: His themes often center on the inherent evil and sin of humanity , and his works often have moral messages and deep psychological complexity .","['His themes often center on the inherent evil and sin of humanity, and his works often have moral messages and deep psychological complexity.']",His writings often have moral messages and deep psychological complexity .,1578,0.923341983,0.99993217,-0.749393582,0.892418035,0.886133671,-1.381824493
simplify: Marching band is a group of instrumental musicians and usually dance teams \/O/ color guard who generally perform outdoors and incorporate some type of marching -LRB- and possibly onto other movements -RRB- with their musical performance .,['Marching band is a group of instrumental musicians and usually dance teams /O/ color guard who generally perform outdoors and incorporate some type of marching -LRB- and possibly onto other movements -RRB- with their musical performance.'],band .,1579,0.915713882,0.98797071,-0.757949769,0.74539625,0.0,-5.156610489
"simplify: Oliver & Company was one of the first animated Disney films to introduce new sound effects for regular use , to replace many of their original classic sounds , which would be used occasionally in later Disney movies .","['Oliver & Company was one of the first animated Disney films to introduce new sound effects for regular use, to replace many of their original classic sounds, which would be used occasionally in later Disney movies.']","It was also the first animated Disney movie to create a whole bunch of new sound effects to replace many of their original classic sounds , which would be used occasionally in later Disney movies .",1580,0.931094936,0.999956787,-0.77945441,0.866286657,0.999907851,-1.535029888
"simplify: Luis Diego LÃ pez Breijo -LRB- born 22 August 1974 in Montevideo -RRB- is a retired Uruguayan footballer , who played as a defender .",['Luis Diego L pez -LRB- born 22 August 1974 -RRB- is a former Uruguayan football player.'],Luis Diego LÃ pez -LRB- born 22 August 1974 -RRB- is an Uruguayan football player .,1581,0.55608408,0.998198509,-1.743796825,0.600105988,0.997400224,-2.106017113
"simplify: In Seasons NUMBER@1 through NUMBER@2 , the last team to check in was stripped of all their money and were not given any money at the start of the next leg .","['In Seasons NUMBER@1 through NUMBER@2, the last team to check in was stripped of all their money and were not given any money at the start of the next leg.']","From Seasons NUMBER@3 , teams had to give up all of their money and start the next leg without money .",1582,0.934620683,0.999917388,-0.58349216,0.889401492,0.999868095,-3.133049965
"simplify: With growth came issues of urban sprawl , which has become the primary political issue in LOCATION@1 at the turn of the 21st century .","['With growth came issues of urban sprawl, which has become the primary political issue in LOCATION@1 at the turn of the 21st century.']",With growth came issues of urban sprawl . This has become the primary political issue in LOCATION@1 at the turn of the 21st century .,1583,0.922615094,0.999881923,-0.831369102,0.957677299,0.863757908,-0.827574432
"simplify: He stated that the excision should be radical and that all diseased tissue should be removed , which included the use of amputation or the removal of veins running in the direction of the tumor .",['He said that the excision should be radical and that all diseased tissue should be removed. This included the use of amputation or the removal of veins running in the direction of the tumor.'],He stated that the removal should be radical and that all diseased tissue should be removed . This included the use of amputation or the removal of veins running in the direction of the tumor .,1584,0.923423001,0.92346704,-0.687564969,0.762842327,0.923563659,-0.943202376
"simplify: Desperate Spaces premiered on January 1 , 2008 .","['Desperate Spaces began on January 1, 2008.']","Desperate Spaces premiered January 1 , 2008 .",1585,0.755646303,0.711850405,-1.830235243,0.990634084,0.982660294,-3.190689802
"simplify: ORGANIZATION@1 , formally The ORGANIZATION@2 , commonly known as Saint PERSON@1 's Cathedral , is the ORGANIZATION@3 , and is the seat of the ORGANIZATION@4 . It is in the city of LOCATION@1 , LOCATION@2 , LOCATION@3 .","['ORGANIZATION@1 is a cathedral in LOCATION@3, LOCATION@2.']",ORGANIZATION@1 is a large ORGANIZATION@5 cathedral in LOCATION@3 and is found in the city of LOCATION@1 in LOCATION@4 .,1586,0.2168675,0.886121988,-2.178857803,0.274882503,0.999848843,-2.792418003
simplify: ORGANIZATION@1 Cache .,['ORGANIZATION@1 Cache.'],.,1587,0.721508358,0.999420881,-2.465003014,0.735210039,0.0,-5.873714447
simplify: It is located in eastern LOCATION@1 on the east bank of the LOCATION@2 .,['It is located in the east bank of the LOCATION@2.'],It is located on the LOCATION@3 bank of the LOCATION@2 .,1588,0.62474553,0.916057825,-1.680666685,0.891424092,0.714340985,-2.070160627
"simplify: Adults measure 23 t in shoulder height and 68 â '' 75 cm in body length , with females being smaller than males .","[""Adults measure 23 t shoulder height and 68 â '' 75 cm in body length. Females are smaller than males.""]","Adults are 23 t in shoulder height and 68 â '' 75 cm in body length , with females being smaller than males .",1589,0.819200117,0.969863653,-1.153659701,0.948912266,0.891947389,-1.002829552
"simplify: In NUMBER@1 , seeking a way to promote the instant noodle industry , PERSON@1 founded the ORGANIZATION@1 , which set guidelines for fair competition and product quality , introducing several industry standards such as the inclusion of production dates on packaging .","['In NUMBER@1, PERSON@1 founded the ORGANIZATION@1.']","In NUMBER@1 , looking for a way to promote the instant noodle industry , PERSON@1 founded the ORGANIZATION@1 which set guidelines for fair competition and product quality , introducing several industry standards such as the inclusion of production dates on packaging .",1590,0.168091908,0.972922146,-1.640390635,0.333392205,0.999719024,-1.015331149
simplify: The Maroon Berets -LRB- -RRB- are the special operations forces of the Turkish Army .,['The Maroon Berets -LRB- -RRB- are special operations forces of the Turkish Army.'],The Maroon Berets -LRB- MB -RRB- came into the public spotlight when they captured the PKK leader Abdullah Öcalan in Kenya .,1591,0.866749477,0.995011747,-0.806433201,0.86181377,0.976941943,-3.393995285
"simplify: In the case of pea , which is a diploid species , each individual plant has two alleles of each gene , one allele inherited from each parent .","['In the case of pea, which is a diploid species, each individual plant has two alleles of each gene, one allele inherited from each parent.']","In that case , the two alleles are called co-dominant .",1592,0.896178173,0.999871433,-0.827998638,0.578321497,0.003595484,-3.936475039
"simplify: The unit was officially designated SS-Verf Ã 1\/4 gungstruppe -LRB- '' Dispositional troops '' , i.e. troops at the personal disposal of the FÃ 1\/4 hrer -RRB- .","[""The unit was officially designated SS-Verf  1/4 gungstruppe -LRB- '' Dispositional troops '' -RRB-.""]",The unit was called SS-Special Purpose Troops -LRB- SS-Verf Ã 1\/4 gungstruppe -RRB- and was not the police or the ORGANIZATION@1 but military trained men for the use by the FÃ 1\/4 hrer in war or peace .,1593,0.553367845,0.896838009,-1.253511548,0.52933651,0.999765754,-3.090272188
simplify: Year NUMBER@1 -LRB- MDCCCXXXIX -RRB- was a common year starting on Tuesday -LRB- link will display the full calendar -RRB- of the Gregorian Calendar -LRB- or a common year starting on Sunday of the 12-day slower PERSON@1 calendar -RRB- .,['NUMBER@1 -LRB- MDCCCXXXIX -RRB- was a common year starting on Tuesday of the Gregorian Calendar or a common year starting on Sunday of the 12-day slower PERSON@1 calendar.'],Undated,1594,0.624333135,0.999222875,-0.866652846,0.230676238,0.0,-5.812224388
"simplify: Sir PERSON@1 , 1st Baronet , PRS -LRB- NUMBER@1 April NUMBER@2 -- NUMBER@3 January NUMBER@4 -RRB- was an Ulster-Scot physician and collector , notable for bequeathing his collection to the British nation which became the foundation of the British Museum .","[""Sir PERSON@1, 1st Baronet, PRS -LRB- NUMBER@1 April NUMBER@2 â '' NUMBER@3 January NUMBER@4 -RRB- was an Ulster-Scot physician and collector.""]","Sir PERSON@1 , 1st Baronet , PRS -LRB- NUMBER@1 April , NUMBER@2 â '' NUMBER@3 January , NUMBER@4 -RRB- was an Ulster-Scot physician and collector . He is notable for donating his collection to the British nation .",1595,0.482864439,0.917496502,-1.180373311,0.51827903,0.994734764,-1.496078372
"simplify: The trough also enhanced the upper-level outflow of the depression , and at 1200 UTC on August 7 the depression intensified into Tropical Storm Alberto while located about 60 miles -LRB- 95 km -RRB- east of Nantucket , Massachusetts .","['The trough also enhanced the upper-level outflow of the depression, and at 1200 UTC on August 7 the depression strengthened into Tropical Storm Alberto while located about 60 miles -LRB- 95 km -RRB- east of Nantucket, Massachusetts.']","It tracked quickly northeastward , and intensified into a tropical storm at its record latitude on August 7 while located about 60 miles -LRB- 95 km -RRB- east of the Massachusetts island of Nantucket .",1596,0.94062631,0.999840856,-0.720566928,0.866670104,0.999933422,-2.517477512
"simplify: PERSON@1 -LRB- born November NUMBER@1 , NUMBER@2 -RRB- is a funny car drag racer for ORGANIZATION@1 .","['PERSON@1 -LRB- born November NUMBER@1, NUMBER@2 -RRB- is a funny car drag racer for the ORGANIZATION@1.']",Television,1597,0.901385369,0.999799848,-0.79335767,0.725625228,0.0,-6.53839016
"simplify: Charles duly ordered the bell from Thomas Lester of the London bellfounding firm of Lester and Pack -LRB- today the Whitechapel Bell Foundry -RRB- for the sum of Â # 150 13s 8d , -LRB- equivalent to approximately $ 36,400 today -RRB- including freight to Philadelphia and insurance .","['Charles duly ordered the bell from Thomas Lester of the London bellfounding firm of Lester and Pack -LRB- today the Whitechapel Bell Foundry -RRB- for the sum of  # 150 13s 8d, -LRB- equivalent to approximately $ 36,400 today -RRB- including freight to Philadelphia and insurance.']","So Charles paid Lester and Pack -LRB- today the Whitechapel Bell Foundry -RRB- Â # 150 13s 8d , -LRB- the same amount of money as about $ 36,400 today -RRB- for the bell , including the cost of taking it to Philadelphia and its insurance .",1598,0.948680856,0.0,-0.514506519,0.905574185,0.0,-1.846437454
"simplify: He was placed second on TV Guide 's 2002 Top 50 Greatest Cartoon Characters , behind Bugs Bunny ; fifth on Bravo 's 100 Greatest TV Characters , one of only four cartoon characters on that list ; and first in a Channel 4 poll of the greatest television characters of all time .","[""He was placed second on TV Guide's 2002 Top 50 Greatest Cartoon Characters ; fifth on Bravo's 100 Greatest TV Characters.""]","In a TV Guide poll , Homer was named as the second greatest cartoon character , behind Bugs Bunny .",1599,0.399731437,0.99788028,-1.221273541,0.452844445,0.998969078,-2.583379745
"simplify: PERSON@1 -LRB- born April NUMBER@1 , NUMBER@2 -RRB- is a retired Canadian professional ice hockey right winger who played in the ORGANIZATION@1 with the ORGANIZATION@2 , ORGANIZATION@3 , ORGANIZATION@4 and the ORGANIZATION@5 .","['PERSON@1 -LRB- born April NUMBER@1, NUMBER@2 in LOCATION@1, LOCATION@2, LOCATION@3 -RRB- is an experienced Canadian professional ice hockey player who played in the ORGANIZATION@1 with the ORGANIZATION@2, ORGANIZATION@3, ORGANIZATION@4 and the ORGANIZATION@5.']","PERSON@1 -LRB- born April NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a retired Canadian professional ice hockey right winger who played in the ORGANIZATION@6 with the ORGANIZATION@2 , ORGANIZATION@3 , ORGANIZATION@4 and the ORGANIZATION@5 .",1600,0.863616765,0.991525531,-1.065648556,0.831320689,0.917759776,-1.230618119
"simplify: ORGANIZATION@1 -LRB- men 's soccer , not sponsored by the LOCATION@1","[""ORGANIZATION@1 -LRB- men's soccer, not sponsored by the LOCATION@1""]",ORGANIZATION@2,1601,0.864385787,0.999801517,-1.31569171,0.722793218,0.066362873,-4.319502831
"simplify: Formal languages play a crucial role in the development of compilers , typically produced by means of a compiler compiler , which may be a single program or may be separated in tools like lexical analyzer generators -LRB- e.g. lex -RRB- , and parser generators -LRB- e.g. yacc -RRB- .","['Formal languages play a crucial role in the development of compilers, typically produced by means of a compiler. These may be separated in tools like lexical analyzer generators -LRB- e.g. lex -RRB-, and parser generators -LRB- e.g. yacc -RRB-.']",Language for languages in general,1602,0.824004021,0.0,-0.914825499,0.744076038,0.002220066,-5.845392704
"simplify: The command of the priest or king and his seal could go far beyond his sight and voice and could survive his death '' Wells in LOCATION@1 , NUMBER@1 , p. NUMBER@2 .","[""The command of the priest or king and his seal could go far beyond his sight and voice and could survive his death '' Wells in LOCATION@1, NUMBER@1, p. NUMBER@2.""]",LOCATION@1 .,1603,0.777339766,0.999934018,-0.409603,0.77331297,0.022190599,-3.823238373
"simplify: With the German national team , Ziege won Euro 96 .",['He has played for Germany national team.'],He has played for Germany national team .,1604,0.625474074,0.95722878,-3.432255507,0.744472943,0.95722878,-3.865362644
simplify: PERSON@1 and PERSON@2 is a Canadian animated series that debuted in NUMBER@1 -LRB- following a pilot episode in NUMBER@2 -RRB- that is aimed at a preschool audience .,['PERSON@1 and PERSON@2 is a Canadian animated series that debuted in NUMBER@1.'],PERSON@3,1605,0.399896223,0.997218966,-0.844960272,0.573189604,0.080639437,-3.806730509
"simplify: The first national race of Belgium was held in 1925 at the Spa region 's race course , an area of the country that had been associated with motor sport since the very early years of racing .","[""The first national race of Belgium was held in 1925 at the Spa region's race course.""]","The first national race of Belgium was held in 1925 at the Spa region 's race course , an area of the country that had been associated with motor sport since the very early years of racing before the turn of the century .",1606,0.42499018,0.998729348,-0.935488462,0.440394786,0.997273088,-0.864189446
"simplify: Outside the temple , the king and High Priest join with LOCATION@1 's priests in prayer that the god may be appeased .","[""Outside the temple, the king and high priest join with LOCATION@1's priests in prayer that the god may be appeased.""]","Outside the temple , the king and High Priest join with LOCATION@1 's priests to pray that the god will be kind and merciful .",1607,0.89159042,0.999900699,-1.074678421,0.940581616,0.999759555,-2.04535675
"simplify: It was the franchise 's 35th season in the National Hockey League , 28th season as the Calgary Flames .","[""It was the franchise's 35th season in the National Hockey League.""]",The 2007-08 Calgary Flames season is the team 's 27th season in the National Hockey League since the franchise relocated to Calgary .,1608,0.583276757,0.998172998,-1.085855365,0.86893619,0.999876678,-2.167797327
simplify: Jasses is a commune in the PyrÃ nÃ es-Atlantiques department in south-western LOCATION@1 .,['It is found in the region Pyr n es-Atlantiques in the Aquitaine department in the southwest of LOCATION@1.'],"Labatut , PyrÃ nÃ es-Atlantiques is a commune of the PyrÃ nÃ es-Atlantiques dÃ partement in the southwestern part of LOCATION@1 .",1609,0.900193095,0.999580801,-3.459435225,0.891668618,0.989840269,-2.54610014
"simplify: WWE and Vince McMahon were credited for production of the films The Scorpion King , The Rundown and Walking Tall all starring The Rock .","['The Rundown, The Scorpion King and Walking Tall starring The Rock were produced by Vince McMahon.']","WWE and Vince McMahon were credited for production of the films The Scorpion King , The Rundown and Walking Tall all starring The Rock -LRB- Dwayne Johnson -RRB- .",1610,0.622952547,0.996704638,-1.72055316,0.489269635,0.814094424,-2.725535631
"simplify: Caliri designed the team 's prototype Formula One car -LRB- intended as a dual purpose design for the new Formula 3000 -RRB- around Alfa Romeo 's V8 turbocharged engine but when engineer Carlo Chiti left Alfa Romeo to found Motori Moderni , Minardi became the only customer for his new V6 engine design .","[""Caliri designed the team's prototype Formula One car -LRB- intended as a dual purpose design for the new Formula 3000 -RRB- around Alfa Romeo's V8 turbocharged engine but when engineer Carlo Chiti left Alfa Romeo to found Motori Moderni, Minardi became the only customer for his new V6 engine design.""]","The car was designed to use the Alfa Romeo 's V8 turbocharged engine . When engineer Carlo Chiti left Alfa Romeo , he founded Motori Moderni .",1611,0.947445557,0.0,-0.538122356,0.872574884,0.999869823,-1.51695168
simplify: The PERSON@1,['The PERSON@1'],Other websites,1612,0.727272684,0.998628616,-3.568804979,0.826644301,0.059264619,-6.673433304
"simplify: Navigation is the process of reading , and controlling the movement of a craft or vehicle from one place to another .","['Navigation is the process of reading, and controlling the movement of a craft or vehicle from one place to another.']",Navigation is how ships or planes find their way from one place to another place .,1613,0.852252227,0.999909043,-0.819302619,0.867127263,0.99987489,-3.234185219
simplify: Nagri Tutial or the town of the Tutials is named after PERSON@1 chief PERSON@2 -LRB- a son of PERSON@3 -RRB- .,['The town of the Tutials is named after PERSON@1 chief PERSON@2 -LRB- a son of PERSON@3 -RRB-.'],Nagri Tutial which means the town of the Tutials is named after PERSON@1 chief PERSON@2 -LRB- a son of PERSON@3 -RRB- .,1614,0.745063141,0.998131216,-0.867260933,0.963752346,0.999872208,-1.721526384
simplify: PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- is an Australian lead guitarist for alternative rock band Powderfinger .,"['PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 in LOCATION@1, LOCATION@2 -RRB- is an Australian guitarist.']","PERSON@2 -LRB- born NUMBER@1 October NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is the guitarist in the band '' Powderfinger '' .",1615,0.778207337,0.759574234,-1.811253548,0.84089048,0.999235153,-2.667173147
