source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
The War Department also bore responsibility for naval affairs until the establishment of the ORGANIZATION@1 in NUMBER@1 and for most land-based air forces until the creation of the Department of the ORGANIZATION@2 in NUMBER@2 .,The War Department was also responsible for naval affairs until the ORGANIZATION@1 in NUMBER@1 and for most land-based air forces until the creation of the Department of the ORGANIZATION@2 in NUMBER@2.,The War Department also had responsibility for the young nation 's naval affairs until the establishment of the ORGANIZATION@1 in NUMBER@1 .,255,0.855323755,0.971066177,-0.60662353,0.810480142,0.949136853,-1.696898699
"There , Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser . It is then revealed that Shadow Mario 's real identity is Bowser Jr. , the youngest son of Bowser .","There, Mario defeats a huge Bowser robot being controlled by Shadow Mario which is called Mecha Bowser and it is revealed that Shadow Mario's real identity is Bowser Jr., the youngest son of Bowser.","Eventually , Mario learns that Bowser Jr. , the son of Bowser , was the one who was dirtying the island .",256,0.923135521,0.943497658,-0.961881876,0.854402075,0.946482539,-3.791363001
"ORGANIZATION@1 is an Italian multinational oil and gas company , present in NUMBER@1 countries , and currently LOCATION@1 's largest industrial company with a market capitalization of â NUMBER@2 billion euros -LRB- US$ NUMBER@3 billion -RRB- , as of July NUMBER@4 , NUMBER@5 .","ORGANIZATION@1 is an oil and gas company, present in NUMBER@1 countries, and currently LOCATION@1's largest industrial company with a market capitalization of â NUMBER@2 billion euros -LRB- US$ NUMBER@3 billion -RRB-, as of July NUMBER@4, NUMBER@5.","ORGANIZATION@2 is present in NUMBER@1 countries , and currently is LOCATION@1 's largest industrial company . It has a market capitalization of â NUMBER@2 billion euros -LRB- US$ NUMBER@3 billion -RRB- , as of July NUMBER@4 , NUMBER@5 .",257,0.851589963,0.0,-0.855670452,0.859181352,0.0,-0.911539018
The Siamang can live up to NUMBER@1 + years in captivity .,The Siamang can live up to NUMBER@1 + years in captivity.,The Siamang can live over NUMBER@1 years in captivity .,258,0.959686145,0.999847889,-0.715799689,0.938617529,0.883160591,-2.074113607
Feather dusters take advantage of the principles of static electricity to take up small debris such as dander .,Feather dusters take advantage of the principles of static electricity to take up small debris such as dander.,Feather dusters use the principles of static electricity to take up small debris such as dander .,259,0.987450534,0.99988699,-0.931466997,0.975157076,0.856914461,-1.421428561
Blood types are inherited and represent contributions from both parents .,Blood types are inherited and represent contributions from both parents.,"This means that they can only receive blood from other people in group O , but they can give to any ABO group .",260,0.958269714,0.999913812,-1.329902411,0.821124031,0.000631599,-5.394176483
"While collaborating with MylÃ ne Farmer and PERSON@1 , AlizÃ e released two albums â '' both of which were hits inside and outside of LOCATION@1 .","While working with PERSON@1 and Myl ne Farmer, Aliz e released two albums â '' both of which were hits inside and outside of LOCATION@1.","While working with MylÃ ne Farmer and PERSON@1 , PERSON@2 e put out two albums . Both of which were hits both inside and outside of LOCATION@1 .",261,0.864399521,0.998474002,-1.043471217,0.868849232,0.962536633,-1.967661738
"Hardaway was born in Chicago , Illinois .","Hardaway was born in Chicago, Illinois.","Chicago , Illinois , USA",262,0.887965732,0.999848962,-1.75107801,0.767297688,0.467369258,-5.198647976
"PERSON@1 is a mosque in LOCATION@1 , LOCATION@2 & LOCATION@3 , LOCATION@4 .","PERSON@1 is a Muslim mosque in LOCATION@1, LOCATION@2 & LOCATION@3, LOCATION@4.","ORGANIZATION@1 is a mosque in LOCATION@1 -LRB- LOCATION@5 -RRB- , LOCATION@2 and LOCATION@3 , LOCATION@3 .",263,0.945379913,0.948199689,-1.748911023,0.947007,0.689919114,-2.823940754
Most myomorph species belong to superfamily Muroidea :,Most myomorph species belong to superfamily Muroidea :,Family Muridae,264,1.0,0.999888241,-2.045525074,0.800292611,0.869765282,-5.789946556
Net income is equal to the income that a firm has after subtracting costs and expenses from the total revenue .,Net income is the amount of money that a company makes after subtracting costs and expenses from the total revenue.,Net income is equal to the income that a company has after subtracting costs and expenses from the total revenue .,265,0.949060917,0.99980247,-1.225986362,0.989360332,0.953754902,-1.129461765
"Answers to the paradox include that since God is supposedly omnipotent , the phrase '' could not lift '' does not make sense and the paradox is meaningless , and that logical impossibilities do not fall under the omnipotence of God .","Answers to the paradox include that since God is supposedly omnipotent, the phrase '' could not lift '' does not make sense and the paradox is meaningless, and that logical impossibilities do not fall under the omnipotence of God.",Answers to the God Paradox,266,0.963157835,0.999905288,-0.528226376,0.7934694,0.900941491,-3.584082603
Tropical systems are officially ranked on one of several tropical cyclone scales according to their maximum sustained winds and in what oceanic basin they are located .,Tropical systems are ranked according to their maximum sustained winds and in what oceanic basin they are located.,Tropical cyclones are ranked according to their maximum winds using several scales .,267,0.622017675,0.998809218,-0.630299032,0.600663275,0.893161178,-2.191176653
"In the NUMBER@1 , the government of LOCATION@1 held a ORGANIZATION@1 , which has continued to meet periodically since then .","In the NUMBER@1, the government of LOCATION@1 held a ORGANIZATION@1, which has continued to meet periodically since then.","In the NUMBER@1 , the government of LOCATION@1 held a World Tamil Conference .",268,0.934038844,0.999895394,-0.84456557,0.858725609,0.710006654,-2.854041338
"With the outbreak of the First World War in NUMBER@1 , this league came to a halt but a championship for the region was still held , which FSV won in NUMBER@2 .","With the outbreak of the First World War in NUMBER@1, this league came to a halt but a championship for the region was still held, which FSV won in NUMBER@2.",Since NUMBER@3 ORGANIZATION@1 plays in the NUMBER@4 .,269,0.947714106,0.999897003,-0.469529331,0.777793529,0.000208046,-3.974446535
"To the north of the city lies the Atlantic Ocean ; to the south are the cities of Pacatuba , Eusébio , Maracanaú and Itaitinga ; to the east is the county of Aquiraz and the Atlantic Ocean ; and to the west is the city of Caucaia .","To the north of the city lies the Atlantic Ocean ; to the south are the cities of Eusébio, Maracana and Itaitinga ; to the east is the county of Aquiraz and the Atlantic Ocean ; to the west is the city of Caucaia.",It borders the Atlantic Ocean to the north and the east .,270,0.873469207,0.998553574,-0.712881029,0.691666603,0.997418523,-2.601702929
"This simple theme cadences , and is followed by a declamatory theme played by violins .","This simple theme cadences, and is followed by a declamatory theme played by violins.",The symphony was first performed by the Bolshoi Theatre Orchestra on 5 March 1942 .,271,0.942123426,0.999876976,-1.284085155,0.796148828,0.000239855,-3.432252169
November NUMBER@1 & ndash ; Claude Lorrain French painter -LRB- b. c. NUMBER@2 -RRB-,November NUMBER@1 - Claude Lorrain French painter -LRB- born c. NUMBER@2 -RRB-,November NUMBER@1 - PERSON@1 French painter -LRB- born c. NUMBER@2 -RRB-,272,0.84905592,0.949007571,-2.557465315,0.815885697,0.950717449,-3.624332905
"Over time , PERSON@1 and others pointed to Republican electoral successes in the early and mid-1980s , when hunger strikers PERSON@2 and PERSON@3 were elected to the British ORGANIZATION@1 and DÃ il Ã ireann respectively , and they advocated that ORGANIZATION@2 in become increasingly political and base its influence on electoral politics rather than paramilitarism .","Over time, PERSON@1 and others pointed to Republican electoral successes in the early and mid-1980s, when hunger strikers PERSON@2 and PERSON@3 were elected to the British ORGANIZATION@1 and D il  ireann respectively, and they advocated that ORGANIZATION@2 become more political and base its influence on electoral politics rather than paramilitarism.","PERSON@1 and others , over time , pointed to ORGANIZATION@2 in election wins in the early and mid-1980s , when hunger strikers PERSON@2 and PERSON@3 were elected to the British ORGANIZATION@1 and DÃ il Ã ireann , and they pushed to get ORGANIZATION@2 in become more political and less paramilitary .",273,0.903794307,0.0,-0.978407502,0.872812068,0.0,-1.783587813
"Scottsville was the birthplace of Thomas Staples Martin , who served five terms as a Democrat in the United States Senate representing Virginia .","Scottsville was the birthplace of Thomas Staples Martin, who served five terms as a Democrat in the United States Senate representing Virginia.","Scottsville , Virginia is a town of Virginia in the United States .",274,0.960982145,0.999915242,-0.929506898,0.813116265,0.077889375,-3.399960518
Muslims are also discouraged from wearing clothing with distracting images and symbols so as not to divert the attention of those standing behind them during prayer .,Muslims are also discouraged from wearing clothing with distracting images and symbols so as not to divert the attention of those standing behind them during prayer.,Muslims are also discouraged from wearing clothing with images and symbols which could distract the attention of those standing behind them during prayer .,275,0.98076953,0.999906421,-0.533128917,0.967771643,0.999833822,-1.643338919
"After German reunification on NUMBER@1 October NUMBER@2 , she became a member of the Bundestag and , as other leading members of the last GDR government , was also appointed to the Federal Minister for Special Affairs in Chancellor PERSON@1 's cabinet .","After German reunification on NUMBER@1 October NUMBER@2, she became a member of the Bundestag and, as other leading members of the last GDR government, was also appointed to the Federal Minister for Special Affairs in Chancellor PERSON@1's cabinet.",She also became a member of the Bundestag .,276,0.944988217,0.999948978,-0.536646962,0.817330813,0.231984779,-1.820742965
"ORGANIZATION@1 -LSB- -RSB- is a privately owned observatory located in LOCATION@1 , LOCATION@2 , NUMBER@1 miles -LRB- NUMBER@2 km -RRB- southeast of LOCATION@3 , on LOCATION@4 in the LOCATION@5 .","ORGANIZATION@1 -LSB- -RSB- is a privately owned observatory located in LOCATION@1, LOCATION@2, NUMBER@1 miles -LRB- NUMBER@2 km -RRB- southeast of LOCATION@3, on LOCATION@4 in the LOCATION@5.","ORGANIZATION@1 is a privately owned observatory in LOCATION@1 , LOCATION@2 , NUMBER@1 miles -LRB- NUMBER@2 km -RRB- southeast of LOCATION@6 , on LOCATION@4 in the LOCATION@5 .",277,0.953322767,0.999784946,-0.850658774,0.929276337,0.998793721,-1.093871713
Chaourse is a commune in the LOCATION@1 department in LOCATION@2 in northern LOCATION@3 .,It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3.,It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3 .,278,0.861464798,0.90438652,-2.077340841,0.87203604,0.90438652,-2.22820735
"Biography Born in LOCATION@1 and abandoned there by destitute parents in NUMBER@1 at the height of the French Revolution , he worked as a kitchen boy at a cheap Parisian chophouse in exchange for room and board .","Born in LOCATION@1 and abandoned there by destitute parents in NUMBER@1 at the height of the French Revolution, he worked as a kitchen boy at a cheap Parisian chophouse in exchange for room and board.",He worked as a kitchen boy at a cheap LOCATION@1 cafe in exchange for a room and food .,279,0.89990401,0.999931931,-0.298695922,0.800174756,0.93570596,-2.413676023
"Originally released as a bonus disc on the deluxe edition of B ` Day , it was released on August NUMBER@1 , NUMBER@2 in the LOCATION@1 as an EP .","Originally released as a bonus disc on the deluxe edition of B  Day, it was released on August NUMBER@1, NUMBER@2 in the LOCATION@1 as an EP.",It was released on August NUMBER@1 in LOCATION@2 .,280,0.936040178,0.937684357,-0.709976077,0.793761127,0.966969609,-2.010625839
"The product cipher combines a sequence of simple transformations such as substitution , permutation , and modular arithmetic .","The product cipher combines a sequence of simple transformations such as substitution, permutation, and modular arithmetic.","In cryptography , a product cipher is a popular type of block ciphers that works by executing in sequence a number of simple transformations such as substitution , permutation , and modular arithmetic .",281,0.93868801,0.999925375,-0.694366336,0.927643997,0.999346137,-2.769691944
"There is one shop , a butchers , a hairdressers and three hotels in the village .","There is one shop, a butcher, a hairdressers and three hotels in the village.",There are two shops and three hotels in the village .,282,0.919779366,0.999652028,-0.682897568,0.835371338,0.996830344,-1.608495831
The river is now internationally famous thanks to the music of the 1960s known as Merseybeat from the Mersey Sound and its strong association with Liverpool .,The river is now internationally famous thanks to the music of the 1960s known as Merseybeat from the Mersey Sound and its strong association with Liverpool.,"The river is now internationally famous thanks to the music of the 1960s known as Merseybeat and its strong association with Liverpool , which produced songs such as Ferry Cross the Mersey .",283,0.979958203,0.999923766,-0.567722559,0.963982974,0.99991858,-2.245029926
"Because of agreements between Warner Brothers and the estate of Thomas Mann for the production of Luchino Visconti 's 1971 film , Britten was advised not to see the movie when it was released .","Because of agreements between Warner Brothers and Thomas Mann for the production of Luchino Visconti's 1971 film, Britten was advised not to see the movie when it was released.",After dinner the guests watch a group of actors .,284,0.87354114,0.998226047,-0.656859398,0.717836657,0.00016482,-5.539095402
"In 1993 , the Czech Ministry of Foreign Affairs suggested the name Czechia as an official alternative in all situations other than formal official documents and the full names of government institutions ; however , this has not become widespread in English , even though most other languages have single-word names for the country -LRB- usually their own variants of '' Czechia '' -RRB- .","In 1993, the Czech Ministry of Foreign Affairs suggested the name Czechia as an official alternative in all situations other than formal official documents and the full names of government institutions ; however, this has not become widespread in English, even though most other languages have single-word names for the country -LRB- usually their own variants of '' Czechia '' -RRB-.",In 1993 the Czech Ministry of Foreign Affairs announced that the name Czechia be used for the country outside of formal official documents .,285,0.973260486,0.0,-0.493515223,0.856434419,0.999881506,-1.968737483
It is used in the manufacture of special kinds of glass and lasers . .,It is used in the manufacture of special kinds of glass.,It is also used in lasers .,286,0.734024763,0.996246994,-1.040822864,0.703737354,0.567187846,-3.751308918
"It has been proven that the car accident was not caused by the dispatcher , therefore ruling out suicide .",It has been proven that the car accident was not caused by the dispatcher.,"The dispatcher died a few weeks after the crash . He had a car accident , but police said it was not suicide .",287,0.641568971,0.997027516,-0.764666975,0.609440698,0.999705434,-3.27899003
"In 1871 , it became the sixth province of Canada .","In 1871, it became the sixth province of Canada.",The province joined Canada in 1871 .,288,0.910083847,0.999919713,-0.687318921,0.879530525,0.998999298,-2.599041462
"He is best known for his 2005 album Illinois , which hit number one in the Billboard Top Heatseekers chart , and for the song '' Chicago '' .","He is best known for his 2005 album Illinois, which hit number one in the Billboard Top Heatseekers chart.","Some people think he is part of the folk revival in indie pop , but he gets ideas from many things .",289,0.700724656,0.995711148,-0.552916825,0.59677241,0.000610098,-4.707970619
The Attitude Era was a period in the ORGANIZATION@1 -LRB- ORGANIZATION@2 -RRB- and professional wrestling history that began as a direct result of the Monday Night Wars and culminated with the conclusion of the Wars in NUMBER@1 .,The Attitude Era was a period in the ORGANIZATION@1 -LRB- ORGANIZATION@2 -RRB- and professional wrestling history that began as a direct result of the Monday Night Wars and ended with the end of the Wars in NUMBER@1.,The Attitude Era was a period in the ORGANIZATION@1 and professional wrestling history . It began with the Monday Night Wars and reached its end with the conclusion of the Wars in NUMBER@1 .,290,0.924671098,0.999935508,-0.514113843,0.88532305,0.999572754,-1.245512486
"On 19 May 1915 , the Turks launched an assault against the Anzac Line , capturing a section of the trench at Courtney 's Post ; one end of which was guarded by Jacka .","On 19 May 1915, the Turks launched an assault against the Anzac Line, capturing a section of the trench at Courtney's Post ; one end of which was guarded by Jacka.",The Turks were able to capture a small section of a trench at Courtneys Post .,291,0.952287491,0.999941528,-0.734451473,0.844992137,0.996670306,-2.551851273
-LRB- in LOCATION@1 -RRB-,-LRB- in LOCATION@1 -RRB-,NUMBER@1 to NUMBER@2 PERSON@1 -LRB- NUMBER@3 -RRB-,292,1.000000119,0.996838033,-3.215872765,0.90724057,0.438319325,-4.559585094
"The peace treaty was recorded in two versions , one in Egyptian hieroglyphs , the other in Akkadian , using cuneiform script ; fortunately , both versions survive .","The peace treaty was written in two versions, one in Egyptian hieroglyphs, the other in Akkadian, using cuneiform script.","One was in Egyptian hieroglyphics , the other in Akkadian , using cuneiform script .",293,0.680086033,0.988080621,-0.785431802,0.660704184,0.901522934,-1.505077004
Other primary matches on the card were a Battle royal for the vacant Intercontinental Championship and a Tag team ladder match for the WWE Tag Team Championship between Eddie Guerrero and Tajiri facing Team Angle -LRB- Charlie Haas and Shelton Benjamin -RRB- .,Other primary matches on the card were a Battle royal for the vacant Intercontinental Championship and a Tag team ladder match for the WWE Tag Team Championship between Eddie Guerrero and Tajiri facing Team Angle -LRB- Charlie Haas and Shelton Benjamin -RRB-.,Eddie Guerrero and Tajiri defeated Team Angle -LRB- Charlie Haas and Shelton Benjamin -RRB- in a Ladder match to win the WWE Tag Team Championship -LRB- 14:18 -RRB- Eddie grabbed the belts to win .,294,0.98742305,0.999906898,-0.691257834,0.886817379,0.999916255,-2.002877235
Azure is the hue that is halfway between blue and cyan .,Azure is the color of the rainbow.,It is a pure chroma on the color wheel halfway between blue and cyan .,295,0.505866023,0.477609783,-2.905219316,0.576093276,0.999852598,-3.49457407
main_interests = EconomicsPolitical philosophyInductive Logic,main_interests = EconomicsPolitical philosophyInductive Logic,He was called the '' PERSON@1 of Hallamshire '' .,296,1.0,0.999845028,-3.830552101,0.790407002,0.000244149,-7.482746601
M. gallopavo,M. gallopavo,When people from Europe first saw turkeys in the Americas they thought the birds were a type of guinea fowl -LRB- Numida meleagris -RRB- .,297,1.0,0.998092115,-3.718003273,0.827296436,0.000722011,-5.216479778
PERSON@1 was elected a fellow of the ORGANIZATION@1 in NUMBER@1 and in NUMBER@2 was the society 's president .,PERSON@1 was elected a fellow of the ORGANIZATION@1 in NUMBER@1 and in NUMBER@2 was the society's president.,PERSON@1 was voted to be a fellow of the ORGANIZATION@1 in NUMBER@1 and in NUMBER@2 was the ORGANIZATION@2 president .,298,0.945702169,0.999882758,-0.971952617,0.925518302,0.984068871,-1.791258454
PERSON@1 helped produce PERSON@2 's opera Sakuntala for its world premiere in NUMBER@1 with the LOCATION@1 orchestra .,PERSON@1 helped to make PERSON@2's opera Sakuntala for its world premiere in NUMBER@1 with the LOCATION@1 orchestra.,From NUMBER@2 to NUMBER@3 he was conductor of the LOCATION@2 .,299,0.937329816,0.788696051,-1.014795661,0.803821956,0.130924806,-3.630144358
"There are many kinds of articulated vehicles , from heavy equipment to buses , trams and trains .","There are many kinds of vehicles, from heavy equipment to buses, trams and trains.","There are many kinds of articulated vehicles , like heavy equipment to buses , trams and trains .",300,0.800133318,0.998384416,-1.064118028,0.839765149,0.92095387,-1.168763161
"His character is selfish , but is faithful .","His character is selfish, but is faithful.","He is selfish , but is faithful .",301,0.896933629,0.999889195,-1.364494801,0.924917774,0.607881188,-1.824333429
"'M y Own Trumpet ' , p. 186/7 In 1933 , Boult married Ann Wilson , the ex-wife of Steuart Wilson , tenor singer and administrator .","In 1933, Boult married Ann Wilson, the ex-wife of Steuart Wilson.","In 1933 he married Ann Wilson , the ex-wife of the singer and administrator Steuart Wilson .",302,0.425291851,0.999416828,-0.51507622,0.438841261,0.959145904,-1.327928066
This made the white Ã migrÃ s a target for infiltration by the Soviet secret police -LRB- e.g. operation TREST and the Inner Line -RRB- .,This made the white migr s a target for infiltration by the Soviet secret police -LRB- operation TREST and the Inner Line -RRB-.,This made the white Ã migrÃ s a target for infiltration by the Soviet secret police -LRB- i.e. operation TREST and the Inner Line -RRB- .,303,0.843576529,0.913405538,-1.443587065,0.925490999,0.97285229,-0.628899932
"in NUMBER@1 , and is the second largest chain in the LOCATION@1 after ORGANIZATION@1 ,","In NUMBER@1, it was the second largest chain in the LOCATION@1 after ORGANIZATION@1.",It is the second largest chain in the LOCATION@1 after ORGANIZATION@1 .,304,0.915360939,0.852880418,-1.204450369,0.930934501,0.871556401,-0.652617335
ORGANIZATION@1 's Venus In-Situ Explorer mission to PERSON@1 -LRB- part of the New Frontiers program -RRB- .,ORGANIZATION@1's Venus In-Situ Explorer mission to PERSON@1 -LRB- part of the New Frontiers program -RRB-,The LOCATION@1 is due to start service in late NUMBER@1 .,305,0.938978468,0.999708533,-1.335095167,0.758566086,0.000418948,-5.064114094
"After the inception of the Islamic Republic , the Supreme Leader of Iran has taken on the role .","After the formation of the Islamic Republic, the Supreme Leader of Iran has taken on the role of President.","After the creation of the Islamic Republic , the Supreme Leader of Iran has taken on the role .",306,0.944124818,0.884746194,-0.9480955,0.988955259,0.78662622,-1.100326777
The old city of Glasgow originally developed around Glasgow Cathedral and down the old High Street to the River Clyde via Glasgow Cross .,The old city of Glasgow was built around Glasgow Cathedral and along the High Street.,"Glasgow -LRB- Scottish : Glaschu , Lowland Scots : Glesga -RRB- is the biggest and busiest city in Scotland , and is on the banks of the River Clyde . People from Glasgow are known as '' Glaswegians '' -LRB- glas-wee-jans -RRB- , which is a name also used for words that are used only in Glasgow - also known as '' The Glasgow Patter '' .",307,0.570408824,0.999905765,-1.345008016,0.520068681,0.969365954,-4.734949112
The Books of Samuel -LRB- -RRB- are part of the Hebrew Bible .,The Books of Samuel are part of the Hebrew Bible.,The two books,308,0.727176586,0.997858763,-0.729674876,0.62828277,0.560691178,-4.600430489
"All is ultimately forgiven , as the entire group praises the ability to accept life 's unavoidable good times and bad times .","All is ultimately forgiven, as the entire group praises the ability to accept life's unavoidable good times and bad times.","All is forgiven , and everyone sings about accepting life in good times and in bad .",309,0.93939509,0.999899805,-0.679621577,0.886438653,0.999932289,-2.967468023
"A vital part of the Orlando area economy is involved in the tourist industry , with the city being known for its wide range of its attractions including Walt Disney World Resort , Universal Orlando Resort , and Sea World Orlando .","A vital part of the Orlando area economy is involved in the tourism industry, with the city being known for its wide range of attractions including Walt Disney World Resort, Universal Orlando Resort, and Sea World Orlando.","That place , Walt Disney World Resort , opened in 1971 .",310,0.931020876,0.999966502,-0.73086834,0.804602671,0.021537373,-4.76740694
Any such alteration must be noted in the caption .,Any such change must be noted in the caption.,Any caption should start with a capital letter .,311,0.865094322,0.590805471,-1.854828238,0.783695501,0.546289682,-4.705379963
"History The province of West Pakistan was created in 14 October 1955 by the merger of the provinces , states and tribal areas of the western wing .","The province of West Pakistan was created in 14 October 1955 by the merger of the western wing of the three main provinces, states and tribal areas.","The province of West Pakistan was created in 14th October 1955 by the merger of the provinces , states and tribal areas of the western wing .",312,0.944211006,0.930259526,-1.274244547,0.984072745,0.999798834,-0.791578472
32 -LRB- thirty-two -RRB- is the natural number following 31 and preceding 33 .,32 -LRB- thirty-two -RRB- is the natural number after 31 and preceding 33.,"It comes between thirty-one and thirty-three , and is an even number .",313,0.908195803,0.991862237,-1.013280749,0.777459908,0.751055121,-4.091734409
"Schmeer , P. , and M. L. Hazen , CV Aquarii identified with -LRB- 52 -RRB- Europa , Journal of the American Association of Variable Star Observers , Vol .","Schmeer, P., and M. L. Hazen, CV Aquarii identified with -LRB- 52 -RRB- Europa, Journal of the American Association of Variable Star Observers, Vol.","P. Schmeer and M.L. Hazen CV Aquarii identified with -LRB- 52 -RRB- Europa , Journal of the American Association of Variable Star Observers , Vol .",314,0.924351082,0.999924064,-1.112460256,0.930008119,0.989222765,-1.330458879
A Celebration of his Life and Times 1685 -- 1759 .,A Celebration of his Life and Times 1685-1759.,Life,315,0.886275582,0.97417897,-1.383899689,0.699038279,0.0,-7.423162937
"In casino play , it is more common to use blinds ; the first betting round thus begins with the player to the left of the big blind , and subsequent rounds begin with the player to the dealer 's left , thus draw games are very positional .","In casino games, it is more common to use blinds ; the first betting round thus begins with the player to the left of the big blind, and subsequent rounds begin with the player to the left of the big blind.",Draw poker games are mostly played with blinds and positional betting .,316,0.800989959,0.990260124,-0.856447816,0.724577469,0.999836683,-3.42926836
He made his debut as a harpsichordist in Vienna in 1950 and studied musicology there .,He studied musicology at the University of Vienna.,Together with Harnoncourt he conducted and recorded all Bachs cantatas .,317,0.505372431,0.996428967,-1.071566463,0.476989912,0.00192592,-4.221492767
The handbook of chronic pain .,The handbook of chronic pain.,Chronic pain,318,0.927467302,0.999917805,-1.537767768,0.798347374,0.956971228,-4.370160103
"The Brampton Canadettes Thunder won the first CWHL championship on 22 March 2008 , winning 4-3 over the Mississauga Chiefs in the final .","The Brampton Canadettes Thunder won the first CWHL championship on 22 March 2008, winning 4-3 over the Mississauga Chiefs in the final.",Brampton Thunder,319,0.964908169,0.999952674,-0.398804009,0.76407217,0.737039924,-4.072418213
"Cicero acclaimed him as '' the perfect orator '' who lacked nothing , and Quintilian extolled him as lex orandi -LRB- '' the standard of oratory '' -RRB- and that inter omnes unus excellat -LRB- '' he stands alone among all the orators '' -RRB- .","Cicero praised him as '' the perfect orator '' who had nothing, and Quintilian extolled him as lex orandi -LRB- the standard of oratory '' -RRB- and that inter omnes unus excellat -LRB- he stands alone among all the orators '' -RRB-.","Cicero acclaimed him as '' the perfect orator '' who lacked nothing , and Quintilian extolled him as '' lex orandi '' -LRB- '' the standard of oratory '' -RRB- and that '' inter omnes unus excellat '' -LRB- '' he stands alone among all the orators '' -RRB- .",320,0.919179873,0.0,-1.060527205,0.935038762,0.0,-1.057830811
"In NUMBER@1 , PERSON@1 released a new Spanish album '' Almas del Silencio '' -LRB- '' Souls of Silence '' -RRB- .","In NUMBER@1, PERSON@1 released a new Spanish album titled Almas del Silencio.",NUMBER@1 : PERSON@2,321,0.618604584,0.942274332,-1.308215857,0.530986719,0.086733736,-2.850734472
"After suffering an arm injury , he slumped in NUMBER@1 -- NUMBER@2 and the ORGANIZATION@1 finished last .","After suffering an arm injury, he slumped in NUMBER@1 -- NUMBER@2 and the ORGANIZATION@1 finished last.","After suffering an arm injury , his quality of play dropped in NUMBER@1 -- NUMBER@2 and the ORGANIZATION@1 finished last .",322,0.951139636,0.999898612,-0.542635739,0.957583832,0.804330707,-1.695765615
"Founded in 2001 by singer Bill Kaulitz , guitarist Tom Kaulitz , drummer Gustav Schäfer and bassist Georg Listing .","The band was started in 2001 by Bill Kaulitz, guitarist Tom Kaulitz, and drummer Gustav Schäfer.","Tokio Hotel was started by singer Bill Kaulitz and guitarist Tom Kaulitz , who are identical twin brothers .",323,0.765934753,0.999413967,-1.026477337,0.734405733,0.974476218,-2.772930384
690-1 .,690-1.,Robert Wilkins,324,0.796161481,0.98939693,-5.767214298,0.666603736,0.101276048,-6.217524529
"PERSON@1 , governor of LOCATION@1 , is forced the flee to PERSON@2 after a mutiny of ORGANIZATION@1 XX PERSON@3 at PERSON@4 -LRB- LOCATION@2 -RRB- .","PERSON@1, governor of LOCATION@1, is forced to flee to PERSON@2 after a mutiny of ORGANIZATION@1 XX PERSON@3 at PERSON@4 -LRB- LOCATION@2 -RRB-.",April NUMBER@1 - PERSON@5,325,0.941825016,0.999082744,-0.702093542,0.781910207,0.002458631,-6.041080952
Lucca annually hosts the Lucca Summer Festival .,Lucca annually hosts the Lucca Summer Festival.,The Lucca Summer Festival is a rock music festival .,326,0.948597765,0.999930561,-1.016656995,0.869590707,0.816976368,-2.524296999
"Malaria caused by Plasmodium vivax , Plasmodium ovale and Plasmodium malariae is generally a milder disease that is rarely fatal .","Malaria caused by Plasmodium vivax, Plasmodium ovale and Plasmodium malariae is a milder disease that is rarely fatal.",Sometimes people test to see if the Plasmodium is resistant to medicines to treat malaria . Resistance means the medicine can not hurt the Plasmodium .,327,0.887824398,0.998441458,-0.590438008,0.758740062,0.305427313,-4.339360237
Grand Forks is the third-largest city in the U.S. state of North Dakota and the county seat of Grand Forks County .,Grand Forks is a city of North Dakota in the United States.,Grand Forks is a city in the U.S. state of North Dakota along the Red River of the North .,328,0.446597145,0.846300125,-1.438909411,0.463658672,0.996683657,-1.83334136
"She was then transferred to the Canterbury Boarding School , in New Milford , Connecticut where she was a member of the ice hockey team .","She was then transferred to the Canterbury Boarding School, in New Milford, Connecticut where she was a member of the ice hockey team.","She the had to move to the Canterbury Boarding School , in New Milford , Connecticut .",329,0.947935556,0.999911904,-0.547519803,0.886918145,0.998975754,-2.27186203
"It has a population of about 5,800 inhabitants .","It has a population of about 5,800 people.",Zermatt is a famed ski resort and is a tourist destination .,330,0.831653975,0.640084743,-1.075817347,0.71370589,0.001435595,-4.013005257
"PERSON@1 backed legislation , already drafted , that would have forced LOCATION@1 to restore its Catholic schools , but then postsponed it due to opposition within his ORGANIZATION@1 .","PERSON@1 backed legislation, already drafted, that would have forced LOCATION@1 to restore its Catholic schools, but then postponed it because of opposition within his ORGANIZATION@1.",PERSON@1 supported a law that would have forced LOCATION@1 to restore funding the Catholic schools .,331,0.938194482,0.998604119,-1.419208884,0.865353136,0.999890983,-2.912103415
"Upon the initial DVD release of Son of the Mask , Wal-Mart stores sold an exclusive 2-pack of the movie with the two-part pilot episode of the animated series .","On the first DVD release of Son of the Mash, Wal-Mart stores sold an exclusive 2-pack of the movie with the two-part pilot episode of the animated series.","Upon the initial DVD release of Son of the Mask , Wal-Mart stores sold an exclusive 2-pack of the movie with two episodes of the animated series .",332,0.926720095,0.939985275,-0.768579662,0.940235195,0.843496084,-1.03595531
