,source_sentence,pred,gold,bart_score_pred
474,Founded in NUMBER LOCATION is one of the youngest capital cities in LOCATION by year of conception though it was not named capital until NUMBER.,it is the capital city of location.,It is one of the youngest capitals of LOCATION.,-3.7087769508361816
475,Winter apples picked in late autumn and stored just above freezing have been an important food in Asia and Europe for millennia as well as in Argentina and in the United States since the arrival of Europeans.,it is used as a food source for humans and vegetables.,Asia and Europe have used winter apples as an important food for thousands of years. From when Europeans arrived Argentina and the United States have used apples as food as well.,-3.5679450035095215
476,Elizabeth Kortright Monroe LRB June September RRB was First Lady of the United States from to as the wife of James Monroe fifth President of the United States who held the office for two terms.,she was the first wife of the first president james monroe.,Elizabeth Kortright Monroe LRB September RRB was the wife of James Monroe. James Monroe was the fifth President of the United States.,-3.032036066055298
477,The magazine also presents short texts from the books edited by Arovell.,the book was published in and has been published by the publishers and the publishers.,The magazine prints sometimes short texts from the books by Arovell.,-3.58583927154541
478,Julio Alberto Moreno Casas LRB born October in Cand s Asturias RRB known as Julio Alberto is a former Spanish footballer a gifted offensive left defender.,he plays for real madrid andorra national team.,He has played for Spain national team.,-5.104377269744873
479,Zeeshan LRB means Possessor of high status RRB while Zishan means peaceful in Urdu.,because of this it is very powerful and peaceful and peaceful in nature lrb persian rrb is considered one of the most powerful and powerful.,Zeeshan LRB means Possessor of high status RRB while Zishan means peaceful Zeshan Zeshan is also very different from Zeeshan and Zishan.,-4.881288528442383
480,Kateryna Bondarenko WTA Player Bio She plays right handed and turned pro in.,she plays for the netherlands national team and has played for the national team.,She plays right handed and turned pro in.,-3.609666585922241
481,Things go wrong however when Homer invites Principal Skinner over for dinner and Skinner instead falls for Selma s twin sister Patty.,she tries to convince her to kiss her and they kiss kiss kiss and kiss.,Things go wrong however when Homer invites Principal Skinner over for dinner and Skinner instead falls for Selmas twin sister Patty.,-4.927515029907227
482,PERSON is imprisoned until he agrees to replace all the councillors in his court.,person is the head of the council and the only person to do so.,PERSON is imprisoned until he agrees replace all the councillors in his court.,-3.1852214336395264
483,Bismarck or Bismark may refer to ,the organization lrb o o rrb,Ships,-8.131379127502441
484,Lawrencium is a radioactive synthetic element with the symbol Lr LRB formerly Lw RRB and atomic number NUMBER.,it has number atomic number. it has the atomic number number.,It has the symbol ORGANIZATION. It has the atomic number NUMBER.,-4.195029258728027
485,In a contrast to the Doctor s prior female companions who both harboured romantic feelings for him Donna and the Doctor shared a strictly platonic relationship the Doctor refers to her as his.,references link link link to link link wikipedia.,References,-5.818252086639404
486,External surface.,the color of the image is not known.,Image Gray.,-4.1343278884887695
487,The batter is runny and forms a thin layer on the bottom of the frying pan when the pan is tilted.,the pancake pan is placed on the bottom of the pan. the pan is heated over the pan and put on the side of the stove.,The batter is quite runny and makes a thin layer on the bottom of the frying pan when the pan is tipped to one side.,-3.108976125717163
488,The magazine debuted in July NUMBER with PERSON appearing on the cover.,person was first published in number when it was published in january number.,The magazine started in July NUMBER. PERSON was on the first front cover.,-4.031025409698486
489,This allows a dive bomber to accurately place bombs on relatively small and or moving targets with relative ease.,a dive dive can be made when a small craft does not attack the target.,This allows a dive bomber to accurately place bombs on relatively small target or a moving target quite easily.,-3.8889176845550537
490,Equivalently the number is equal to half the sum of all its positive divisors LRB RRB.,the number of the two numbers is the same as the other.,Its divisors LRB other than the number itself RRB are and and equals.,-3.2513673305511475
491,The Stanley Cup is the third trophy to be used as the league s championship as for the first nine years of the ORGANIZATION s existence it remained a multi league challenge cup.,the organization is the name of the organization lrb organization rrb which is the second largest trophy in the organization history.,The Stanley Cup is the third trophy to be used as the league s championship as for the first nine years of the ORGANIZATION s existence it remained a multiple league challenge cup.,-4.940329551696777
492,Puyi LRB RRB LRB February NUMBER NUMBER October NUMBER NUMBER RRB of the PERSON ruling family was the last Emperor of LOCATION.,person lrb number october number number rrb was the th emperor of location from number to number.,Pu yi LRB February NUMBER NUMBER October NUMBER NUMBER RRB was the last Emperor of LOCATION.,-6.289215087890625
493,Visibility of less than NUMBER m are usually reported as zero.,it is about number meters lrb number m rrb.,Visibility less than NUMBER m is often called zero.,-7.373595237731934
494,R mann was one of the crop of players that committed perjury in the affair and got as a consequence punished with a fine by a court in.,it has a total capacity of number.,Total ,-5.965754508972168
495,Argon has atomic number NUMBER and is the third element in group NUMBER of the periodic table LRB noble gases RRB.,it is the chemical element. it is found in the element.,Argon is a chemical element.,-3.1789298057556152
496,The following Raw and SmackDown !,the smackdown smackdown lrb wwe rrb is a professional wrestling pay per view produced by wwe.,The following RAW and SmackDown !,-5.3982110023498535
497,Attempts in NUMBER and NUMBER to revert or to add another thirty minutes failed.,it took about number minutes and thirty seconds to complete.,In NUMBER and NUMBER they tried to take the thirty minutes away again or add another thirty minutes but they failed.,-4.840741157531738
498,Termites mostly feed on dead plant material generally in the form of wood leaf litter soil or animal dung and about NUMBER percent of the estimated NUMBER species LRB about NUMBER taxonomically known RRB are economically significant as pests that can cause serious structural damage to buildings crops or plantation forests.,there are number species of plant species and number species that can be found in location and location.,There are an estimated NUMBER species LRB about NUMBER taxonomically known RRB. About NUMBER are pests which can cause serious structural damage to buildings crops or plantation forests.,-4.515716075897217
499,ORGANIZATION LRB O O RRB ,person lrb born april number number rrb is a former american professional basketball player who currently plays for the organization.,NUMBER All NBA Second Team Selection LRB NUMBER NUMBER RRB ,-5.4448065757751465
500,Beham is best known as a prolific printmaker producing approximately engravings etchings and woodcuts including woodcut book illustrations.,he made a lot of prints for his prints.,Beham made about engravings etchings and woodcuts.,-3.993847131729126
501,The entertainment industry has been criticized for depicting those with Tourette syndrome as social misfits whose only tic is coprolalia which has furthered stigmatization and the public s misunderstanding of those with Tourette s. The coprolalic symptoms of Tourette s are also fodder for radio and television talk shows in the US and in the British media.,a tour of the tour de france is known as tour de touraine or tourbusette.,Tourette syndrome can also be called Tourette s syndrome Tourette s disorder GTS Tourette s or TS.,-5.247286796569824
502,The year NUMBER is pronounced either twenty ten or two thousand LRB and RRB ten.,it is the second most common month in the calendar.,The year NUMBER is either pronounced twenty ten or two thousand LRB and RRB ten.,-3.4453012943267822
503,Prior to the season the Pistons moved to Auburn Hills to play at The Palace of Auburn Hills.,the city of orange is the home of the organization lrb the organization rrb.,The team s home arena is The Palace of Auburn Hills.,-5.626736640930176
504,Jenna Welch Bush Hager LRB born November Dallas Texas RRB is the younger of the fraternal twin daughters LRB the other is Barbara Pierce Bush RRB of the rd U.S. President George W. Bush and former First Lady Laura Bush and a granddaughter of the st U.S. President George H. W. Bush.,her sister amanda was born in the united states on december.,Jenna Welch Hager LRB born Jenna Welch Bush November RRB is the younger of two fraternal twin girls born to George W. Bush President of the United States.,-4.996412754058838
505,This was later issued as part of a compilation DVD from the series.,it was broadcast on the bbc on april number.,This was later put on a DVD of the series.,-5.58071756362915
506,Like Jane s Addiction many of the most popular early s groups with roots in heavy metal fall under the umbrella term alternative metal. Bands in Seattle s grunge scene such as Soundgarden credited as making a place for heavy metal in alternative rock and Alice in Chains were at the center of the alternative metal movement.,the band s sound was heavy metal and thrash metal.,In the s a new form of heavy metal developed called alternative metal.,-3.6327500343322754
507,In Cygnet Books published The Legend of Moondyne Joe a work of juvenile fiction written by Mark Greenwood and illustrated by Fran Lessac.,the book was published in and was published by dell comics in.,In Cygnet Books published The Legend of Moondyne Joe by Mark Greenwood and pictures by Fran Lessac.,-4.264225006103516
508,In NUMBER coins were introduced LRB dated NUMBER RRB in denominations of NUMBER NUMBER NUMBER NUMBER NUMBER and NUMBER cent NUMBER NUMBER and NUMBER litai. The NUMBER NUMBER and NUMBER centai pieces were minted in aluminium the NUMBER NUMBER and NUMBER cent in bronze and the litas coins were of cupro nickel.,number number cents lrb number cents number cents rrb number cents rsb has number denominations of number and number cents. the currency is number cents and cents.,In present days there are NUMBER coins LRB NUMBER NUMBER NUMBER NUMBER NUMBER cents and NUMBER NUMBER and NUMBER LTL RRB and NUMBER banknotes LRB NUMBER NUMBER NUMBER NUMBER NUMBER and NUMBER LTL RRB in use.,-5.346370220184326
509,Retrieved October NUMBER NUMBER.,the first issue of the comic book was published in number.,The first comic published with the name Marvel Comics was Fantastic Four NUMBER in November NUMBER.,-4.348003387451172
510,Economy In former times the main income source from the inhabitants was agriculture however later in the th century the weaving mill of lines became more and more important.,in the th century the population of the region grew.,In former times most of the people were farmers however later in the th century the production of textiles became more and more important.,-3.0048930644989014
511,Through tempests the shadows of freedom have cheered us Along the new path where great Lenin did lead Be true to the people thus Stalin has reared us Inspired us to labor and Valorus Deed.,the people of the south thought that the union of liberty led by the president of the united states and the labor movement.,Through tempests the sunrays of freedom have cheered us Along the new path where great Lenin did lead.,-4.587273597717285
512,Boiry Saint Rictrude is a commune in the Pas de Calais department in the Nord Pas de Calais region of France.,it is found in the region nord pas de calais in the pas de nord department in the north of france.,It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,-4.017484188079834
513,Anti racism policies In NUMBER PERSON revived the free anti racism Music festival now called Rise ORGANIZATION.,in number the organization started a new organization called the organization which started in number.,Racism policies In NUMBER PERSON revived the free anti racism Music festival now called Rise ORGANIZATION.,-4.848516941070557
514,They are members of the Central Division of the ORGANIZATION LRB ORGANIZATION RRB.,the organization lrb organization rrb is a professional football team that plays in the organization.,They play in the ORGANIZATION LRB ORGANIZATION RRB.,-3.991091251373291
515,In fact taxonomists come up with specific descriptors from a variety of sources including in jokes and puns.,the term can also mean something that can be said in other ways.,In fact the people who come up with these names sometime use specific descriptors from a variety of sources including jokes and puns.,-3.2189269065856934
516,She has been the runner up in three Grand Slam singles tournaments and won the women s doubles title at the NUMBER US Open with PERSON.,she has also won the number grand slam title and won the women s doubles title.,She has won one Grand Slam title the women s double title at the NUMBER U.S. Open with her partner PERSON.,-2.5446128845214844
517,The Geneva Conventions do not address the use of weapons of war as this is covered by the Hague Conventions of NUMBER and NUMBER and the Geneva Protocol.,the international geneva conventions are also known as the geneva conventions or geneva conventions.,In some cases ideas from the NUMBER Hague Conventions were added. Usually people refer to all four conventions as the Geneva Conventions of NUMBER or simply the Geneva Conventions.,-4.486014366149902
518,Pomp jac is a commune in the LOCATION department in LOCATION in southwestern LOCATION.,it is found in the region nord pas de calais in the location department in the southwest of location.,It is found in the region LOCATION in the LOCATION department in the southwest of LOCATION.,-4.836544513702393
519,H gar the Horrible is the title and main character of an American comic strip created by cartoonist Dik Browne LRB RRB and syndicated by King Features Syndicate.,the monster is the name of a character that is the most famous and most famous.,H gar the Horrible is the title of a comic strip and the name of the main character.,-3.1795592308044434
520,Y suke PERSON LRB born February NUMBER NUMBER in LOCATION LOCATION LOCATION RRB is a Japanese football player who currently plays for the ORGANIZATION team ORGANIZATION.,references references references link link link references references,References,-7.248783588409424
521,They can be divided into ,the term is used to describe any thing that is found in rock art art art. it is used in the art of rock art.,Rock art is a term in archaeology for any markings that were made on natural stone by human beingsThe term rock art appears to have been used first used in about NUMBER The rock art tells us little for certain about marriage customs. ,-3.606079339981079
522,It is one of the Spanish royal sites and functions as a monastery royal palace museum and school.,a museum is a museum with a collection of books and books.,El Escaorial is a monastery a royal palace a museum and a school.,-3.717989206314087
523,For example a temperate grassland or shrubland biome is known commonly as steppe in central Asia prairie in North America and pampas in South America.,tropical rainforests lrb savanna rrb lrb arid rrb,Temperate grasslands savannas and shrublands LRB temperate semi arid RRB ,-5.863297939300537
524,All of Weserm nde including those parts which prior did not belong to LOCATION was a postwar enclave run by the LOCATION within the British zone of northern LOCATION. In NUMBER the city became part of the LOCATION LRB ORGANIZATION RRB and was consequently renamed from Weserm nde to LOCATION.,the former town of person was bought by person in number.,Weserm nde and LOCATION were unified in the year NUMBER to Weserm nde.,-5.292656898498535
525,The following year she became a pupil of PERSON considered one of the top chess masters of the early decades of the th century.,it is also popular among players of chess.,ChessGames.com.,-3.963844060897827
526,He died suddenly on NUMBER January NUMBER leaving over NUMBER to the town trustees of LOCATION for public use.,the town of location has since been owned by the organization since number.,He died on NUMBER January NUMBER leaving over NUMBER to the town trustees of LOCATION so that it can be used for the public.,-4.329527378082275
527,Transformation may also be used to describe the insertion of new genetic material into nonbacterial cells including animal and plant cells however because transformation has a special meaning in relation to animal cells indicating progression to a cancerous state the term should be avoided for animal cells when describing introduction of exogenous genetic material.,humans use the term cellulose in the creation of genetic material and for the use of dna.,Transformation may also used to describe the insertion of new genetic material into nonbacterial cells including animal and plant cells.,-3.7494139671325684
528,In the Eastern Orthodox and Byzantine Rite Eastern Catholic churches the prayer is very common in the Greek form indicated above or in translations from it.,in the eastern orthodox church it is also used in the liturgy of the byzantine rite.,In the Eastern Orthodox and Eastern Catholic Churches the prayer is very common in the Greek form indicated above or in translations from it.,-2.877877950668335
529,Gettysburg National Cemetery is located on Cemetery Hill in Gettysburg Pennsylvania.,the gettysburg gettysburg battlefield is on the gettysburg battlefield in gettysburg pennsylvania.,Gettysburg National Cemetery is on Cemetery Hill in Gettysburg Pennsylvania.,-4.049792766571045
530,The first armoured car robbery is committed by the ORGANIZATION near LOCATION LOCATION.,the gang gang was the first gang in the british capital of location.,March NUMBER First armoured car robbery committed by the Flatheads gang.,-4.1629719734191895
531,The Young Turk Revolution played a significant role in the evolution of ORGANIZATION from a revolutionary organization to a political party.,the organization was a political organization that was founded in number.,The ORGANIZATION was a political group.,-4.109859943389893
532,From the late th century onwards such conservative Protestant Christians and their churches and social movements have often been called evangelical to distinguish them from Protestants who have a tendency towards more liberal Christianity.,the protestant reformation is a movement in the protestant church and protestant reformation.,In the late th century and early st century Protestant people churches and social movements have often been called evangelical in contrast to Protestant liberalism.,-3.9119811058044434
533,PERSON LRB born March NUMBER NUMBER RRB is an American television and film actor best known for playing PERSON on the ORGANIZATION sitcom The Big Bang Theory with his performance often cited as a significant reason for the program s success.,person lrb born number march number rrb is an american actor. he is best known for playing the role of person.,PERSON LRB born March NUMBER NUMBER in LOCATION LOCATION RRB is an American actor. PERSON is best known for playing the role of PERSON in the television show The Big Bang Theory.,-3.2866764068603516
534, Smooth is the debut album by the American punk rock band Green Day. It was released on April NUMBER NUMBER through Lookout !,it was released by organization in number and was first released on the organization label., Smooth was released as the debut album by Green Day in NUMBER on Lookout !,-4.7942070960998535
535,Both are well represented in the canton with Roman Catholics forming a slight majority LRB NUMBER Catholic to NUMBER Protestant RRB.,the people of the canton of location are the majority of the people in the canton.,Both are well represented in the canton with Roman Catholics forming a slight majority.,-2.7249505519866943
536,However the main eyes at the front of spiders heads are pigment cup ocelli that are capable of forming images.,the eyes that look like the eyes are often seen as the eyes of the primary primary focus.,The main eyes at the front are capable of forming images.,-3.59879732131958
537,Politics at the local level in Howell County is completely controlled by the Republican Party. All of Howell County s elected officeholders are Republicans.,he was born in orange county in the united states.,It was named for James Howell who made the first settlement in Howell Valley.,-4.99472713470459
538,Soon thereafter PERSON began repairing radios in a small shop in his parents home.,the bass bass was first used in number by the famous fender quartet.,In the NUMBER Fender designed another bass guitar which he called the Jazz Bass.,-4.968662738800049
539,The ORGANIZATION launched in LOCATION the Chevrolet Captiva SUV. The latest models launched by ORGANIZATION is the Chevrolet Beat the LOCATION.,person was born in location location. he attended organization in location.,PERSON was born in LOCATION.,-5.050863742828369
540,Dr. Regis Blackgaard Edwin s twin brother voiced by Earl Boen,he is also a member of the bighorns.,Voiced by Earl Boen.,-4.0801920890808105
541,Mariac is a commune in the Ard che department in southern France.,it is found in the region provence alpes c te d azur in the ard che d partement in southern france.,Mariac is a commune in the Ard che d partement in southern France.,-5.4368977546691895
542,External links Beresford Municipal Telephone Company website The Beresford Republic the city s weekly newspaper Beresford School District website Beresford Library website Beresford History from the Union County Historical Society website Beresford History from the Regional Histories website.,the city of location is the county seat of the county of location.,Other websites City of Beresford Official Website Beresford Municipal Telephone Company website The Beresford Republic the city s weekly newspaper Beresford School District website Beresford History from the Union County Historical Society website Beresford History from the Regional Histories website.,-4.468568801879883
543,In the city reclaimed its original Norwegian name Oslo.,in the city became part of the city of oslo.,In the name of the city was changed back to Oslo.,-2.9734153747558594
544,He wrestled in LOCATION and LOCATION for several major professional wrestling promotions in the LOCATION wrestled in Extreme Championship Wrestling LRB ORGANIZATION RRB World Championship Wrestling LRB WCW RRB and in World Wrestling Entertainment LRB then ORGANIZATION later renamed to WWE RRB.,person lrb born april number rrb is an american professional wrestler.,WWE United States Championship LRB NUMBER time RRB LRB First RRB ,-6.106348037719727
545,But the protocol also permits active management tasks such as modifying and applying a new configuration.,the organization is also used as a set of services for client applications.,But the protocol also allows active management tasks such as modifying and applying a new configuration.,-3.9253883361816406
546,Algae LRB or singular alga Latin for seaweed RRB are a large and diverse group of simple typically autotrophic organisms ranging from unicellular to multicellular forms such as the giant kelps that grow to meters in length.,it is also found in the pacific ocean and the location.,Biology and taxonomy,-4.466567039489746
547,The dish is related to sukiyaki in style where both use thinly sliced meat and vegetables and usually served with dipping sauces but it is considered to be more savory and less sweet than sukiyaki.,it is made out of tomato and beans with a sauce of salt.,The dish uses thinly sliced meat and vegetables and it is usually served with dipping sauces of ponzu and or sesame sauce.,-3.6214325428009033
548,From to Zambia was governed by president Frederick Chiluba of the social democratic Movement for Multi Party Democracy.,it is one of the four states of the united states.,Zambia is now a multi party democracy.,-3.699432849884033
549,Keane posted a message on their official page on November stating ,the band also released a song on the official website on november.,Keane wrote a message on their official page in November saying this ,-3.8568685054779053
550,Taipei County is located in northern Taiwan.,it is bordered by the canton of fukushima. it borders on the east and east of china.,Taipei County is located in northern Taiwan and it circles Taipei City.,-3.7068915367126465
551,Demographics Valais is predominantly French and Arpitan speaking.,it is found in the region nord pas de calais in the location department in the north of france.,Demographics Valais is mostly French speaking.,-5.168311595916748
552,PERSON LRB February NUMBER NUMBER October NUMBER NUMBER RRB was an African American civil rights activist whom the LOCATION ORGANIZATION called the first lady of civil rights and the mother of the freedom movement.,person lrb born february number number rrb was a woman and feminist. she was one of the first women to become a woman.,PERSON LRB February NUMBER NUMBER October NUMBER NUMBER RRB was an African American seamstress and civil rights activist. She was called the Mother of the Modern Day Civil Rights Movement.,-4.00838041305542
553,More than NUMBER federal agency personnel had been deployed to help out with the cleanup from Hurricane PERSON.,person said that person was the person who helped the hurricane on number july number.,More than NUMBER federal agency personnel had been sent out to help out with the cleanup from Hurricane PERSON.,-5.378654956817627
554,Sant Antonino is a municipality in the district of Bellinzona in the canton of Ticino in Switzerland.,ticino is a municipality of the canton of ticino in switzerland.,Sant Antonino is a municipality of the district Bellinzona in the canton of Ticino in Switzerland.,-2.168170213699341
555,The county and the city got their names from one of LOCATION s greatest pioneer promoters ORGANIZATION. PERSON set out for the LOCATION in June of NUMBER.,person is a city of location in location.,The city of PERSON was named after a pioneer promoter called ORGANIZATION.,-4.920450210571289
556,Crottet is a commune in the Ain department in eastern France.,it is found in the region provence alpes c te d azur in the arpes department in the east of france.,It is found in the region Rh ne Alpes in the Ain department in the east of France.,-5.329835891723633
557,The little town is well known for the Rhine Falls a tourist attraction and mainland Europe s largest waterfall.,the city is known for its waterfalls and waterfalls.,The municipality is known for the Rhine Falls Europe s largest waterfall.,-2.5227532386779785
558,It accounts for NUMBER of soluble leaf protein in plants LRB NUMBER of total leaf nitrogen RRB and NUMBER of soluble leaf protein in plants LRB NUMBER of total leaf nitrogen RRB.,it is found in the pholystic acid region of the plant. it is the most common protein in the plant and is the th most abundant vitamin in the whole body of the body.,It accounts for NUMBER of soluble leaf protein LRB NUMBER of total leaf nitrogen RRB and NUMBER of soluble leaf protein in plants LRB NUMBER of total leaf nitrogen RRB.,-3.629119873046875
559,The tiger quoll LRB Dasyurus maculatus RRB also known as the spotted tail quoll the spotted quoll the spotted tailed dasyure or LRB erroneously RRB the tiger cat is a carnivorous marsupial native to LOCATION.,the red panda lrb rrb is a large red panda like animal found in location location.,The Tiger Quoll LRB Dasyurus maculatus RRB is a carnivorous marsupial of the order of LOCATION. It is also known as the Spotted tail Quoll or the Spotted Quoll.,-4.371583461761475
560,PERSON succeeds his popular father Bagrat V as King of LOCATION.,person of location king of location person king person of person person person.,King PERSON of LOCATION.,-6.185788154602051
561,Like Puccini Larson explores a Bohemian enclave in a dense urban area in this case New York City at the end of the th century.,the bohemian bohemian bohemian forests and bohemian forests.,Bohemian areas ,-4.094963073730469
562,During the LOCATION he was acknowledged for his poster design his book illustrations and his drawings.,he made his most famous paintings in the location and location.,During the LOCATION he became known for his book and poster designs.,-5.105921268463135
563,From NUMBER to NUMBER he served as deputy to the Bavarian secretary of the state and then as minister of state from NUMBER to NUMBER.,in number he was elected to the cabinet of the minister of state of war lrb number rrb.,From NUMBER to NUMBER he was a representative to the Bavarian secretary of the state and then a minister of state from NUMBER to NUMBER.,-4.936100006103516
564,Some other kinds of paper clip use a two piece clamping system.,some types of paper are used for the purpose.,Some other kinds of paper clips use two pieces.,-3.5067031383514404
565, float left right or none.,the right right turn is left right right right., float left right or none.,-4.968340873718262
566,A glacier LRB pronounced or RRB is a persistent body of ice that flows and originates on land.,it is a glacier that flows into the arctic ocean.,Glacier,-2.980703115463257
567,Santiago LRB RRB is the capital and largest city of Chile and the center of its largest conurbation LRB Greater Santiago RRB.,santiago is the capital of chile and capital of santiago.,Santiago Chile LRB Santiago of Chile or Santiago de Chile RRB is the capital of Chile and the largest city in the country.,-2.825925588607788
568,Annual rainfall is approximately and in a normal year there are two distinct rainy seasons the long rains which fall during April and May and the short rains which fall during October and November.,the birds often spend much of the summer months during which the birds come to live in the south and south africa.,These are called the long rains LRB in April and May RRB and the short rains LRB in October and November RRB.,-4.439999580383301
569,Now is a free weekly publication in Toronto Canada.,the independent newspaper is a weekly newspaper in toronto ontario.,NOW is a free weekly newspaper magazine published in Toronto Canada.,-3.9785244464874268
570,It is a branch of continuum mechanics a subject which models matter without using the information that it is made out of atoms that is it models matter from a macroscopic viewpoint rather than from a microscopic viewpoint.,it is made up of material that is made of materials that are made of material.,It is a branch of continuum mechanics a subject which models matter without using the information that it is made out of atoms.,-3.123220443725586
571,Ryuta Hara is a retired Japanese footballer.,he has played for japan national team.,Ryuta Hara LRB born April RRB is a former Japanese football player.,-4.2360639572143555
572,The storm made landfall in southwestern Florida at maximum strength thus making it the strongest hurricane to hit the United States since Hurricane Andrew struck Florida twelve years before in.,the hurricane was the second strongest hurricane to hit the united states on september.,It was the strongest hurricane to hit the United States since Hurricane Andrew.,-3.696176290512085
573,Finally Naismith further reduced body contact by making the goal unguardable namely placing it high above the player s heads.,however the referee said that the referee had to stop the referee from hitting the referee s head when it was thrown at him.,Finally Naismith further reduced body contact by making the goal unguardable by putting it high above the player s heads.,-3.4243457317352295
574,Chun was sentenced to death in for the Gwangju massacre but later pardoned by President Kim Young sam with the advice of then President elect Kim Dae jung whom Chun himself had sentenced to death some years earlier.,he was sentenced to death by hanging for his crimes.,Chun was sentenced to death.,-3.108752727508545
575,Support to the extensive tourism area along the shores of nearby Lake Huron also supports several businesses.,the city has many parks in the surrounding area such as the lake ontario airport and the bay of michigan airport.,The large tourism area along the shores of nearby Lake Huron also helps local businesses.,-4.197394847869873
576,Believed to be one of the earliest schools it is said to have been founded less than NUMBER years after the death of the prophet PERSON.,the first school was founded in number by person the late number.,It is probably one of the earliest schools founded less than NUMBER years after the death of the prophet PERSON.,-5.171896934509277
577,Can not roll back edit to NUMBER by NUMBER LRB talk block contribs RRB because someone else has edited the page.,the next page lrb number number rrb shows the end of the page.,Can not rollback last change to NUMBER by NUMBER LRB talk contribs RRB someone else has changed or rolled back the page already.,-5.6420063972473145
578,Bill Kobrin then Fox s east coast correspondent told the Palm Springs Desert Sun in that it was Billy Wilder s idea to turn the shoot into a media circus and that the couple had a yelling battle in the theater lobby.,the movie showed the movie in a studio in los angeles california. it showed a movie about the movie at the hollywood studios.,Bill Kobrin then Fox s east coast correspondent told the Palm Springs Desert Sun in that it was Billy Wilder s idea to turn the shoot into a media circus. The couple had a yelling battle in the theater lobby about the scene.,-4.129251003265381
579,B darrides is a commune in the LOCATION department in the Provence Alpes C te d Azur region in southeastern LOCATION.,it is found in the region provence alpes c te d azur in the location department in the south of location.,B darrides is a commune of NUMBER people LRB NUMBER RRB. It is located in the region Provence Alpes C te d Azur in the LOCATION department in the south of LOCATION.,-3.4788501262664795
580,PERSON LRB NUMBER July NUMBER NUMBER December NUMBER RRB was an English author illustrator mycologist and conservationist best known for children s books featuring anthropomorphic characters such as in The Tale of Peter Rabbit which celebrated the British landscape and rural lifestyle.,person lrb born number november number number rrb is an english writer and artist. she is an author.,PERSON LRB NUMBER July NUMBER NUMBER December NUMBER RRB was an English writer illustrator mycologist and conservationist. She is famous for writing children s books with animal characters such as The Tale of PERSON.,-5.685593605041504
581,As late as March NUMBER the ORGANIZATION thought it might have had a breakthrough when children unearthed a parachute within the bounds of PERSON s probable jump site near the town of LOCATION LOCATION.,it is a protected area in the location. it is also a protected site in the u. s. state of location.,This is now a password protected site RRB ,-3.9579970836639404
582,The Five Civilized Tribes were the five Native American nations the Cherokee Chickasaw Choctaw Creek and Seminole which were considered civilized by Anglo European settlers during the colonial and early federal period because they adopted many of the colonists customs and had generally good relations with their neighbors.,the indian indian tribe of the indian tribes was a tribe of indian tribes in the united states.,The Five Civilized Tribes is the term applied to five Native American nations the Cherokee Chickasaw Choctaw Creek and Seminole considered civilized by white settlers during that time period because they adopted many of the colonists customs and had generally good relations with their neighbors.,-3.9999682903289795
583,When she was caught taking a book before her mother read it PERSON would jokingly tell her mother that PERSON must wait to read the novel until PERSON had determined whether it was an appropriate book for her to read.,person said person had written the book because person had not thought it should be so so she said it was hard to write a book.,PERSON also liked choosing books from what her mother read. When she was found reading a book before her mother had read it PERSON joked that her mother must wait until PERSON had made sure that it was a proper book for her to read.,-3.724539041519165
584,Clooney was born in Maysville Kentucky to Andrew Joseph Clooney and Frances Marie Guilfoyle both of whom were Roman Catholics of Irish and German ancestry. When Clooney was fifteen her mother and brother Nick moved to California.,she was the daughter of the late king person who was the mother of king george v.,She was the aunt of actor George Clooney.,-5.572564125061035
585,The tuples LRB a a RRB and LRB a RRB are not equal either because in tuples and multisets multiplicity is considered affecting cardinality.,a polypox lrb rrb is a type of polyplenoid.,A multiset can also be considered an unordered tuple The tuples LRB a b RRB and LRB b a RRB are not equal and the tuples LRB a a RRB and LRB a RRB are not equal either.,-4.855380058288574
586,The BBC has also been criticised for saying that the iPlayer would launch on the July when what was on offer was simply an extension of the beta to an open beta admitting more users in a controlled manner. This was done reportedly to allow British ISPs and the BBC to gauge the effect of the iPlayer traffic on the Internet within the UK.,the first user started to develop a gui for windows.,In July the BBC started a small BETA version of iPlayer as a trial service.,-6.105646133422852
587,On they ground many can run fast.,they are very fast and fast and can run fast.,On they ground they can run very fast.,-3.053065299987793
588,Isleham is a small village and civil parish in the English county of Cambridgeshire.,the organization lrb o o rrb,Other websites,-8.486210823059082
589,The true crows are large passerine birds that form the genus Corvus in the family Corvidae.,the name is used in birds of prey lrb birds rrb.,Crow is the common name for birds in the Corvidae family.,-5.769024848937988
590,Metallica LRB also known as The Black Album RRB is the eponymous fifth studio album by the American heavy metal band Metallica.,the band is the fourth album from the thrash metal band thrash metal. it was released on april.,Metallica LRB also known informally as The Black Album RRB is the fifth studio album by heavy metal band Metallica.,-3.46168851852417
591,Poiroux is a commune in the Vend e department in the Pays de la Loire region in western France.,it is found in the region pays de la loire in the vend e department in the west of france.,It is found in the region Pays de la Loire in the Vend e department in the west of France.,-3.4207634925842285
592,ORGANIZATION is a company that specializes in building Container homes and was founded in NUMBER by PERSON and PERSON.,organization is a company that is owned by organization in location and is located in location.,ORGANIZATION is a company that specializes in building container homes and was founded in NUMBER by PERSON and PERSON.,-3.5049636363983154
593,The follow up release to Satanica was Thelema..,the lrb o o rrb,Thelema. LRB O O RRB ,-7.787548542022705
