,source_sentence,pred,gold,bart_score_pred
854,Nottinghamshire County Councilhttp O O www.nottscc.gov.uk O ,it is about minutes from lrb o o.,Broxtowe,-6.821229457855225
855,PERSON is hyperactive and always exploring new things.,person lives in new york city and is trying to find a new world.,PERSON is always exploring new things.,-3.1912832260131836
856,They were founded in Los Angeles California in mainly by Raymond Washington and Stanley Williams.,many people have been inducted into the pop music scene such as tommy criss.,Some notable Crips are Snoop Dogg and Eazy E.,-4.537389755249023
857,Historically a great number of coinage metals LRB including alloys RRB and other materials have been used practically artistically and experimentally in the production of coins for circulation collection and metal investment where bullion coins often serve as more convenient stores of assured metal quantity and purity than other bullion.Com prehensive list of metals and their alloys which have been used at various times in coins for all types of purposes.,it is kept mainly in the collection of collectors.,Collecting,-4.355522155761719
858,Vichy LRB RRB is a commune in the department of Allier in LOCATION in central LOCATION.,it is found in the region pays de la location in the location department in the north of location.,Vichy is a commune in the department of Allier in central LOCATION.,-4.683349132537842
859,These are elateriform larvae and are found in the click beetle LRB Elateridae RRB and darkling beetle LRB Tenebrionidae RRB families.,the larvae of this species are described as larvae in the family percaridae.,The larvae of click beetles are elateriform larvae.,-3.4086403846740723
860,Another popular variant is summer biathlon which combines cross country running with riflery and also modern biathlon and biathle which combine running with swimming.,the sport is also popular in winter winter winter and winter skiing.,Another popular variant is summer biathlon which combines cross country running with riflery.,-3.9687511920928955
861,The Battle of ORGANIZATION LRB January NUMBER NUMBER RRB was a battle in which General PERSON s revolutionary forces defeated British forces near ORGANIZATION LOCATION.,the battle of location was a battle fought near location during the revolutionary war of number.,The Battle of ORGANIZATION was a battle during the American Revolution. It was fought in January of NUMBER near ORGANIZATION LOCATION.,-4.2418437004089355
862, Naughty Girl is an R B disco song written by PERSON PERSON PERSON and PERSON for PERSON s debut solo album Dangerously in Love LRB O O RRB.,person lrb born number october number rrb is an english pop singer songwriter and producer.,Naughty Girl is an R B O disco song written by PERSON PERSON PERSON and PERSON for PERSON debut solo album Dangerously in Love LRB O O RRB.,-6.2409868240356445
863,The NUMBER World Cup was won by LOCATION who beat the ORGANIZATION NUMBER NUMBER after extra time in the final.,the organization lrb organization rrb was a football match held in location location in number. it was hosted by organization.,The NUMBER ORGANIZATION was a football LRB soccer RRB sporting event that was held in LOCATION in NUMBER. LOCATION won the trophy after beating ORGANIZATION NUMBER NUMBER in the final.,-6.134371757507324
864,Physical compression is the result of the subjection of a material to compressive stress resulting in reduction of volume.,physical stress is the size of a material that is under compression. this is because the pressure is greater than the volume.,Physical compression means that a material under compressive stress reduces its volume.,-2.459691047668457
865,It is located approximately NUMBER km south of LOCATION.,the new town of location is located at the corner of the location and location.,LOCATION is located next to the LOCATION and the new land fair.,-4.10292911529541
866,In the summer of NUMBER Cold War Kids signed to Downtown Records LRB home to PERSON Art Brut RRB and released their debut ORGANIZATION that fall.,rent lrb o o rrb o o o n rrb,Benefit At The District LRB O O RRB ,-6.686352729797363
867,The title chef in the culinary profession originates from the roots of haute cuisine in the th century.,they are often found in restaurants and restaurants.,They usually are found in restaurants.,-3.552614688873291
868,Puyvert is a commune in the Vaucluse department in the Provence Alpes C te d Azur region in southeastern France.,it is found in the region provence alpes c te d azur in the vaucluse department in the south of france.,It is located in the region Provence Alpes C te dAzur in the Vaucluse department in the south of France.,-2.8253393173217773
869,Royal Mail Address Management Guide LRB O O RRB Including the correct post town in the address increases the chances of a letter or parcel being delivered on time.,the town is a town on the road to the town of location which means that it is going to a town in the town. it is the nearest town to town.,In the United Kingdom a post town is the town that you must write on a letter if you want it to go to that area.,-4.13447380065918
870,The Anguidae is a large and diverse family of lizards native to the northern hemisphere.,classification classification classification system classification classification.,Classification,-5.990070343017578
871,While at Langston he once dribbled out the clock in a conference tournament game to ridicule an opponent Southern University which had just run up the score against an inferior team LRB Sam Huston College later Huston Tillotson University RRB which incidentally was coached by a young Jackie Robinson.,in the last game of the playoffs he committed a knee injury in a practice game during a practice practice game in kansas city.,While at Langston he once dribbled out the clock in a conference tournament game to taunt an opponent Southern University.,-4.299994945526123
872,He seemingly falls through the ground into a room below now wearing a mask.,he falls into a pit and slips into his clothes and falls into the water below as he falls and falls off the bridge.,He then seemingly falls through the ground and into a room below dressed in his Slipknot mask and cover alls.,-3.837634801864624
873,The Venus of Willendorf also known as the Woman of Willendorf is an. cm LRB inches RRB high statuette of a female figure estimated to have been made between BCE BCE.,the figure is a statue of a woman standing at the center of the square lrb or the th century rrb.,Venus of Willendorf also known as the Woman of Willendorf is an. cm LRB inches RRB high statuette of a female figure.,-5.039845943450928
874,In NUMBER PERSON arranged for Formula One to return to the LOCATION for the first time since NUMBER.,in number the location formula one event was held in location location. this was the last race to be held in the location.,In NUMBER PERSON made a deal to bring Formula One back to the LOCATION. The last time NUMBER raced in the LOCATION was NUMBER.,-3.731117010116577
875,The population of the city LRB commune RRB at the census was inhabitants LRB inhabitants as per February estimates RRB.,british rail act of april rrb is an english parliament in the united kingdom.,Dartford district United Kingdom since March ,-5.968445777893066
876,During this period they also built a wind tunnel to test aerodynamics LRB how well something will fly RRB.,in the early hours of june person made an experimental airplane to fly around the world.,During this period they also built a wind tunnel to test how well something will fly.,-4.329504013061523
877,Victor Pi urc LRB born May in Orodel Dolj County RRB is a former football striker and former manager of U Craiova.,caviar lrb born may rrb is a former romanian football player.,Victor Pi urc LRB born May RRB is a former Romanian football player.,-5.443266868591309
878,The instruments played on the album include the mandolin mandola bass guitar electric guitar violin and various percussion instruments.,the bass guitar is played by several instruments played by different instruments including the violin violin violin cello and a string quartet.,Some of the instruments played on the album include mandolin piano bass guitar electric guitar violin and different types of percussion instruments.,-3.5785694122314453
879,ORGANIZATION received a Master s Degree in Jazz Improvisation and Education at age NUMBER in the Spring of NUMBER.,he studied at organization at organization in organization where he got a master degree from organization.,ORGANIZATION received a Masters Degree in Jazz Education at the ORGANIZATION in NUMBER.,-4.884174346923828
880,The character LRB pinyin tu RRB which stands for earth is shown with LRB pinyin qiang RRB which means strength and stability.,the symbol lrb latin rrb represents the strength of the earth lrb compass rrb and its shape and shape.,The character LRB pinyin tu RRB which stands for earth is shown with LRB pinyin qiang RRB which means for strength and stability.,-4.9581146240234375
881,Note that these treatments need to be prescribed and monitored carefully to avoid harmful side effects such as neuroleptic malignant syndrome with the antipsychotic medications.,dr. dr. person is a medical doctor.,Medical treatment,-4.7149481773376465
882,PERSON LRB NUMBER May NUMBER NUMBER RRB was an Australian ORGANIZATION politician and the th Premier of LOCATION.,person lrb june number number july number number rrb was the th premier of location from number to number.,PERSON LRB NUMBER May NUMBER NUMBER June NUMBER RRB was the th Premier of LOCATION from NUMBER July NUMBER to NUMBER April NUMBER.,-5.487033367156982
883,In Powell s was cited by USA Today as one of America s best bookstores.,in december s u. s. news s mart s marts was listed as one of the top ten brands in the united states s united states.,In USA Today said Powell s was one of America s ten best bookstores.,-5.347537994384766
884,Unesco and Esperanto Today Esperanto is employed in world travel Traveling network of Esperanto Pasporta Servo correspondence cultural exchange conventions literature language instruction Esperanto Edukado.net television Internacia Televido movies Esperanto movies and radio broadcasting.,esperanto espopocato is a language made up of people.,Esperanto culture,-4.762324810028076
885,Whewell was born in Lancaster.,edition edition lrb edition edition rrb.,Editions.,-7.663728713989258
886,Although he was not personally involved in the bombing of the ORGANIZATION headquarters PERSON was because of his association with the Underground Anarchists a likely candidate for a frameup.,he was a member of the organization which was suspected of being a spy and was also suspected of having being an anarchist at the meeting of the central committee of anarchists.,Although he was not involved in the bombing of the LOCATION Communist headquarters he was because of his association with the Underground Anarchists a likely candidate for a frame up.,-3.519578456878662
887,His assumption of spirit communication was validated by many contemporaries among them many scientists and philosophers who attended s ances and studied the phenomena.,person was a philosopher of the philosophy of the organization.,Spiritism is a philosophical doctrine organized by the French professor PERSON.,-4.111368179321289
888,PERSON was taking a NUMBER hour exposure of Beta Aquarii to secure astrometric positions of asteroid NUMBER Eunike.,person lrb number number september number number rrb was found by person on number june number number.,NUMBER p. NUMBER LRB NUMBER RRB PERSON was taking a NUMBER hour exposure of beta Aquarius to secure astrometric positions of asteroid NUMBER Eunike.,-6.860739231109619
889,As a consequence for half the year LRB from around NUMBER March to NUMBER September RRB the northern hemisphere is inclined toward the Sun with the maximum around NUMBER June while for the other half year the southern hemisphere has this distinction with the maximum around NUMBER December.,southern california southern southern california northern california southern part of southern california.,Southern Hemisphere,-3.8746426105499268
890,Long light strings can vibrate at different resonant frequencies each such frequency describing a different elementary particle.,these bands can be tuned to a range of frequency frequencies and different frequency ranges can have different frequencies.,Long light strings can vibrate at different resonant frequencies and every frequency describes a different elementary particle.,-4.19471549987793
891,It has hard and stiff plumage a brown casque blue face and neck red nape and two red wattles hanging down its throat.,it lives in forests and trees on the leaves of a tree. it lives on trees and leaves that are green in flight.,It lives in tropical rainforest and feeds mostly on fallen fruit red nape and two red wattles hanging down its throat.,-3.8628199100494385
892,PERSON succeeds in abducting LOCATION but when PERSON is about to escape with Blonde they are caught by PERSON LRB Aria Ho how I will triumph RRB and PERSON and LOCATION are also brought back by the guard.,person and person are taken and are taken by person to location and location. they are taken to location by person.,PERSON manages to snatch LOCATION away but when PERSON is about to escape with PERSON they are caught by PERSON and PERSON and LOCATION are also brought back by the guard.,-3.9480206966400146
893,In some cases the terms aid in dying or death with dignity are preferred.,even though death is an act of suicide suicide means death is just the death of an individual.,Some people prefer the terms aid in dying or death with dignity to describe assisted suicide.,-3.684185266494751
894,A far sharper image can be obtained using materials with a high refractive index decreasing to the edges this decreases the focal length and thus allows a sharp image to form on the retina.,the lens is sharp and sharp. the lens cuts through the eye and cuts the eye to the left.,This decreases the focal length and allows a sharp image to form on the retina.,-4.197464466094971
895,Johnny Thunders and the Heartbreakers also known as The Heartbreakers were an American rock roll band formed in New York in May.,the band was formed in and was signed to the mca records records in december.,Johnny Thunders and the Heartbreakers also known as The Heartbreakers were an American rock band. They formed in New York in May.,-4.523074150085449
896,On March a satellite of Camilla was found by A. Storrs F. Vilas R. Landis E. Wells C. Woods B. Zellner and M. Gaffey using the Hubble Space Telescope IAUC.,it was found by a team of astronomers at the university of cambridge in m. g. r. m. lrb c. rrb. this discovery was based on a telescope used by a telescope.,On March a moon of Camilla was found by A. Storrs F. Vilas R. Landis E. Wells C. Woods B. Zellner and M. Gaffey using the Hubble Space Telescope IAUC.,-4.524629592895508
897,He raises the signature to the power of LRB as he does when encrypting a message RRB and compares the resulting hash value with the message s actual hash value.,person s signature signature is the signature of the user s key lrb the message lrb hash rrb using the hash hash hash value rrb and using the signature signature on it.,When PERSON receives the signed message he raises the signature to the power of e mod n LRB just like encrypting a message RRB and compares the resulting hash value with the message s actual hash value.,-4.921663761138916
898,Chester Burton Atkins LRB June June RRB better known as Chet Atkins was an American guitarist and record producer who created along with Owen Bradley the smoother country music style known as the Nashville sound which expanded country s appeal to adult pop music fans as well.,they have recorded many presley presley singles including elvis presley elvis presley and elvis presley.,Chet Atkins produced records for Perry Como Elvis Presley the Everly Brothers Eddy Arnold Jim Reeves Jerry Reed and Waylon Jennings along with many others.,-4.93519401550293
899,PERSON Drums on Fame ,person person person. person person is a canadian actor.,PERSON ,-5.024834156036377
900,PERSON LRB born June NUMBER NUMBER RRB is an American film critic and screenwriter.,person lrb born july number number in location location location rrb is an american movie producer.,PERSON LRB born June NUMBER NUMBER in LOCATION LOCATION RRB is a famous movie critic in the LOCATION.,-5.4781389236450195
901,Publisher of the weekly newspaper PERSON.,person wrote a weekly weekly newspaper called the jew of the jews. person also attacked the jewish press.,Incited hatred and murder against the Jews through his weekly newspaper PERSON.,-4.659641742706299
902,ORGANIZATION Spread across four campuses in LOCATION LOCATION and PERSON ,organization is a private organization owned by organization.,ORGANIZATION ,-4.582692623138428
903,Archaeological evidence shows that the site of the Roman Baths main spring was treated as a shrine by the Iron Age Britons and was dedicated to the goddess Sulis whom the Romans identified with PERSON however the name Sulis continued to be used after the Roman invasion leading to the town s Roman name of Aquae Sulis LRB literally the waters of Sulis RRB.,the baths of the city were built in the time of the roman empire. it was the name given to the city of the salt baths that was used for bathing.,The Romans built the baths as part of a spa in the year NUMBER BC but they called it Aquae Sulis which means The waters of Sulis LRB Sulis was a Roman goddess RRB Because of the baths and the architecture of the city LRB the style of the buildings RRB Bath was named a World Heritage Site in NUMBER.,-3.236361265182495
904,The film s name is based on the saying idle hands are the Devil s plaything or idle hands do the Devil s work.,it was released in the u. s. version of the film due to the release of the movie.,The film was delayed in its release because of the Columbine massacre.,-3.1421680450439453
905,In August four of her relatives were killed in a safari bus crash in South Africa and she was given indefinite leave from filming Terminator Salvation returning later to complete filming.,after the rest of the tour her parents were forced to leave the country to live in the south west of pakistan and later to take part in the trek.,In four of her relatives were killed in a safari bus crash in South Africa. She was given indefinite leave from filming Terminator Salvation and returned later to complete the rest of the filming.,-3.852196455001831
906,But Pascal became more and more extravagant finally losing his credibility with Caesar and Cleopatra LRB RRB which was the most expensive British movie ever made at that time and a terrible financial and critical flop although it is highly regarded today.,he was the most successful film producer until his death in and he was well known for making the cleopatra film cleopatra i and cleopatra cleopatra i.,But Pascal became more and more extravagant finally losing his credibility with Caesar and Cleopatra LRB RRB which was the most expensive British movie ever made at that time and a terrible financial and critical flop although it is more highly regarded today.,-3.926938533782959
907,For new proposals see.,the encyclopedia of the internet was first published in by the german wikipedia and the wikipedias.,The concept of a portal originated in the Polish and German Wikipedias.,-5.088796138763428
908,PERSON LRB born August NUMBER NUMBER RRB is a Japanese football player.,person lrb born number august number rrb is a japanese football player.,PERSON LRB born NUMBER August NUMBER RRB is a Japanese football player.,-3.8559181690216064
909,Stegosaurus did have very short forelimbs in relation to its hind legs.,however there was little hindsight behind hind legs but there was a hindlimbs on hind legs and hind legs.,Posture Stegosaurus did have very short forelimbs in relation to its hind legs.,-4.4569091796875
910, LRB The movie The Dish was based somewhat loosely on the role the telescope played during the Apollo moon landing. RRB ,the movie was shot in the location during the apollo program.,The movie The Dish was based on the job of the telescope during the Apollo moon landing.,-4.466735363006592
911,Rickman is known for his film performances as Hans Gruber in Die Hard Severus Snape in the Harry Potter film series Eamon de Valera in Michael Collins and Metatron in Dogma.,he is best known for playing the role of peter panderio in the peter pan in peter in the first film hans woodard in which he is also seen in the third film hammerfall.,Rickman is known for being in filma as Hans Gruber in Die Hard as Severus Snape in the Harry Potter film series as Eamon de Valera in Michael Collins and as Metatron in Dogma.,-4.821040153503418
912,Pagat.com A History of Poker by David Parlett In the edition of Foster s Complete Hoyle R. F. Foster wrote the game of poker as first played in the United States five cards to each player from a twenty card pack is undoubtedly the Persian game of as nas. ,card five card stud studine card.,Five card stud,-6.844831943511963
913,The true hornets make up the genus Vespa and are distinguished from other vespines by the width of the vertex LRB part of the head behind the eyes RRB which is proportionally larger in LOCATION and by the anteriorly rounded gasters LRB the section of the abdomen behind the wasp waist RRB.,the two species are called the skippers. they are called fabaceae but can also be called the scoldice.,The true hornets make up the genus Vespa. True hornets can be distinguished from other vespines by the form of their head.,-4.833639144897461
914,PERSON LRB born NUMBER June NUMBER in ita LOCATION RRB is a Japanese football midfielder.,person lrb born number june number rrb is a japanese football player.,PERSON LRB born NUMBER June NUMBER RRB is a Japanese football player.,-4.113496780395508
915,Overview It was performed in teams and River Plate won the championship.,it was contested by teams and teams from the confederation of football and copa libertadores.,Overview It was contested by teams and River Plate won the championship.,-4.166607856750488
916,Waverly is an incorporated town in Sussex County Virginia United States.,wakeman is a city of virginia virginia in the united states.,Waverly Virginia is a town of Virginia in the United States.,-4.198122024536133
917,The island was used in NUMBER to shoot a major challenge episode from the TV program The Biggest Loser Australia Couples on the episode NUMBER.,the show was nominated for a number number australian reality show on the number number episode of the number season.,The island was used in NUMBER to shoot an episode from the TV program The Biggest Loser Australia Couples on the episode NUMBER.,-4.812173366546631
918,The Tibetan red deer LRB Cervus canadensis wallichi RRB also known as shou is a subspecies of Wapiti that is native to the southern Tibetan highlands and LOCATION.,the red deer lrb also known as hannui rrb is a subspecies of the western tibetan tiger. it is found in the region of location.,The Tibetan red deer LRB Cervus affinis affinis or Cervus affinis wallichi RRB also known as shou is a subspecies of Central Asian Red Deer that is native to the Tibetan highlands of LOCATION.,-3.6010568141937256
919,Baigneaux is a commune in the Gironde department in southwestern France.,it is found in the region aquitaine in the gironde department in the southwest of france.,It is found in the region Aquitaine in the Gironde department in the southwest of France.,-3.62902569770813
920,On the night of September Shakur was shot four times in a drive by shooting in Las Vegas.,he died in on august in los angeles california near the city of los angeles in a car accident.,He died on September after being shot in a drive by shooting in Las Vegas Nevada seven days before.,-4.089273452758789
921,V lerenga s home ground as of NUMBER is Ullevaal Stadion the stadium for the LOCATION national football team.,the club is home to the organization which is the home of the organization.,V lerenga s home ground is ORGANIZATION the national stadium for LOCATION.,-3.9594829082489014
922,Additionally military service during World War I and World War II helped accelerate assimilation.,during world war ii many americans served in the war and in the united states.,Also military service during World War I and World War II helped assimilation.,-4.049668788909912
923,Additionally Zenwalk comes with many specialized tools designed for beginner through advanced users as it offers system configuration via both graphical and command line operations.,java is a free software distribution that is designed for java and java. it is also used to develop java applications for windows and embedded systems.,Zenwalk aims to be a Linux distribution with many uses by focusing on Internet applications multimedia and programming tools.,-3.5181682109832764
924,In Pierre Boulez became the first Frenchman to hold the post of Philharmonic Music Director.,he was the first conductor of the french conservatoire lrb born in location rrb to be invited to join the orchestra of france.,In Pierre Boulez became the first Frenchman to have the job of conductor of the Philharmonic.,-4.923581600189209
925,KSJAA Kevin Sorbo bio Sorbo was educated at Minnesota State University Moorhead and worked as a model for print and television advertising in the s.,she worked as a videographer for the u. s. television and television industry.,KSJAA Kevin Sorbo bio Sorbo was educated at Moorhead State University and worked as a model for print and television advertising in the s.,-3.370950698852539
926,The foiling of the Gunpowder Plot initiated a wave of national relief at the delivery of the King and his sons and inspired in the ensuing parliament a mood of loyalty and goodwill which PERSON astutely exploited to extract higher subsidies for the King than any LRB bar one RRB granted in PERSON s reign.,at the start of the world war ii a great deal of money raised by the king of location gave him a great amount of money for his campaign against the royal proclamations and the creation of the royal family to reward the king for his success in the war.,The discovery of the Gunpowder Plot aroused a wave of national relief at the delivery of the king and his sons and inspired in the ensuing parliament a mood of loyalty and goodwill which PERSON astutely exploited to extract higher subsidies for the king than any LRB bar one RRB granted in PERSON s reign.,-3.6725118160247803
927,S rign is a commune in the Vend e department in the Pays de la Loire region in western France.,it is found in the region pays de la loire in the vend e department in the west of france.,It is found in the region Pays de la Loire in the Vend e department in the west of France.,-3.4310457706451416
928,The LOCATION is a suspension bridge in east central LOCATION.,the location bridge is a bridge in location location. it crosses the location in the location.,The LOCATION is a suspension bridge crossing the Firth of Forth in LOCATION.,-4.067296504974365
929,The freeway then runs along a viaduct through LOCATION for about until it reaches the PERSON Tunnels through the LOCATION.,it passes through the location where person passes through a tunnel passing through person and passing through a number of bridges passing through the city.,The highway then runs along a viaduct through LOCATION for about NUMBER miles. It then goes through the PERSON through the LOCATION.,-4.188119888305664
930,Some BIOS chips allow overclocking an action in which the CPU is adjusted to a higher clock rate than its factory preset.,fockocker is ranked number in the organization.,Overclocking,-6.3024420738220215
931, exchange form Section of the U.S. Internal Revenue Code allows investors to defer capital gains taxes on the exchange of like kind properties.,the byzantines invades the city and defeats the byzantine empire.,Byzantine general George Maniaces captures Edessa.,-4.965338230133057
932,Kyoto University one of Japan s national universities is considered to be one of the top universities in Japan.,there are many universities in the country including the national university of japan.,In it are many universities including Kyoto University the second oldest national university of Japan.,-3.3868465423583984
933,Based on the terms of the treaty PERSON ceded most of LOCATION to PERSON except for the districts of LOCATION PERSON and PERSON.,the treaty of location gave person location location location to location.,Terms Based on the treaty PERSON gave most of LOCATION to PERSON.,-4.968415260314941
934,The album s lead single was U Do n t Know Me LRB Like U Used To RRB Remix.,the song was first released by dj t mix lrb remix rrb lrb rrb.,The albums lead single was U Dont Know Me LRB Like U Used to RRB Remix.,-5.302155494689941
935,Ve and the Cyrillic letter Be LRB RRB were both derived from the Greek letter Beta LRB RRB which already represented O v O in Greek by the time the Cyrillic alphabet was created.,v lrb rrb is the second letter of the cyrillic alphabet. it is the fourth letter in cyrillic.,Ve LRB RRB is the third letter of the Cyrillic alphabet. It is said as LRB v RRB.,-2.7951691150665283
936,The Big Four bands of thrash metal are Anthrax PERSON PERSON and PERSON Get Thrashed The Story of Thrash Metal LRB Review RRB.,person person person and person person are two of the oldest.,PERSON ,-3.760533571243286
937, Get Me Bodied is a song recorded by American R B singer PERSON. The song was written by PERSON PERSON PERSON PERSON PERSON and PERSON PERSON and was produced by PERSON Beyonc and PERSON for Beyonc s second solo studio album B Day.,person person person is the second single from the album person s album person is a song by person. it was written by person and person.,Get Me Bodied is a song written by PERSON PERSON PERSON PERSON PERSON and PERSON for PERSON second studio album B Day LRB NUMBER RRB.,-4.18135404586792
938,Men play using a curved stick called in Irish a cam n. Women would use a shorter stick at one stage described by the diminutive form cam g O. The suffix a ocht LRB originally uidheacht RRB was added to both words to give names for the sports cam na ocht LRB which became iom na ocht RRB and cam ga ocht.,the scottish scottish scottish gaelic gaelic is a form of scottish gaelic which comes from the scottish gaelic words chymm and chnach which came from scottish gaelic and scottish gaelic.,The reason is complicated men play using a curved stick called in Irish a cam n. Women would use a shorter stick called by the diminutive form cam g O. The suffix a ocht was added to both words to give names for the sports cam na ocht LRB which became iom na ocht RRB and cam ga ocht.,-3.107672929763794
939,Today a shrine and museum in the church s basement known as the Liberty Bell Museum marks the spot where the bell was hidden.,the organization s church s oldest building is located in the church s basement in the center of the church.,Today a shrine in the church s basement marks the same spot where the ORGANIZATION was.,-3.34505295753479
940,It was written by PERSON for the band s NUMBER album A Night at the Opera.,it was first performed by person at the royal opera house in location.,It was written by PERSON and was released on their NUMBER album A Night At The Opera.,-4.328510761260986
941,The establishment of a separate network was only made possible when Radio became a fully national network and moved from medium wave to long wave.,the first radio station was launched in when radio one became a national radio network. it became a medium wave radio station.,The creation of a separate network was made possible when Radio became a fully national network and moved from medium wave to long wave.,-3.123624086380005
942,The SPL has been home to many notable events.,the spl has a large number of events.,The SPL has been home to many important events.,-4.545400619506836
943,The French under PERSON took hold of the Maltese islands in NUMBER although with the aid of the British the Maltese were able to oust French control two years later.,the french occupied the island in number when the british took control of the island.,The French under the rule of PERSON took over LOCATION in NUMBER. The British helped the Maltese to stop the French control two years later.,-3.7304790019989014
944,PERSON LRB August NUMBER NUMBER May NUMBER NUMBER RRB was a French naturalist and zoologist.,person lrb number july number number rrb was a french naturalist and naturalist.,PERSON LRB August NUMBER NUMBER May NUMBER NUMBER RRB was a French naturalist and zoologist.,-5.172201156616211
945,In NUMBER during the War of the League of LOCATION the city was sacked by Spanish troops assembled by Pope PERSON and emperor PERSON to recover the nearby city of LOCATION for the PERSON family.,the city of location was attacked by the spanish in number by the count of location who took the town of location. the city was taken over by the pope of location in number.,In NUMBER the city was attacked by the Spanish troops sent by Pope PERSON to capture the nearby city of LOCATION for the PERSON family.,-3.312621593475342
946,Darling in as the last song for her appearance on Channel s Live from Abbey Road.,on the last episode of the show it was on the bbc one show the last dance off of the abbey road. it was also on the show s closing theme from the show.,Darling in as the last song for her appearance on Channel s Live from Abbey Road.,-4.600778579711914
947,The opera company which was founded under Princess PERSON of Savoy has been in existence since NUMBER.,it has been since number and has been in operation since.,It has been in existence since NUMBER.,-3.5605318546295166
948,PERSON do Sul literally means Southern Thick Forest a name inherited from its northern neighbour state of PERSON of which it was part until split in the NUMBER.,person is a municipality located in the southern part of location. it is part of the do not do do not.,LOCATION is the capital of the state PERSON do Sul means Southern Thick Forest. PERSON do Sul was a part of PERSON until they were split in the NUMBER.,-3.8917391300201416
949,Van Hool NV is a Belgian coachbuilder and manufacturer of buses coaches trolleybuses and trailers.,it was founded in by dutch businessman mr van t t r r. t. van van t. in.,It was founded in by Bernard Van Hool.,-6.047914505004883
950,Karl Wilhelm Ohnesorge LRB June February RRB was a German politician in the Third Reich who sat in Hitler s cabinet.,in april imbriens lrb august rrb was born in bern switzerland in switzerland lrb february rrb in schaffhausen switzerland.,Karl Wilhelm Ohnesorge LRB June in Gr fenhainichen February in Munich RRB was an German politican.,-5.875401973724365
951,These dates conventionally delimit the period of each year when most tropical cyclones form in the northeastern LOCATION.,hurricane person was one of the strongest hurricanes of the six major hurricanes.,Seven storms attained hurricane status of which three acquired major hurricane status.,-4.335728645324707
952,Rivalries rivalry games have special value play off games have more crowd and television intensity and different presentation elements.,more than competitive games have more than two hour long dramas and less competitive sporting events.,Rivalries rivalry games have special value play off games have more crowd and television intensity different presentation elements.,-5.2603759765625
953,LOCATION closed the borders between LOCATION and LOCATION and sealed off the border with LOCATION in NUMBER but because of the quadripartite Allied status of the city the NUMBER k long sectorial border between LOCATION and LOCATION remained open. As there was freedom of movement between LOCATION and LOCATION Easterners could use the city as a transit point to LOCATION usually traveling there by air.,location was the border between location and location but it was not allowed to cross the borders of location but the location did not allow it to pass through the border of location to cross its borders.,LOCATION closed the borders between LOCATION and LOCATION in NUMBER but did not seal off LOCATION because there was freedom of movement between LOCATION and LOCATION Easterners could use the city as a crossing point to the West.,-4.029596328735352
954,III LRB Wild Asses quick animals RRB ,they are best known for their salt ass asses.,III Wild Asses,-5.2651519775390625
955,Confort is a commune in the Ain department in eastern France.,it is found in the region rh ne alpes in the ain department in the north of france.,Confort is a commune.,-4.8872246742248535
956,PERSON was inaugurated as president on NUMBER October NUMBER.,person was elected president of the organization on number october number.,PERSON became president on NUMBER October NUMBER.,-4.372778415679932
957,In NUMBER the PERSON lands were divided by his sons into the duchies of Saxe Weimar and Saxe Gotha.,person lrb number number rrb son of person i of location rrb,PERSON I LRB NUMBER NUMBER RRB son of PERSON ,-7.712335109710693
958,A duchy is a territory fief or domain ruled by a duke or duchess.,a duke is a title or title that is inherited by a royal family or by a king.,A duchy is a territory or domain ruled by a duke or duchess.,-2.6223509311676025
959,He was first granted land in Van Diemen s Land in which he exchanged for land near Lake George in.,he was given land in the area in but he returned to land in after he lost land in his land in.,He was first given land in Van Diemen s Land in but changed it for land near Lake George in.,-3.8468527793884277
960,Erasmus Darwin LRB December April RRB was an English physician who turned down George III s invitation to be a physician to the King.,magnus magnus magnus darwin lrb october october rrb was an english doctor and naturalist.,Erasmus Darwin LRB December April RRB was a scientist poet inventor and a medical doctor.,-4.896302700042725
961,Criticism and health implications Though past research showed no correlation between Attention deficit hyperactivity disorder LRB ADHD RRB and food dyes PERSON TE PERSON PERSON.,these absinthes were also reported to show that fertilisation and fertilizations did not show the difference between diets and diets compared with diets such as diets diet diet dieting.,Criticism and health implications Though past research showed no correlation between Attention Deficit Hyperactivity Disorder and food dyesWilens TE PERSON J PERSON.,-5.266597270965576
962,The seismicity or seismic activity of an area refers to the frequency type and size of earthquakes experienced over a period of time.,earthquake earthquake in location location earthquake earthquake.,Earthquake clusters,-4.996174335479736
963,Some ten years later she established a theater company there initially performing cut down versions of Shakespeare s plays.,the opera was first performed by the royal opera company in london.,Six years later the company was renamed English National Opera.,-4.02902889251709
964,Undated The Colossus computer is invented by the British to break German encryption LRB see History of computing hardware RRB.,british computers lrb rrb was a british computer attack made by british computers to try to break the encryption ciphers of the british cipher lrb c. rrb.,Development of the Colossus computer by British to break German encryption LRB see History of computing hardware RRB.,-4.70551872253418
965,I m going to fucking kill Google then resumed trying to persuade Lucovsky to stay at Microsoft.,however he decided to cancel google u. s. u. opengl. google tried to stop trying to stop google to make fun of it.,I m going to effing kiss Google then carried on trying to persuade Lucovsky to stay at Microsoft.,-5.432243347167969
966,In its answer to this last question the ORGANIZATION formalizes the notion of judicial review. In short the constitutional issue on which PERSON v. PERSON was decided was whether ORGANIZATION could expand the original jurisdiction of the ORGANIZATION.,organization was a legal court that was set up in number. it was first called organization court of location.,PERSON v. PERSON is a famous ORGANIZATION case that first established judicial review in the LOCATION.,-4.708596706390381
