,source_sentence,pred,gold,bart_score_pred
1174,Ukiyo e prints were made using the following procedure ,in the uk the japanese made e. g. e.. e e.,They were made using woodblock prints.,-5.897236347198486
1175,Kingston pp ,p. p. mp mp mp pp.,Scaphoid,-5.894504070281982
1176,Animals that have stately movements such as elephants whales and marsupial moles have internal testes and no scrotum.,there are some animals including mammals and mammals. they have a large head and hind legs.,Animals that have slow movements such as elephants whales and moles have internal testes and no scrotum.,-4.001308441162109
1177,Pieve di San Paolo in San Paolo erected as Palaeo Christian baptismal church remade in the th th centuries and then rebuilt in Romanesque style in the th century.,in the th century the church was rebuilt in trevium in the middle ages and was rebuilt as a church.,Pieve di San Paolo in San Paolo erected as Palaeo Christian baptismal church Pieve di Sant Eugenia al Bagnoro Pieve di San Donnino a Maiano at Palazzo del Pero LRB th th centuries RRB.,-3.6644701957702637
1178,Also any dust in the SAL reflects sunlight cooling the air below it.,the wind in the air is cool and warm in the wind and the air outside is warm.,Also any dust which may be present within the SAL reflects solar radiation slightly cooling the atmosphere below it.,-3.4628071784973145
1179,At peak times trains should be available in service an increase of trains over the current number of units.,in the summer of the number the station is expected to be increased to capacity for trains on the peak times of the day.,During peak times trains should be available in service. This will be an increase of trains over the current number of units of Tube Stock.,-3.4271957874298096
1180,An unusually low sperm count not the same as low semen volume is known as oligospermia and the absence of any sperm from the semen is termed azoospermia.,the epiphysis is not the same as the normal normal normal ulcers but it is not as as a result of a very low ph of oxygen. it is also known as an epiphilia.,If there are an unusually low number of sperm in an ejaculation this is called oligospermia. If there are no sperm at all this is called azoospermia.,-4.171029090881348
1181,A number of territories are not included in ISO NUMBER because their currencies are LRB a RRB not per se an independent currency but a variant of another currency LRB b RRB a legal tender only issued as commemorative banknotes or coinage or LRB c RRB a currency of an unrecognized or partially recognized state.,as a result of the u. s. dollar lrb e. e. rrb a non currency currency issued by a bank lrb rrb is a separate part of the currency system lrb currency rrb.,A number of territories are not included in ISO NUMBER because their currencies are LRB a RRB not per se an independent currency but a variant of another currency LRB b RRB a legal tender only issued as commemorative banknotes and or coinage or LRB c RRB a currency of an unrecognized or partially recognized state.,-5.273138523101807
1182,December John Pell English mathematician LRB b. RRB ,james smith lrb d. rrb,December John Pell English mathematician LRB born RRB ,-5.296870708465576
1183,Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and M cheno dialects of German.,the main language of the austro bavarian dialect is the german language spoken by the german speakers of the german dialect.,Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and M cheno dialects of Germany.,-3.494034767150879
1184,Ko skowola literally translates as Horse s Will.,koko koko is a horse that is nicknamed wok. it is thought to be o.,In October NUMBER the ghettos population was killed in a massacre carried out by German troops.,-4.767301082611084
1185,He studied with Wilhelm Mayer LRB who used the pseudonym of W. A. R my and also taught Ferruccio Busoni RRB and in went to Leipzig to study philosophy but soon devoted himself entirely to music entering the Conservatory in and also studying under Franz Liszt in Weimar he was among Liszt s later pupils.,he was also a member of the famous academy of music lrb rrb and was also the violinist of the symphony orchestra.,In he was Professor of the Franz Liszt Academy in Budapest.,-3.7002010345458984
1186,On NUMBER December NUMBER PERSON was raised into the Spanish nobility by King PERSON I with the hereditary title of Marqu s de los ORGANIZATION de Aranjuez LRB English Marquess of the LOCATION RRB.,in number person was appointed governor of location in the location province of location lrb number rrb.,In NUMBER PERSON was raised to the nobility by King PERSON he was given the title Marqu s de los ORGANIZATION LRB PERSON of the LOCATION RRB.,-6.1670613288879395
1187,When the C clef is placed on the fourth line of the staff it is called the tenor clef.,the bass is usually played on the left hand side of the bass.,The tenor clef is another C clef. Middle C is on the fourth line up.,-2.8842012882232666
1188,Hermann Ehrhardt founder and leader of Marinebrigade Ehrhardt and his deputy Commander Eberhard Kautter leaders of the Viking League refused to help Hitler and Erich Ludendorff in their Beer Hall Putsch and conspired against them.,he led the nsf in defeat of the nazi ss and the ss ss ss.,Hermann Ehrhardt who started the Marinebrigade Ehrhardt and his deputy Commander Eberhard Kautter did not want to help Hitler and Erich von Ludendorff in the Beer Hall Putsch.,-6.514692783355713
1189,PERSON LRB January NUMBER NUMBER August NUMBER NUMBER RRB was an influential German constructor of keyboard instruments.,person lrb august number number december number number rrb was a german composer.,PERSON LRB born PERSON NUMBER January NUMBER died LOCATION NUMBER August NUMBER RRB was a very important German builder of keyboard instruments.,-5.90952730178833
1190,Like them she was canonized as a martyr by the ORGANIZATION Outside LOCATION in NUMBER as a victim of Soviet oppression.,in number person became a symbol of the soviet union as a victim of the holocaust in location.,She was later canonized as a martyr by the ORGANIZATION Outside LOCATION in NUMBER for being hurt by the Soviet.,-4.485594272613525
1191,As a youth he worked in nearby mines as an analyst.,he worked as a mining engineer in location.,Works,-3.2543904781341553
1192,Eventually he joined the league in NUMBER and became the president at the NUMBER session in LOCATION.,in number he joined the organization in location and was the secretary of the organization.,In NUMBER he became the president of the ORGANIZATION.,-3.80795955657959
1193,The town of El Puerto de Santa Maria is km north east of Cadiz across the bay of Cadiz and is best known for its ferry El Vaporcito which has been in operation for years carrying passengers to and from Cadiz to El Puerto.,the port of spain is located on the coast of the city of valencia and has been used by the spanish navy. it has been served by several ships.,The city of El Puerto de Santa Maria is north east of Cadiz across the Bay of Cadiz. It is best known for its ferry El Vaporcito which has been used for years.,-3.5414209365844727
1194,Mat as Ariel Fern ndez LRB born May RRB is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal s first division.,jose flores lrb born january rrb is a brazilian football player. he plays for benfica.,Total ,-4.746840953826904
1195,Jeff Burton is the younger brother of Ward Burton who is a former Sprint Cup driver.,he is also a former member of the sydney thunderbolts.,Jeff s Brother Ward Burton also drove in the Sprint Cup series.,-4.0644378662109375
1196,He was succeeded as Lord Protector by his son PERSON.,he was succeeded by his son person as king of location.,After PERSON s death He was succeeded as Lord Protector by his son PERSON.,-3.731499195098877
1197,A butt plug is a sex toy designed to be inserted in the anus and rectum for sexual pleasure.,a penis is a part of the body that is used to hold a penis. it is used as a tool for the penis.,A butt plug is a sex toy which can be inserted into the anus or rectum.,-2.7969367504119873
1198,After a win season in NUMBER NUMBER where V zina recorded a goals against average of NUMBER to again lead the league the ORGANIZATION reached the Stanley Cup Finals.,in number the organization won the stanley cup in number.,After a seventeen win season in NUMBER NUMBER where V zina recorded a goals against average of NUMBER to again lead the league the ORGANIZATION reached the Stanley Cup Finals.,-3.5577163696289062
1199,Point Hicks formerly called Cape Everard is a coastal headland on the eastern coast of Victoria Australia located within the Croajingolong National Park.,it is on the eastern coast of the island of tasmania on the south coast of tasmania.,Point Hicks once called Cape Everard is a coastal headland on the east coast of Victoria Australia. It is now a part of the Croajingolong National Park.,-3.1815710067749023
1200,Verb infinitives in LOCATION most frequently end in ar or er.,in location in the location in location or in location lrb in location rrb is used in some cases.,Infinitives of verbs in the language ORGANIZATION have usually the ending ar or er.,-5.01584005355835
1201,The latter act prompted PERSON to join the chorus of voices in opposition to those taxes and also led to his entry into the Sons of Liberty a secret organization that was not afraid to use violence to oppose implementation of those and other unpopular Parliamentary measures.,in number he supported the organization of liberty and supported the rights of anti war movement against the organization and supported support of the organization. they were also opposed to the organization s support for the war.,The latter act prompted PERSON to join the opposition to those taxes and also led him to join the ORGANIZATION a secret organization that was not afraid to use violence to oppose those and other unpopular Parliamentary measures.,-4.731095314025879
1202,While at the plantation PERSON meets PERSON another of PERSON s slaves.,person s wife person marries person at person s house.,At the plantation PERSON meets PERSON another black slave.,-5.062526226043701
1203,Times Atlas of the World LRB LOCATION NUMBER present RRB ,location lrb location rrb is a world history map of location.,Times Atlas of the World LRB LOCATION present RRB ,-4.817514896392822
1204,Each week the theme of these shows change offering four hours of each genre once every weeks in the same timeslot on BBC Radio and BBC Radio Xtra. Every week this is followed by My Top and Xtra s Best of the Week at am and am before daytime programs resume on BBC Radio and BBC Radio Xtra.,it is broadcast on the bbc one and bbc one on bbc one every week on the week of the week. this is one of the most popular programs on the radio station xm.,Radio also has a sister station BBC Radio Xtra.,-3.932990550994873
1205,Fibers are also used for illumination and are wrapped in bundles so they can be used to carry images thus allowing viewing in tight spaces.,they are made of fibers that can be used to hide objects in light and hide them in light to protect their eyes.,Special fibers are used for this that change how they pass light through when there is a change around the fiber.,-3.3179550170898438
1206,The British WIM and author Cathy Forbes in her book Nigel Short Quest for the Crown LRB Cadogan RRB wrote that at no time in the bidding process was a conforming World Championship match bid actually received by FIDE.,in the first round of the fide world chess championship the naughton lrb fide rrb was contested by two players at the same time by the fide fide world federation lrb no rrb.,Forbes Cathy.,-5.276102066040039
1207,His fiction is characterized by an awareness of pop culture and irony.,his writing is based on his childhood experiences and his personal experiences of childhood and childhood.,His fiction is full of irony.,-3.1607563495635986
1208,but is often also pronounced LRB My Sequel RRB.,it is also called the lrb o o rrb.,MediaWiki the software behind Wikipedia.,-4.233927249908447
1209,Events of Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that will later be known as Muchalls Castle.,he is said to build a large castle at the town of stourbridge.,Events Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that would later be known as Muchalls Castle.,-4.339329242706299
1210,Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.,he was the first to make the seal of the united states to use of the seal.,Francis Hopkinson gave his help to the second committee that designed the Great Seal of the United States.,-4.1050567626953125
1211,league champs LRB O O RRB ,o o lrb o o o rrb,div champs LRB RRB ,-4.821441173553467
1212,Personnel per PERSON and PERSON ,person person person and person served in the united states.,Personnel,-3.9357142448425293
1213,He also works as an arranger and editor most notably LRB in his youth RRB of the extraordinarily successful Carols for Choirs anthology series in collaboration with Sir David Willcocks.,he is also a member of the bbc symphony orchestra and has worked as a chamber musician in the united kingdom.,Rutter also works as an arranger and editor.,-3.470287799835205
1214,Slideshows are conducted by a presenter using an apparatus such as a carousel slide projector an overhead projector or in more recent years a computer running presentation software.,a computer system is a computer used by a computer scientist by a scientist who is working as a computer engineer. this is a special case of a computer.,Slideshows are conducted by a presenter using an apparatus such as a slide projector an overhead projector or in more recent years a computer running presentation software.,-4.2718939781188965
1215,And because of their use of passionflowers as a host plant Variegated Fritillaries also have taxonomic links to the heliconians.,some of these species are often used as a food source for many species of plant life such as the ralligerae and variegata.,Variegated Fritillaries use passionflowers as a host plant. Because of this Variegated Fritillaries have taxonomic links to the heliconians.,-3.596102714538574
1216,In during the mixing stage of the band s demo album Mate.,in the s s the band s band s demo was joined by guitarist person in the studio.,In when the band finished recording their demo album Mate. In February during the mixing process of Mate.,-4.818013668060303
1217,The orbit of Cupid differs only NUMBER km from the orbit of the larger moon PERSON.,the largest moon of the moon is the smaller than the smaller moon person.,The orbit of Cupid is only NUMBER km from the orbit of the bigger moon PERSON.,-3.5842206478118896
1218,PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,person lrb born number may number number rrb was a spanish operatic tenor and operatic tenor.,PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,-5.258097171783447
1219,PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a retired Israeli football player and a businessman.,person lrb born number january number in location location rrb is a former israeli football player.,PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a former Israeli football superstar player which played at LOCATION PERSON LOCATION ORGANIZATION.,-4.750486850738525
1220,Lorenzo Jules Staelens LRB born April in Kortrijk RRB is a retired Belgian footballer and a current manager.,he is a former belgian football player.,Lorenzo Staelens LRB born April RRB is a former Belgian football player.,-3.06527042388916
1221,Signatures must include at least one internal link to your user page user talk page or contributions page this allows other editors easy access to your talk page and contributions log.,on the internet users have to have a user account to view wikipedia wikipedia and wikipedia articles. wikipedia does not include wikipedia articles or wikipedia.,It is common practice to include a link to your user page or user talk page LRB often both RRB the default signature links to the user page. At least one of those two pages must be linked from your signature to allow other editors to find your talk page and changes log easily.,-4.887196063995361
1222,A muffin is a type of bread that is baked in small portions.,it is made of bread flour and bread and bread is made from bread.,A muffin is a small bread or cake like baked food.,-4.191282749176025
1223,Cody Runnels LRB born June RRB is an American professional wrestler and actor better known by his ring name Cody Rhodes. Runnels is signed to World Wrestling Entertainment LRB WWE RRB where he wrestles on its SmackDown brand.,he is also known for his wrestling career in the wwe championship wrestling lrb wwe rrb and is best known for winning the wwe tag team championship for his career.,Cody Garrett Runnels LRB born June RRB better known by his ring name Cody Rhodes is an American professional wrestler currently signed by World Wrestling Entertainment LRB WWE RRB to its SmackDown brand.,-4.201664924621582
1224,ORGANIZATION crews conducted backburning operations to ensure containment of the fire on NUMBER February warning residents of areas between LOCATION and Warragul about smoke from those fires.,in location the fire of the organization was reported that the fire was caused by fire on location s location on august number number by fire chief person on location.,People between LOCATION and Warragul were warned about smoke from those fires.,-5.659735679626465
1225,Aberdeen LRB RRB is a city in Grays Harbor County Washington United States founded by Samuel Benn in.,elwall is a city of new york new york in the united states.,Aberdeen was founded by Samuel Benn in.,-4.946086883544922
1226,Classification Icelandic is an Indo European language belonging to the North Germanic branch of the Germanic languages.,it is a language spoken by the germanic languages of the indo aryan branch of the germanic branch of germanic.,It is a Germanic language.,-3.6222305297851562
1227,PERSON LRB born NUMBER November NUMBER RRB is an Argentine and Israeli pianist and conductor.,person lrb born number october number rrb is a argentine composer and composer.,PERSON LRB born LOCATION NUMBER November NUMBER RRB is a pianist and conductor.,-4.306891441345215
1228,After its decline it was absorbed into the jungle but has been excavated and restored and is now a famous archaeological site attracting thousands of visitors.,it was also found in the area of the volcano and has been found in several places.,References,-3.1717777252197266
1229,The term was coined by Reformed Baptist pastor John Piper in his book Desiring God.,the hymn was written in the genesis of the genesis sermon in.,This term was made by Baptist pastor John Piper in his book Desiring God.,-4.537339210510254
1230,It is beautiful language if one can understand the depht of the language.,it is a language spoken in the language of the language.,Some people say it is a beautiful language if one can understand it well.,-2.9373855590820312
1231, ndash A large piece of the chalk cliff at Beachy Head collapses into the sea.,the beach is a beach at the bottom of the reef at the end of the beach., Wikipedia starts as part of Nupedia.,-2.8761258125305176
1232,His ascent to fame picked up when he became a writer for the ORGANIZATION and later became a frequent guest on The Tonight Show.,he was one of the most famous stars of the late s. he was also a member of the organization., It changed what I believe and what I think about everything.,-3.447706937789917
1233,A macroscopic view of a ball is just that a ball.,a ball is a ball with a ball. the ball is not a ball but a ball ball.,Examples A macroscopic view of a ball is just that a ball.,-3.03786301612854
1234,The ORGANIZATION is an American television variety show hosted by British comedian and onetime pop singer PERSON.,the comedian comedian person is an american comedian and comedian.,Other websites,-4.521973609924316
1235,They are a form of warm fuzzy they are free to give and they bring joy to the recipient.,they are glad that they are warm and warm. they are very warm.,They are a form of warm fuzzy they are free to give and bring joy to the person who gets one.,-3.8203394412994385
1236,People who identify as zoophiles may feel their love for animals is romantic rather than purely sexual and say this makes them different from those committing entirely sexually motivated acts of bestiality.,they are thought to be sinful because they are attracted to animals.,People who have it feel sexually attracted to animals.,-3.1702654361724854
1237,He currently fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,he currently plays in the organization in the location.,He fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,-3.2995853424072266
1238, the host often offered hints and suggestions when the panel was off in the wrong direction or when an answer might be misleading.,in the discussion the speaker said that the audience would have to ask questions about the question that they thought were wrong. this was because the question was wrong., the host offered hints and suggestions when the panel was quite lost or when an answer might make them lost.,-3.4510583877563477
1239,Artists brushes are usually given numbered sizes although there is no exact standard for their physical dimensions.,they are not allowed to touch their body except for the size of the body.,Artists brushes,-3.971588134765625
1240,The following season Warner was replaced as the Rams starting quarterback for good after fumbling six times in the team s opening day game against the New York Giants.,in the fall of the season he started the defensive line at the end of the first half of the regular season.,He was replaced as the Rams main quarterback after he fumbling six times in the opener of the season against the New York Giants.,-3.236457109451294
1241,Montreal to host All Star Game,the canadian hockey league will host the canadian professional hockey tournament., NHL Winter Classic,-4.3569231033325195
1242,The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was a member of the British royal family the third child and second daughter of Queen Victoria and Prince Albert of Saxe Coburg and Gotha.,she was born on october and was the second and youngest daughter of the prince of wales and the wife of prince george of saxe weimar and saxe weimar.,The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was the second daughter of Queen Victoria and Prince Albert.,-4.170270919799805
1243,Early career PERSON s master ORGANIZATION was one of the two most highly renowned painters of LOCATION the other being PERSON who worked mainly in LOCATION.,person was one of the most famous painters of location s history.,He worked in LOCATION while the other famous painter PERSON worked mainly in LOCATION.,-2.4169511795043945
1244,The NUMBER mile stretch of standard gauge track and museum are owned and operated by the PERSON family assisted by a dedicated staff of volunteers.,the organization is owned by the organization and the organization. this is a group of volunteers working on the organization on the care of children.,The NUMBER mile stretch of standard gauge track and museum are owned and operated by the Jolly family. They are assisted by a dedicated staff of volunteers.,-3.9142918586730957
1245,Puerto Plata LRB Silver Port RRB is one of the northern provinces of the Dominican Republic.,puerto rico is a country of the dominican republic.,The municipalities and their municipal districts LRB M.D. RRB are ,-3.2605209350585938
1246,Meowth is one of the playable character in the Pok mon Mystery Dungeon games.,it is one of the main main characters in the game pok pok mon mong pok ko mon.,Meowth is one of the characters in the Pok mon Mystery Dungeon games.,-3.53348445892334
1247,The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,the organization also includes the organization and the organization of the organization.,The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION. He is concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,-4.3797287940979
1248,A trademark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,a brand is a brand of products that are marketed to people who want to sell goods such as goods or products made by other products such as products or food products.,A trade mark identified by the symbols cents and or mark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,-3.538200616836548
1249,Kenya s victories against Sri Lanka and Zimbabwe among others along with New Zealand s forfeit helped them get a Semi final berth against India the best result by an associate.,as a result of the match in the united states the country s most successful team was to lose to the pakistan s s s.,Kenya s victories over Sri Lanka and Zimbabwe among others and a forfeit by the New Zealand team which refused to play in Kenya because of security concerns enabled Kenya to reach the semi finals the best result by an associate.,-5.0463175773620605
1250,The Rashtriya Swayamsevak Sangh LRB RSS RRB LRB National Volunteer Organization or National Patriotism Organization RRB also known the Sangh is a right wing Hindu nationalist paramilitary volunteer and allegedly militant organization in India.,the lrb lrb o rrb is a political party based in the south central region of south south central asia.,Rashtriya Swayamsevak Sangh is a Hindu nationalist organization in India.,-4.548599720001221
1251,A Transair Georgian Airlines Tu is shot down by a missile in Sukhumi Georgia.,it crashed in a soviet air force jet flight in a russian air force.,Tu is shot down by a missile in Sukhumi Georgia.,-4.546711444854736
1252,PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician a statesman and a veteran of both the American Revolutionary War and the War of NUMBER.,person lrb july number number may number number rrb was an american soldier and soldier. he was a member of the organization.,PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician statesman and veteran of both the American Revolutionary War and the War of NUMBER.,-4.628745079040527
1253,A Cage of Nightingales LRB French La Cage aux rossignols RRB is a NUMBER French film directed by PERSON Dr ville.,in number the french film lrb number rrb is a french film directed by person. it was directed by jean de la tournay.,A Cage of Nightingales is a NUMBER French movie directed by PERSON ville. In French it is called ORGANIZATION aux rossignols.,-4.909226417541504
1254,The film contains monologues of these women and dramatically highlights three verses of the Quran LRB and RRB that authorize mistreatment of women by showing them painted on women s bodies.,the women in the film are portrayed by the women of men lrb women rrb and women lrb men rrb who are shown to see the women and women in their bras and braes.,The letter was also against LOCATION LOCATION the LOCATION and PERSON herself.,-4.547460556030273
1255,Later the Galileo orbiter completed the imaging of LOCATION s surface.,the satellite s discovery of the space probe s spacecraft was the first imaging of the spacecraft s spacecraft s surface.,Later the Galileo orbiter completed taking pictures of LOCATION s surface and a close flyby enabled it to constrain the LOCATION s internal structure and composition.,-4.823143482208252
1256,History County councils were created by the Local Government Act NUMBER largely taking over the administrative functions of the unelected county courts of quarter sessions.,the county administrative division was created in number by the act of number. the county court was created from the county of counties rrb.,They took over the administrative functions of the unelected Quarter Sessions.,-4.689080715179443
1257,PERSON LRB A RRB link,person lrb born number rrb is a canadian politician.,ORGANIZATION link,-6.256265640258789
1258,The history of the Constitution of Australia began with moves towards federation in the th century which culminated in the federation of the Australian colonies to form the Commonwealth of Australia in.,the australian constitution made australia the first country to become the commonwealth of australia from the first world war.,The history of the Constitution of Australia began with moves towards federation in the th century. This led to the Australian colonies joining together to form the Commonwealth of Australian.,-3.2133078575134277
1259,Pf ffikon contains a total of twelve municipalities ,statistics of spispoli is a municipality of the province of greece.,Pf ffikon contains municipalities ,-4.420433521270752
1260,A gag is usually a device designed to prevent speech often as a restraint device to stop the subject from calling for help.,a choke is a term used to describe a medical device used to protect a patient from a sound. it is often used to prevent arrest.,A gag is any thing used to stop a person from speaking.,-3.079447031021118
1261,The Italian Football Championship of NUMBER was a major event in the footballing history of LOCATION.,number number is a football competition held in location location.,Statistics of Italian Football Championship in season NUMBER.,-4.278565406799316
1262,Released under the GNU General Public License Squid is free software.,it is licensed by the free public license as well as licensed by free software.,It is licensed under the GNU General Public License.,-4.224314212799072
1263,Lake PERSON was formed by the LOCATION during the ice age.,person was the first ice ice lake formed by the ice age in location.,PERSON ,-3.8492624759674072
1264,NUMBER LRB O O RRB LRB on line text RRB.,in the text lrb o o o rrb,JPG PERSON ,-4.6704535484313965
1265,In principle the term borough designates a self governing township although in practice official use of the term varies widely.,the borough borough borough is a borough in the county borough of location. the borough has a borough council.,In principle the term borough means a self governing township.,-3.894179582595825
1266,It replaced the Nanjing based romanization systems that had been common until late in the th century.,the modern chinese language was replaced by the chinese language which was developed during the th century.,It replaced the Nanjing based romanization systems that was common until the late th century.,-3.0068297386169434
1267,Two new characters Alejandro and Sierra joined the cast at the beginning of this season.,in the beginning of the season the band joined the new members of the new year and new members.,The names of the fictional players are Ezekiel Tyler Lindsay Noah Harold LeShawna Duncan Courtney Bridgette Alejandro Sierra Cody Heather Izzy DJ Gwen and Owen.,-4.344044208526611
1268,Canobbio is a municipality in the circolo Vezia of the district of Lugano in the canton of Ticino in Switzerland It is not to be confused with Cannobio in nearby Italy.,it is found in the region del monte montero in the canton of ticino in switzerland and in the province of location.,Canobbio is a municipality of the district Lugano in the canton of Ticino in Switzerland It is not to be confused with Cannobio in nearby Italy.,-3.6309850215911865
1269,The axis of the mutual orbit of the two components points towards ecliptic coordinates LRB RRB LRB NUMBER NUMBER RRB with NUMBER degrees uncertainty.,the ecliptic lrb eclipses lrb number rrb is the polar axis of the polar circle lrb location rrb.,The axis of the mutual orbit of the two asteroids points towards ecliptic coordinates LRB RRB LRB NUMBER NUMBER RRB with NUMBER degrees uncertainty.,-4.645798206329346
1270,It is a remastered version of Ubuntu made with reconstructor.,it was made by the u. s. version of the original and re created version of mutate.,It is made with reconstructor.,-4.485574245452881
1271,ORGANIZATION NUMBER is an Italian commercial television channel on the ORGANIZATION network.,organization is an italian television television network owned by organization.,ORGANIZATION NUMBER is an Italian commercial television station on the ORGANIZATION network.,-3.6657557487487793
1272,The City of LOCATION also known simply as LOCATION is the capital city of the LOCATION on the Italian peninsula near the LOCATION.,location is a city in the location region of location.,LOCATION is the capital of the tiny nation of LOCATION.,-3.3469350337982178
1273,LOCATION i Gradi ka Stara LRB LOCATION and Stara Gradi ka RRB is a Croatian song promoting the Usta e O. The lyrics celebrate the World War II crimes against the Serbs.,in number the croatian national anthem lrb o o o rrb was adopted by the croatian communist party lrb rrb and the organization lrb g o o z o o r rrb lrb zb.,LOCATION i Gradi ka Stara is a Croatian song promoting the Usta e O. The lyrics celebrate the World War II crimes against the Serbs.,-4.881754398345947
1274,He helped to shape the sound and look of heavy metal and is seen as being the person who first introduced horror imagery to rock n roll and whose stagecraft and showmanship have permanently transformed the genre.,he is best known for his work with the band and his music video and music video for the band death metal and death metal bands.,He helped to shape the sound and look of heavy metal.,-3.090123176574707
1275,Originally started as an independent service in it became part of the MSN family in.,in it became a part of the organization in the middle.,It started in.,-3.696812868118286
1276, RRB Tout Metz retrieved June.,it was found by the british army lrb june rrb on july.,There was a city here in Roman times that they called Divodurum.,-5.882859706878662
1277,The LOCATION gets its name from the lucrative Chinese silk trade a major reason for the connection of trade routes into an extensive trans continental network.,the location is the main trade link of the location region of location.,In the LOCATION it goes to LOCATION and LOCATION.,-4.268511772155762
1278,The dynasty was interrupted briefly by the Second Zhou Dynasty LRB October NUMBER NUMBER March NUMBER NUMBER RRB when Empress PERSON seized the throne becoming the first and only Chinese empress regnant ruling in her own right.,the reign of person lrb number july number number rrb was the last reign of the dynasty from number to number.,The dynasty was interrupted for a short time by the Zhou Dynasty LRB RRB LRB NUMBER October NUMBER NUMBER March NUMBER RRB founded by Empress PERSON who managed to claim the throne becoming the first and only Chinese Empress.,-5.5054545402526855
1279,Her nationally syndicated talk show The PERSON airs throughout the LOCATION on ORGANIZATION.,the organization is hosted by the organization on location location location on location.,Her nationally syndicated talk show The Laura Ingraham Show airs throughout the LOCATION on the ORGANIZATION.,-5.165444374084473
1280,The Province of Florence is a province in the Tuscany region of Italy.,italian province of tuscany is a province in the region of tuscany. it is one of the province of italy.,The Province of Florence LRB in Italian Provincia di Firenze RRB is a province in the Tuscany region of Italy.,-2.699357032775879
1281,In LOCATION they do not cross the LOCATION and they are not found in LOCATION or the islands in between.,in the location there are only two species in location which are in location and location.,In LOCATION the LOCATION is not crossed and they are not found in LOCATION or the islands in between.,-4.141417980194092
1282,Also Toy Story was released on that day in the same format which had a small feature on the Characters of Toy Story.,it was first released in the uk in november. it was a special edition of the toy toy toy line.,It is a sequel to Toy Story and Toy Story.,-3.50838303565979
1283,LOCATION has one of the highest standards of living in LOCATION and is a major industrial and agricultural center.,location is one of the most important cities in location.,It has with one of the highest standards of living in the country.,-2.8226542472839355
1284,A new second platform was built and the old platform was moved north by about m. For easy access to the platform a second pedestrian bridge was built.,the station was built in by a new bridge which was built to link the station station to a new station station.,A new second platform was built and the old platform was moved north by about m. All together the new station has four tracks.,-3.478034019470215
1285,In January he received his first independent commission to paint an altarpiece in for the Chapel of St Bernard in the Palazzo Vecchio and The Adoration of the Magi in March for the Monks of San Donato a Scopeto.,in the year of he painted a fresco of the santa santa altare in the church of san giorgio in san piero in naples.,In he had an important commission to paint an altarpiece for the Monks of San Donato a Scopeto. The painting was to be the Adoration of the Magi LRB The Three Wise Men RRB.,-4.727494716644287
1286,The abbey was founded in by King David I of Scotland.,the abbey was founded in by king david i of scotland.,It is a ruined Augustine Abbey and was built by David I of Scotland in.,-2.815732717514038
1287,Birch and Birch Bark an article by John Zasada at a University of Minnesota site.,at the age of five he published a paper on the study of the organization at the university of iowa in location.,Birch and Birch Bark an article by John Zasada at an University of Minnesota site.,-4.822250843048096
1288,Pernes l s Boulogne is a commune in the Pas de Calais department in the Nord Pas de Calais region of France.,it is found in the region nord pas de calais in the aisne department in the north of france.,Pernes l s Boulogne is a commune. It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,-4.217037677764893
1289,He then transferred to Williams College in Williamstown Massachusetts where he was a brother of Delta Upsilon fraternity.,in he graduated from the university of georgia in where he was a fellow of the college of charleston.,He then transferred to Williams College in Williamstown Massachusetts where he was a brother of Delta Upsilon.,-4.388771057128906
1290,is a Japanese football LRB soccer RRB player who currenttly plays for J. League side Cerezo Osaka.,he is currently playing for japan national team lrb born rrb., !,-5.1772074699401855
