source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
Pierre Auguste Renoir LRB February December RRB was a French artist who was a leading painter in the development of the Impressionist style.,he was the most famous painter of the period of his life. he was most famous for his paintings of the baroque period of the th century.,Pierre Auguste Renoir LRB February December RRB was a French artist. He was a leading painter in the development of the Impressionist style.,1326,0.876974581,0.389131278,-2.773292065,0.54070656,0.999335229,-0.907515287
The topological dimension and Hausdorff dimension of the image of the Hilbert map in R are both.,there are two ways to distinguish the space in which a space in the space of dimensional space is called the space space of space.,Its similarity dimension and Hausdorff dimension are both the same.,1327,0.978383482,0.002515356,-3.518077612,0.883372938,0.983826578,-3.339909077
She became famous for dancing in the band o Tchan !,it was first performed in location in the summer of number when she was dancing.,came in NUMBER through a contest held to choose a replacement for the dancer PERSON who left the groupNo.,1328,0.976698697,0.998409986,-4.478245735,0.818807247,0.003380792,-5.562461376
Washington National Cathedral whose official name is the Cathedral Church of Saint Peter and Saint Paul is a cathedral of the Episcopal Church.,the cathedral is the cathedral of the diocese of san francisco lrb cathedral rrb and its cathedral is in san francisco cathedral.,The Washington National Cathedral is a cathedral of the Episcopal Church in the United States.,1329,0.775980088,0.992974818,-4.445033073,0.405104358,0.741072655,-1.722099781
In the north central are the Big Horn Mountains in the northeast the Black Hills and in the southern region the Laramie Snowy and Sierra Madre ranges.,in the western part of the range it is found in the arid regions of central america and the northern desert regions of north america and central america.,Laramie,1330,0.944552004,0.992607594,-3.369526148,0.742406487,0,-3.793749571
Crossing longitude NUMBER they are the westernmost part of the LOCATION LRB and by one definition the easternmost see Extreme points of the LOCATION RRB. Nearly all the archipelago is part of LOCATION and usually considered as being in the Alaskan Bush but at the extreme western end the small geologically related and remote LOCATION are in LOCATION.,location is the westernmost of the location in the location region of location and the southern part of location lrb location rrb. it is the southernmost part of the alaskan range and is the northern part of it.,Crossing longitude NUMBER they are the furthest West part of the LOCATION Nearly all the islands are part of LOCATION but at the extreme western end are the Commander Islands which are in LOCATION.,1331,0.505976418,0.995643318,-3.228407621,0.472641273,0,-1.908386588
It was formerly also spelled Pelew.,it was first used as a dye in the early s. it was also used to make paper and paper paper.,Palau was admitted to the United Nations on December and has since joined several other international organizations.,1332,0.962924123,0.00025384,-3.813747883,0.776941876,0.000259928,-4.301504612
Mayes County LRB northeast RRB ,coleridge lrb january rrb is a city of kentucky in the united states.,Muskogee County LRB south RRB ,1333,1.000000119,0.262061298,-5.494025707,0.937581837,0.884164631,-2.718601942
A frugivore is a fruit eater.,the fruit is eaten by humans lrb seeds rrb.,Further reading,1334,0.970643997,0.773354471,-7.019147396,0.75318831,0.00739139,-5.834372044
LOCATION is an indie rock band founded by PERSON PERSON and PERSON.,person is a pop rock band from location location location.,LOCATION is an American indie rock band.,1335,0.83194664,0.562083721,-4.201571465,0.867707852,0.879659474,-2.97461319
Indeed despite all claims to the contrary there is no question that Persian influence was paramount among the Seljuks of ORGANIZATION.,in the middle ages of the ottoman empire some of the members of the organization claimed that the location was part of the kara karak dynasty.,It fell in NUMBER probably conquered by To r l III of Great Seljuk.,1336,0.939898133,0.701031566,-4.375687122,0.598993067,0.00900647,-5.896707058
Gouves is a commune in the LOCATION department in the LOCATION region of LOCATION.,it is found in the region nord pas de calais in the location department in the north of location.,Gouves is a commune. It is found in the region Nord Pas de Calais in the LOCATION department in the north of LOCATION.,1337,0.848593652,0.975873113,-5.077774525,0.961291432,0.55279839,-3.056943178
Electrolysis of bismuth LRB III RRB oxide in hot concentrated alkali solution gives a scarlet red precipitate of bismuth LRB V RRB oxide.,there are many different ways of heating an object lrb i rrb inertia rrb which can be made by reacting alkaline gas lrb nitroxide rrb with sodium lrb ii rrb.,It has bismuth and oxide ions in it.,1338,0.956947446,0.038897678,-5.257213593,0.809784291,0.068517312,-3.803833485
Daniele De Rossi Cavaliere Ufficiale OMRI LRB born July in Rome RRB is an Italian World Cup winning footballer who plays as a midfielder for Serie A club Roma of which he is the current vice captain and the Italian national team.,he was born in rome italy and is the current vice president of the italian football federation lrb born june rrb. he is a former italian football player.,Daniele De Rossi LRB born July RRB is an Italian football player. He plays for Roma and Italy national team.,1339,0.5574905,0.999200344,-4.309902668,0.406437448,0.999868512,-2.255100727
PERSON helped organize an exhibition of over NUMBER PERSON works in the ORGANIZATION in LOCATION in February and March NUMBER.,in number person met person at the organization in location location in number and in number he presented his first exhibition in location in location.,In NUMBER an exhibition of PERSON s pictures was organised in the Academy of Fine Arts in LOCATION.,1340,0.977697313,0.996588171,-5.178015232,0.876929412,0.99901849,-3.380802393
Ch cents tillon la Palud is a commune in the Ain department in eastern LOCATION.,it is found in the region rh ne alpes in the location department in the east of location.,Ch cents tillon la Palud is a commune.,1341,0.852544308,0.999286413,-5.455291271,0.89821628,0.994850814,-3.073568344
The municipality had in a total population of.,in the municipality had a total population of people.,Population,1342,0.846218288,0.727288425,-2.431539774,0.677891856,0,-7.904707432
To celebrate the th anniversary of the charts in NUMBER a jubilee book was published.,in number the first edition of the th edition was published in number with a new edition of number.,The combined number of Ultratop chart listeners on radio or TV stations exceeds two million each week.,1343,0.983460248,0.006197194,-4.464481354,0.806541351,0.000353949,-4.80683136
Prince PERSON aw PERSON LRB NUMBER May NUMBER NUMBER July NUMBER RRB was a Polish cardinal of the ORGANIZATION who served as Archbishop of LOCATION.,person lrb july number number rrb was a polish prince of location from number to number. he was the son of person duke of location.,Father PERSON did pastoral work in the diocese of PERSON whose seminary he served as a faculty member for four years until becoming its rector.,1344,0.797188487,0.763692319,-5.064901829,0.624546318,0.263353348,-4.309579849
Tab key LRB abbreviation of tabulator key RRB on a keyboard is used to advance the cursor to the next tab stop.,bar number is the key to move a keyboard from a keyboard to the next one to the keyboard.,Tab key LRB abbreviation of tabulator key or tabular key RRB is a key on a keyboard. It is used to take the cursor to the next tab stop.,1345,0.785706568,0.972557187,-3.628311872,0.956545868,0.991612256,-1.942706704
To distinguish players of different nations a flag is placed beside players born outside of Canada based on their place of birth the Canadian flag will not be shown next to Canadian born players in order to avoid visual clutter.,the game is played in location where the player must choose which team of canadian players to play in the canadian provinces of location.,To distinguish players of different nations a flag is placed beside players born outside of Canada the Canadian flag will not be shown next to Canadian players in order to avoid clutter.,1346,0.59192475,0.99948132,-4.618697643,0.690255752,0.992035389,-1.320878267
It spread widespread heavy snow across the major cities of the LOCATION making it the defining snowstorm of the very snowy winter of NUMBER.,it was the first of the great disasters of the winter of number. it was very important for the city of location that caused the most devastating floods of the year number.,Lots of snow fell in the big cities in the LOCATION making it the biggest snowstorm of the snowy winter of NUMBER.,1347,0.971258163,0.999636471,-3.728982687,0.916143909,0.99535054,-2.115140438
Buildings of interest include the ORGANIZATION the ORGANIZATION parts of the medieval city wall and the LOCATION LRB main railroad station RRB.,the city of location and the town of location are part of the organization lrb organization rrb. it has several important buildings.,Interesting buildings in LOCATION are the ORGANIZATION the ORGANIZATION and the LOCATION LRB the main railroad station RRB. Also in LOCATION can be seen parts of the town s medieval boundary wall.,1348,0.88483484,0.997365415,-4.603245735,0.9388026,0.999865651,-2.044986486
Mercury is the innermost and smallest planet in the Solar System LOCATION was once considered the smallest but as of NUMBER it is classified as a dwarf planet.,location is a small island in location that is one of the largest of the solar system. it is the third largest planet in location and the second biggest in location.,Mercury is the planet that is closest to the Sun and also the smallest planet in the Solar System LOCATION was once thought to be the smallest but as of NUMBER Pluto is now known as a dwarf planet.,1349,0.874784946,0.813465416,-3.133357763,0.890751304,0.999921799,-1.59743166
In Greek mythology Dionysus is made to be a son of Zeus and Semele other versions of the myth contend that he is a son of Zeus and Persephone.,he is said to have been a son of zeus and is thought to be the father of zeus. he is also said to be one of the three gods of ancient greece.,One describes that he was the son of Zeus and Semele and the other describes that he was the son of Zeus and Persephone queen of the Underworld.,1350,0.966698356,0.999016106,-2.503422737,0.887031857,0.998666644,-2.369632959
The Sidewise Awards for Alternate History were established in NUMBER to recognize the best alternate history stories and novels of the year.,the book was first published in number and was reprinted in number as a companion to the book of the legion of honor.,The Sidewise Awards for Alternate History were established in NUMBER. These awards are for the best alternate history stories and novels of the year.,1351,0.823115919,0.000675241,-4.101948738,0.980180162,0.984525561,-1.136727214
PERSON LRB born NUMBER June NUMBER RRB is a Japanese football player who plays for ORGANIZATION.,person lrb born number june number rrb is a japanese football player. he plays for organization.,PERSON LRB born NUMBER June NUMBER RRB is a Japanese football player. He plays for PERSON.,1352,0.922005653,0.875992358,-3.166793823,0.692484874,0.984256625,-1.838573933
Reward Challenge The tribes will race to salvage sake bottles from a shipwreck.,the reward of the treasure is to win a reward from the pirate s ship.,Reward Challenge The tribes will race to get sake bottles from a shipwreck.,1353,0.849461801,0.999222457,-4.504244804,0.97383401,0.641799927,-2.268326759
With an area of it is the fourth largest of the main islands in the Hawaiian archipelago and the st largest island in the LOCATION.,it is the biggest island in the location and the second largest island in location after location and location in location.,LOCATION LRB Kaua i in LOCATION RRB is the oldest and fourth largest of the main LOCATION in the LOCATION.,1354,0.875650203,0.484966725,-3.563474655,0.722764276,0.996204495,-4.094175816
The Philharmonia is an orchestra based in London.,the london symphony orchestra is a british orchestra. it is based in london.,The Philharmonia is an orchestra from London.,1355,0.953931689,0.997496188,-3.128324747,0.985913515,0.729154587,-1.819980979
Palorchestes azael LRB the Marsupial Tapir RRB was a Diprotodontid of a similar size to Zygomaturus with long claws and a longish trunk.,the mantis lrb platypus rrb was a small small bird that lived in south africa. it was found in the desert of azarkarkand.,Palorchestes azael LRB the Marsupial Tapir RRB was a Diprotodontid about the same size as the Zygomaturus with long claws and a long trunk.,1356,0.872308398,0.998570621,-4.500658035,0.970803636,0.999893606,-1.924555898
In the LOCATION the album s artwork features a green toned background instead of the original s gray toned background.,the original color color was changed from green to green in the location s original version.,It came with new album art which features a green toned background instead of the original s gray toned background.,1357,0.731607665,0.51663959,-3.73349309,0.804929688,0.999883294,-1.840946674
The Cammeraygal lived on the northern side of the harbour.,the bay was named after the fishermen of the bay in the early days.,On the northern side of Sydney Harbour lived the Cammeraygal tribe.,1358,0.97577256,0.003096955,-3.093254805,0.91549602,0.994042933,-2.584232807
The season finale consisted of the four episodes airing together as a two hour television movie.,the movie was first shown on june number number with a special special episode of the first season of the show.,The season finale consisted of the four episodes showed together as a two hour television movie.,1359,0.980766058,0.105609007,-4.393774509,0.964883293,0.696011364,-1.270973444
Whereas staying on the train and reaching PERSON would allow them to board the PERSON O Line trains towards PERSON.,person asks person to go to the airport with person to meet with person on the way to the location. person says that person would like to go back to the island.,Whereas staying on the train and reaching PERSON would allow you to change trains for the PERSON O Line towards PERSON.,1360,0.862187564,0.002693306,-3.720696688,0.957912989,0.998020172,-1.976565719
The Ark of the Covenant is distinguished from all others by such titles as Ark of God s Sakina LRB lit.,the book of revelation lrb o o rrb is also known as the ark of israel lrb rrb.,The Ark of the Covenant is distinguished from all others by such titles as Ark of God LRB Samuel RRB Ark of the Covenant LRB Josh.,1361,0.715596939,0.953993142,-5.016595364,0.900551879,0.970523655,-2.651998043
One popular project is Jonathon Fowler s JFDuke D which in December received backing from the original author of Build programmer Ken Silverman.,he wrote the first version of the gnu gnu gnu software project. this version was written in january on march.,One popular project is Jonathon Fowler s JFDuke D which the original creator of Duke Nukem D Ken Silverman gave support to in December.,1362,0.725996702,0.003377661,-4.498267651,0.88585173,0.999929965,-2.826895952
Whedon Firefly the complete series Serenity commentary However the pilot was rejected by the FOX executives who felt that it lacked action and that the captain was too dour.,the episode was criticized because it was not enough to make it the first episode of the simpsons series. it was criticized that the script was poor.,Whedon Firefly the complete series Serenity commentary However the pilot was turned down by the FOX executives.,1363,0.801550336,0.065711431,-3.625165701,0.860126191,0.996944129,-2.277080297
Disney stopped using the phrase in January.,in the u. s. version of the disney disney disney movie disney resort.,Disney stopped using the word in January.,1364,0.960672379,0.000377766,-5.263270855,0.966601274,0.804053247,-2.525812149
Events By place Roman Empire Lucius Aelius Sejanus is named co Consul to the Emperor Tiberius.,the roman emperor tiberius tiberius tiberius lrb bc rrb is a roman soldier. he was consul in number.,Events By place Roman Empire Aelius Sejanus named co Consul to the Emperor Tiberius.,1365,0.958068371,0.99034822,-4.769957542,0.844216307,0.928226709,-1.873059392
The first LOCATION edition appeared in May NUMBER and sold NUMBER copies.,the book was first published in number and was first printed in number in location.,The first LOCATION edition came out in May NUMBER. It sold NUMBER copies.,1366,0.955535591,0.995286167,-3.843256712,0.958375524,0.999169648,-1.142468691
They are usually found buried in sand in shallow parts of temperate or tropical seas.,it is found in tropical parts of the continental crust in the pacific ocean and parts of southern location.,Lancelets are usually found buried in sand in shallow parts of temperate or tropical seas.,1367,0.978072166,0.954868615,-4.054440022,0.980149452,0.926507711,-1.3864007
Battle of Talladega,king james ii king of orange orangeburg south carolina south carolina.,Andrew Jackson created the Democratic Party and was its leader.,1368,1.000000119,0.01835978,-6.109710693,0.796804488,0.002712175,-4.683041096
Billy Talent LRB formerly known as Pezz RRB is a Juno award winning Canadian band formed in in Mississauga Ontario.,while he was in college he won a juno award for best rock band in the canadian rock band.,Billy Talent LRB O O RRB ,1369,0.709180251,0.021402214,-4.288322926,0.783785767,0.533533692,-4.950572968
In establishing the commission the ORGANIZATION recognized that environmental problems were global in nature and determined that it was in the common interest of all nations to establish policies for sustainable development.,in the united states the united nations agreed to make a set of goals for global health and development. this was to ensure that the world s needs for development should be met with the right to make decisions for the world.,The ORGANIZATION thought that environmental problems were global in nature and determined that it was in the common interest of all nations to establish policies for sustainable development.,1370,0.976655066,0.980158627,-3.627904177,0.943891334,0.860628724,-0.820980191
H. habilis had smaller molars and larger brains than the Australopithecines and made tools from stone and perhaps animal bones.,they are able to move more closely into the sand and sandbeds such as molluscas and mollusculae.,It had smaller molars and larger brains than the Australopitecus.,1371,0.716582035,0.000986849,-4.336425304,0.786034173,0.877565503,-2.237018108
June April NUMBER LOCATION is made by the LOCATION from LOCATION.,location is a country of location from number to number june number.,April NUMBER LOCATION made by the LOCATION from LOCATION.,1372,0.903916657,0.905821621,-5.306410789,0.835370605,0.802974582,-0.954941869
May NUMBER ndash PERSON French painter and graphic artist LRB d. NUMBER RRB ,person french painter lrb d. number rrb,May NUMBER PERSON painter and artist LRB d. NUMBER RRB.,1373,0.466247908,0.96825999,-4.943698883,0.836709298,0.859551907,-2.255722284
The Highland Football League LRB HFL RRB is a league of football clubs operating not just in the Scottish Highlands as the name may suggest but also in the north east lowlands LRB Moray and Aberdeenshire RRB.,the scottish football league lrb scottish football association rrb is an english football league in scotland. it is based in aberdeenshire scotland scotland and scotland.,The Highland Football League LRB HFL RRB is a league of football clubs operating not just in the Scottish highlands as the name may suggest but also in the north east lowlands LRB Moray and Aberdeenshire RRB.,1374,0.706804847,0.999243617,-3.647399664,0.455096578,0.999895096,-0.553014815
Many mainstream Muslims do not consider Ahmadis to be Muslims citing in particular the ORGANIZATION viewpoint on the death and return of PERSON LRB see PERSON in Islam RRB the ORGANIZATION concept of Jihad in a peaceful format and the community s view of the finality of prophethood with particular reference to the interpretation of.,in the islamic view of the creation of the person the person who believes in this view is person lrb person rrb and the person s view of islam is the view of person s views of the individual person and person. this view of view is generally accepted as a statement of the principles of the islamic faith and the teachings of the qur an.,They do not consider Ahmadis to be Muslims. Controversial points include the ORGANIZATION view on the death and return of PERSON and their concept of Jihad.,1375,0.973459482,0,-3.797151327,0.84977351,0.999908447,-1.764865756
PL does not have a holy book it has NUMBER PL Precepts which were announced by PERSON on September NUMBER NUMBER. These became the basic teachings of the ORGANIZATION.,number person lrb number rrb was the first member of the organization lrb organization rrb. it was established on september number number by the organization.,On September NUMBER NUMBER he revealed the PL NUMBER Precepts the basic teachings of PL.,1376,0.904995738,0.731170416,-5.338315487,0.848727488,0.976596534,-2.629378557
See also Earl of ORGANIZATION of LOCATION LRB NUMBER creation RRB Earl of LOCATION Further reading PERSON PERSON.,person earl of location lrb born number january number rrb was an english statesman and politician.,Other pages Earl of ORGANIZATION of LOCATION LRB NUMBER creation RRB Earl of LOCATION Further reading PERSON PERSON.,1377,0.717972342,0.012572656,-5.886823177,0.140069467,0.999608517,-0.962432444
No life had ever been at risk ESPN Japanese figure skater Nobunari Oda banned from competition for drunken driving Figureskating and Oda apologized for this infraction.,because of the fact that he was not skating in the world he was suspended from his skating career because he was unseegled skating.,Nobunari Oda is a figure skater from Japan.,1378,0.760615992,0.818903446,-4.860571861,0.563922,0.807237566,-1.819223046
In New Zealand for instance the description can be used to describe any film that has a duration longer than one minute and shorter than minutes.,in the united states the term can also be used for any length of time to describe a film that is short and short for long periods.,In New Zealand for instance the description can be used to describe any movie that has a duration longer than minute and shorter than minutes.,1379,0.86216652,0.999870598,-3.034665108,0.976717355,0.980379105,-1.014907479
LOCATION due to its proximity to the LOCATION frequently endures tropical weather systems which often are Hurricanes.,location is a large landform that is close to location location. it can also be found in location location and location.,LOCATION is close to the LOCATION. This is why it often has tropical weather systems which often are Hurricanes.,1380,0.959933639,0.162256986,-3.999998808,0.941501737,0.997693777,-2.088561773
M cents r ani is a commune in LOCATION LOCATION with a population of NUMBER people. It is composed of a single village M cents r ani.,it is a commune of number people lrb number rrb. it is found in the region location in the location.,M cents r ani is a commune found in LOCATION LOCATION.,1381,0.600280573,0.476283669,-4.850821495,0.314647889,0.766047299,-1.520820141
The Province of Perugia is the larger of the two provinces in the Umbria region of Italy comprising two thirds of both the area and population of the region. Its capital is the city of Perugia.,the province is divided into the following regions of the province of peru and the region of santa santander in the north and the southern part of peru.,Perugia is a province in the region of Umbria in Italy.,1382,0.695040359,0.220341563,-3.736793518,0.38397206,0.997271717,-1.97795558
PERSON OIH LRB born NUMBER April NUMBER RRB is a Portuguese football central defender who is currently a free agent.,person lrb born number may number rrb is a brazilian football player.,PERSON LRB born NUMBER April NUMBER RRB is a Portuguese football player.,1383,0.513585367,0.734965444,-4.542097092,0.551002756,0.839345157,-2.008469582
It is a letter from St. Paul to the church of Philippi.,it is dedicated to the saint john i of antioch. it is written in latin.,It is a letter to the church at Philippi in Macedonia from Saint Paul.,1384,0.969747543,0.000981357,-4.444336891,0.956220462,0.989705026,-2.802830696
The word ruminant comes from the Latin ruminare which means to chew over again.,the rump is used to make a sound from it. it comes from the throat.,The word ruminant comes from the Latin word ruminaire which means to chew over again.,1385,0.821435783,0.873681366,-4.327618122,0.975325286,0.999869943,-1.464199066
In LOCATION it is called kamrak and can be grown at up to NUMBER f in elevation.,it is grown in location location in the location region of location. it can grow in location.,In LOCATION it grows up to NUMBER feet in elevation.,1386,0.947985113,0.218056798,-4.015720844,0.82670207,0.541951418,-2.766772985
He won another three PGA Tour events that year and on June in only his nd week as a professional rose to number one in the Official World Golf Rankings the fastest ever ascent to world No..,on july number he was ranked third in the world for the most successful player of all time. he was the third best player on the world tour in number.,Official,1387,0.730064535,0.076437354,-3.445423126,0.726691037,0,-7.373887539
Musical elements that would later be used in the Roman Rite began to appear in the rd century.,in the early th century the word liturgical rite began to be used in the liturgy of the roman catholic church.,The sorts of songs which Catholics later sang in the Roman Rite started to appear in the rd century.,1388,0.982629955,0.989478409,-3.140030146,0.931801187,0.999917328,-3.463463068
The Vulgate LRB Latin RRB translation has Non occides i.e. Thou shalt not kill. ,in latin and latin text lrb rrb the text of the avestas rrb is a translation of the latin text of luke.,The Vulgate LRB Latin RRB translation has Non occides i.e. Thou shalt not kill.,1389,0.977482975,0.994658411,-5.31028986,0.975636911,0.999714494,-0.826052725
Observing the ORGANIZATION activities in LOCATION for more than fifty years PERSON concluded that this Church replaced the idea of service to God with service to the LOCATION i.e. to the government of Roman Pontificate in the role of world leader.,in location the roman catholic church called the romanus the roman emperor lrb in latin organization rrb was one of the most important roman catholic leaders in location.,Observing the ORGANIZATION activities in LOCATION for more than fifty years the author concludes that this Church replaced the idea of service to God by service to the LOCATION i.e. service to the government of the Roman Pontificate in the role of the world leader.,1390,0.620163891,0.424894035,-5.345703602,0.68876427,0.992188096,-1.326993585
His posthumous name literally means benign virtue.,his name is honorific and his honor comes from his honor.,This emperors posthumous name literally means benign virtue. ,1391,0.975976825,0.600392699,-3.826267958,0.753105189,0.997157872,-2.842585564
An action adventure game developed by ORGANIZATION and published by ORGANIZATION for the Nintendo DS Phantom Hourglass was released in LOCATION in June NUMBER and in LOCATION LOCATION and LOCATION in October NUMBER.,in location the game was first released in number and was released in location in location location and location on november number number. the game is a puzzle adventure adventure game made by organization and published by organization in location.,The game is played only using the touch screen on the Nintendo DS. The game was released in LOCATION on June NUMBER NUMBER and in the LOCATION on October NUMBER NUMBER.,1392,0.858709931,0.997780979,-4.042875767,0.837529138,0.972444177,-2.564173222
Topography It lies between and N. and and E. It is bounded on the east by Agror and on the south by LOCATION the range has a length of NUMBER to NUMBER miles from north to south and an elevation of NUMBER feet above sealevel.,location is a mountain range in the southern part of location and number miles lrb number km rrb on the north side of the location. it lies between number and number metres in elevation.,Land PERSON lies next to Agror to the east by LOCATION to the south the range has a length of NUMBER to NUMBER miles from north to south and a height of NUMBER feet above sea level.,1393,0.702070629,0.999364018,-4.246451378,0.617092345,0,-1.935123682
Specifically it is located in the central portion of the southern LOCATION and on the north slope of the LOCATION.,it is located in the southern part of the location in the south of location region of location and is located on the south side of location.,Maps,1394,0.928858399,0.968148708,-2.962504625,0.31819779,0,-7.375099182
Some of his work still survives today more so than in the case of any other Presocratic philosopher.,however he does not know the reason why why he did not come back to the protososocene world until the middle ages.,NUMBER NUMBER BC RRB was a Greek pre Socratic philosopher and a person who lived in LOCATION a Greek colony in LOCATION.,1395,0.944388449,0.001821621,-4.326115131,0.804599188,0.958357275,-5.380616665
The club s home ground is Elland Road.,the stadium is located on the west side of the city of birmingham.,They play their home matches at a stadium called Elland Road.,1396,0.94865334,0.988461792,-3.2977314,0.884141448,0.999884009,-2.329390526
During each night of prayers which can last for up to two hours each night usually one member of the community who has memorized the entire Qur an will recite a segment of the book.,at the end of each part of the qur an there is a long term of dialogue between each member of the muslim community. this is usually one of the twelve sections of the quran which takes place between each other.,During each night of prayers which can last for up to two hours one member of the community who has memorized the entire Qur an will recite a part of the book.,1397,0.94836694,0.999439418,-3.709534407,0.953713742,0.918884039,-1.16304481
In addition to simple encoding modern Braille transcription uses contractions to increase reading speed.,in modern transcription transcription means that the fingers move rapidly to a different size.,In addition to simple encoding modern braille transcription uses contractions to increase reading speed.,1398,0.876074724,0.999484539,-4.655766964,0.972917651,0.973982453,-1.177997947
Cowboy Bebop was popular enough that the movie LRB Knockin on Heaven s Door RRB was commissioned and released in Japan in and later released in the United States as Cowboy Bebop The Movie in.,the movie was released in japan in and was released on vhs in the united states in the u s. s. and in the box office in the usa and in japan.,They were never released in the United States.,1399,0.662936296,0.996447921,-3.719963312,0.586615089,0.239507005,-3.480852604
Category LRB topology RRB in the context of Baire spaces,in mathematics lrb see category of categories rrb see category category rrb.,Category LRB topology RRB ,1400,0.929396033,0.481623024,-5.608733177,0.85021466,0.9651739,-2.244493246
It has been databased by the ORGANIZATION at the ORGANIZATION.,it is listed in organization for organization organization and the organization.,It has been put into a database by the ORGANIZATION at the ORGANIZATION.,1401,0.899421513,0.994524479,-4.979170322,0.924592047,0.501868129,-1.496112347
He is credited as being the creator of the first version of the periodic table of elements.,he was one of the first members of the organization. it was the first of the five periodic periodic periodic table of the periodic table.,He is said to be the main creator of the first version of the periodic table of elements.,1402,0.97288239,0.991965353,-3.317870617,0.781845986,0.999345601,-1.551506758
LOCATION s de facto capital is LOCATION and the biggest city is LOCATION.,location is the capital city of location and the capital of location.,The capital of LOCATION is LOCATION.,1403,0.899111798,0.468956947,-3.050858974,0.759128133,0.708116055,-1.893841863
Friesland is a province in the north of the Netherlands.,location is a municipality located in the dutch province of north west of location.,Friesland LRB Frysl cents n in Frisian Friesland in Dutch RRB is a province in the north of the Netherlands The capital of Friesland is Leeuwarden LRB Ljouwert in Frisian RRB.,1404,0.963895142,0.996521413,-3.996638298,0.90885855,0.931735277,-3.961830854
As the name implies these dolphins tend to be found in the open seas unlike the river dolphins although a few species such as the Irrawaddy dolphin are coastal or riverine.,the mollusca are a species of fish that live in the coastal waters of the location. these are mainly found in the southern parts of the country.,These dolphins usually live in the open seas unlike the river dolphins.,1405,0.745592727,0.995846987,-2.838739395,0.691075318,0.999941528,-1.554556489
then challenged PERSON to have a debate with her in order to complete the victory.,in number person tried to get a chance to challenge person and she tried to make a challenge.,Complete,1406,0.947485685,0.999779761,-4.478713036,0.779709041,0,-6.938884735
This LOCATION riot took place in LOCATION LOCATION LOCATION on NUMBER April NUMBER.,location riots in location location location july number number location location number april number location rrb was a violent riot in location.,After the riots,1407,0.959670484,0.976423383,-5.740046024,0.657160316,0,-4.785720825
World Showcase contains pavilions representing eleven countries click on the links below for more information about each.,there are many international competitions which are held at the world trade centre and location.,The World Showcase is split into areas called pavilions representing eleven countries.,1408,0.7672645,0.002980924,-4.249474525,0.814099201,0.999916613,-3.886816025
Preprint Its diameter is estimated at km LRB assuming albedo of. RRB making it the second largest irregular satellite of Uranus half the size of Sycorax the biggest irregular satellite of Uranus.,it is one of the largest asteroids in the world lrb number km rrb of diameter rrb. it has a diameter of number km lrb rrb and an average diameter of.,Preprint The diameter is estimated at km LRB assuming albedo of. RRB making it the second biggest non spherical moon of Uranus half the size of Sycorax the biggest non spherical moon of Uranus.,1409,0.729765302,0.866783977,-4.628598213,0.903304325,0.995302558,-1.834468365
Transport Cards were available as unlimited and social tickets.,some passengers were free to transfer to transport services. these were free and free.,All other tickets are Transport Cards LRB Smartcards RRB.,1410,0.955818951,0.885318577,-4.959947586,0.846590757,0.982230008,-6.200285435
Stowmarket is a small market town situated in Suffolk England on the busy A trunk road between Bury St Edmunds to the west and Ipswich to the southeast.,stourborough is a village in the suffolk part of suffolk in the north west of suffolk. it is situated in the village of the town of hamble to the north of the village.,Stowmarket is a town near the A road in Suffolk England.,1411,0.950893998,0.530024111,-3.997085571,0.767483149,0.897228241,-2.888620377
For ti is a commune located in Suceava County Romania.,suguri is a commune found in suceava county romania. it is found in vasu county vasuva county.,For ti is a commune found in Suceava County Romania.,1412,0.86059761,0.285025001,-4.729876041,0.887924641,0.708701611,-2.698227406
Patrick Sharp LRB born December RRB is a Canadian professional ice hockey player and alternate captain currently playing for the Chicago Blackhawks of the National Hockey League LRB NHL RRB.,jack gardiner lrb born january in ottawa ontario canada canada rrb is a canadian professional ice hockey centre for the chicago blackhawks of the national hockey league of canada.,Patrick Sharp LRB born December in Thunder Bay Ontario RRB is an NHL ice hockey center for the Chicago Blackhawks. He is currently a Alternate captain.,1413,0.889452157,0.999758244,-4.641739368,0.918429716,0.999924302,-2.411951303
Nesles is a commune in the Pas de Calais department in the Nord Pas de Calais region of France.,it is found in the region nord pas de calais in the pas de france department in the north of france.,It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,1414,0.896500826,0.994510829,-4.055877209,0.906687796,0.999533057,-1.399866462
According to the ORGANIZATION the city has a total area of NUMBER square miles LRB NUMBER km RRB of which NUMBER square miles LRB NUMBER km RRB of it is land and NUMBER square miles LRB NUMBER km RRB of it LRB NUMBER RRB is water.,location lrb number number km rrb is a city of number km lrb mi rrb. it has a total area of number square kilometres lrb land rrb and a total population of number million. it is the largest city in location.,LOCATION is a city of LOCATION in the LOCATION.,1415,0.751297635,0.972190559,-3.955312252,0.609571455,0.846057594,-3.690585136
it was built in.,it was built in. it was rebuilt in and was renamed.,It was built in.,1416,0.928762674,0.251922041,-2.316616297,0.946145597,0.999808788,-1.63117969
Nashville is the capital of the U.S. state of Tennessee and the county seat of Davidson County.,it is the county seat of the state of kentucky in the united states of america.,Nashville is the capital city of the U.S. state of Tennessee.,1417,0.74687279,0.922713578,-3.373749495,0.665357463,0.998874545,-1.550131202
