source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
PL does not have a holy book it has NUMBER PL Precepts which were announced by PERSON on September NUMBER NUMBER. These became the basic teachings of the ORGANIZATION.,it was founded as a result of the organization which was signed on number july number number.,On September NUMBER NUMBER he revealed the PL NUMBER Precepts the basic teachings of PL.,1376,0.460972083,0.881489217,-5.305193424,0.848727488,0.976596534,-2.629378557
See also Earl of ORGANIZATION of LOCATION LRB NUMBER creation RRB Earl of LOCATION Further reading PERSON PERSON.,person earl of location person lrb number rrb person of location rrb,Other pages Earl of ORGANIZATION of LOCATION LRB NUMBER creation RRB Earl of LOCATION Further reading PERSON PERSON.,1377,0.502302073,0.352954865,-5.326085091,0.140069467,0.999608517,-0.962432444
No life had ever been at risk ESPN Japanese figure skater Nobunari Oda banned from competition for drunken driving Figureskating and Oda apologized for this infraction.,after world war ii she was not allowed to compete in any sports event in the world.,Nobunari Oda is a figure skater from Japan.,1378,0.398637083,0.001739693,-4.469670773,0.563922,0.807237566,-1.819223046
In New Zealand for instance the description can be used to describe any film that has a duration longer than one minute and shorter than minutes.,in the movie the movie has a length of about number minutes and is longer than the length of film in which one movie can be shown in full length.,In New Zealand for instance the description can be used to describe any movie that has a duration longer than minute and shorter than minutes.,1379,0.85119319,0.999832273,-3.987673759,0.976717355,0.980379105,-1.014907479
LOCATION due to its proximity to the LOCATION frequently endures tropical weather systems which often are Hurricanes.,location is a tropical cyclone that can also be associated with hurricanes.,LOCATION is close to the LOCATION. This is why it often has tropical weather systems which often are Hurricanes.,1380,0.528937043,0.999180496,-2.672668219,0.941501737,0.997693777,-2.088561773
M cents r ani is a commune in LOCATION LOCATION with a population of NUMBER people. It is composed of a single village M cents r ani.,it is a commune of number people lrb number cents rrb.,M cents r ani is a commune found in LOCATION LOCATION.,1381,0.32491767,0.576869547,-5.400192261,0.314647889,0.766047299,-1.520820141
The Province of Perugia is the larger of the two provinces in the Umbria region of Italy comprising two thirds of both the area and population of the region. Its capital is the city of Perugia.,it is one of the largest rivers in the region of peru and the third largest in the country in the southern part of peru.,Perugia is a province in the region of Umbria in Italy.,1382,0.503035617,0.355173022,-3.249957323,0.38397206,0.997271717,-1.97795558
PERSON OIH LRB born NUMBER April NUMBER RRB is a Portuguese football central defender who is currently a free agent.,person lrb born number april number rrb is a ghanaian football player.,PERSON LRB born NUMBER April NUMBER RRB is a Portuguese football player.,1383,0.513904783,0.73231256,-4.446468353,0.551002756,0.839345157,-2.008469582
It is a letter from St. Paul to the church of Philippi.,it is dedicated to the holy roman church.,It is a letter to the church at Philippi in Macedonia from Saint Paul.,1384,0.623969857,0.000884172,-4.698732376,0.956220462,0.989705026,-2.802830696
The word ruminant comes from the Latin ruminare which means to chew over again.,the name is derived from the italian word mush. it comes from the latin mushcum.,The word ruminant comes from the Latin word ruminaire which means to chew over again.,1385,0.849938214,0.628584683,-4.151258469,0.975325286,0.999869943,-1.464199066
In LOCATION it is called kamrak and can be grown at up to NUMBER f in elevation.,it is grown in location location location and in location.,In LOCATION it grows up to NUMBER feet in elevation.,1386,0.586460277,0.035107139,-4.358977795,0.82670207,0.541951418,-2.766772985
He won another three PGA Tour events that year and on June in only his nd week as a professional rose to number one in the Official World Golf Rankings the fastest ever ascent to world No..,he was ranked world amateur in the world in july.,Official,1387,0.210724733,0.000987794,-4.080139637,0.726691037,0,-7.373887539
Musical elements that would later be used in the Roman Rite began to appear in the rd century.,in the early th century the term roman rite became more common in the celtic languages. in the roman era.,The sorts of songs which Catholics later sang in the Roman Rite started to appear in the rd century.,1388,0.876601875,0.230733961,-4.198467731,0.931801187,0.999917328,-3.463463068
The Vulgate LRB Latin RRB translation has Non occides i.e. Thou shalt not kill. ,the text of the text is unconfident but is not lrb rrb.,The Vulgate LRB Latin RRB translation has Non occides i.e. Thou shalt not kill.,1389,0.551241565,0.733868599,-5.573728561,0.975636911,0.999714494,-0.826052725
Observing the ORGANIZATION activities in LOCATION for more than fifty years PERSON concluded that this Church replaced the idea of service to God with service to the LOCATION i.e. to the government of Roman Pontificate in the role of world leader.,in number person became pope of the location and served as pastor of the organization.,Observing the ORGANIZATION activities in LOCATION for more than fifty years the author concludes that this Church replaced the idea of service to God by service to the LOCATION i.e. service to the government of the Roman Pontificate in the role of the world leader.,1390,0.279775016,0.10792385,-5.158444405,0.68876427,0.992188096,-1.326993585
His posthumous name literally means benign virtue.,he is also called the good son of heaven.,This emperors posthumous name literally means benign virtue. ,1391,0.686727009,0.999070168,-4.450991631,0.753105189,0.997157872,-2.842585564
An action adventure game developed by ORGANIZATION and published by ORGANIZATION for the Nintendo DS Phantom Hourglass was released in LOCATION in June NUMBER and in LOCATION LOCATION and LOCATION in October NUMBER.,it was released in number and was first released in location location location and location in number.,The game is played only using the touch screen on the Nintendo DS. The game was released in LOCATION on June NUMBER NUMBER and in the LOCATION on October NUMBER NUMBER.,1392,0.376768864,0.859658599,-3.791917324,0.837529138,0.972444177,-2.564173222
Topography It lies between and N. and and E. It is bounded on the east by Agror and on the south by LOCATION the range has a length of NUMBER to NUMBER miles from north to south and an elevation of NUMBER feet above sealevel.,it is on the east coast of location to the east and north west of location on the north side of the range.,Land PERSON lies next to Agror to the east by LOCATION to the south the range has a length of NUMBER to NUMBER miles from north to south and a height of NUMBER feet above sea level.,1393,0.360779612,0.446734786,-3.05843997,0.617092345,0,-1.935123682
Specifically it is located in the central portion of the southern LOCATION and on the north slope of the LOCATION.,it is located on the north side of the location and is north of the north end of the mountain.,Maps,1394,0.706498627,0.999089241,-2.31571126,0.31819779,0,-7.375099182
Some of his work still survives today more so than in the case of any other Presocratic philosopher.,he did not know what he was saying but he did do not know about the future of the church of portugal.,NUMBER NUMBER BC RRB was a Greek pre Socratic philosopher and a person who lived in LOCATION a Greek colony in LOCATION.,1395,0.804998696,9.32E-05,-4.442104816,0.804599188,0.958357275,-5.380616665
The club s home ground is Elland Road.,the club is home to the f. f. c.. they play at the home stadium.,They play their home matches at a stadium called Elland Road.,1396,0.861960053,0.769777536,-4.506748199,0.884141448,0.999884009,-2.329390526
During each night of prayers which can last for up to two hours each night usually one member of the community who has memorized the entire Qur an will recite a segment of the book.,after a few days of prayer each person will wake up with a prayer that will be recited by a group of people.,During each night of prayers which can last for up to two hours one member of the community who has memorized the entire Qur an will recite a part of the book.,1397,0.501317384,0.999600649,-2.978307962,0.953713742,0.918884039,-1.16304481
In addition to simple encoding modern Braille transcription uses contractions to increase reading speed.,in modern transcription transcription is used to write transcription and use hand held fingers.,In addition to simple encoding modern braille transcription uses contractions to increase reading speed.,1398,0.775074959,0.915129364,-5.038523674,0.972917651,0.973982453,-1.177997947
Cowboy Bebop was popular enough that the movie LRB Knockin on Heaven s Door RRB was commissioned and released in Japan in and later released in the United States as Cowboy Bebop The Movie in.,the movie was released in japan in and was first released in the united states in.,They were never released in the United States.,1399,0.345347559,0.902851105,-2.800502777,0.586615089,0.239507005,-3.480852604
Category LRB topology RRB in the context of Baire spaces,person lrb rrb is a category of mathematics of mathematics in the domain of topology.,Category LRB topology RRB ,1400,0.856496036,0.996482432,-4.464922428,0.85021466,0.9651739,-2.244493246
It has been databased by the ORGANIZATION at the ORGANIZATION.,it is listed in the database of organization. it is found in the organization.,It has been put into a database by the ORGANIZATION at the ORGANIZATION.,1401,0.831443787,0.646866083,-3.422683716,0.924592047,0.501868129,-1.496112347
He is credited as being the creator of the first version of the periodic table of elements.,he was one of the first people to propose the name of the elements.,He is said to be the main creator of the first version of the periodic table of elements.,1402,0.651380559,0.99922663,-2.255762815,0.781845986,0.999345601,-1.551506758
LOCATION s de facto capital is LOCATION and the biggest city is LOCATION.,location is the biggest city in location.,The capital of LOCATION is LOCATION.,1403,0.463933327,0.539988458,-2.862076283,0.759128133,0.708116055,-1.893841863
Friesland is a province in the north of the Netherlands.,it is a province in the north west of the netherlands.,Friesland LRB Frysl cents n in Frisian Friesland in Dutch RRB is a province in the north of the Netherlands The capital of Friesland is Leeuwarden LRB Ljouwert in Frisian RRB.,1404,0.797180089,0.416285843,-2.45243454,0.90885855,0.931735277,-3.961830854
As the name implies these dolphins tend to be found in the open seas unlike the river dolphins although a few species such as the Irrawaddy dolphin are coastal or riverine.,the rivers are called salamanders or rivers. they are found in the coastal areas of the location.,These dolphins usually live in the open seas unlike the river dolphins.,1405,0.463156327,0.999506533,-3.757644415,0.691075318,0.999941528,-1.554556489
then challenged PERSON to have a debate with her in order to complete the victory.,person challenged person to challenge person to a challenge with person and person.,Complete,1406,0.853235364,0.873348713,-3.576422453,0.779709041,0,-6.938884735
This LOCATION riot took place in LOCATION LOCATION LOCATION on NUMBER April NUMBER.,the march number riot occurred in location location location on number april number.,After the riots,1407,0.880675077,0.992473304,-4.898457527,0.657160316,0,-4.785720825
World Showcase contains pavilions representing eleven countries click on the links below for more information about each.,during the world cup games six countries from each country can enter the games.,The World Showcase is split into areas called pavilions representing eleven countries.,1408,0.544964627,0.001331716,-4.356072903,0.814099201,0.999916613,-3.886816025
Preprint Its diameter is estimated at km LRB assuming albedo of. RRB making it the second largest irregular satellite of Uranus half the size of Sycorax the biggest irregular satellite of Uranus.,it is the second largest moon of any star known to be a non spherical moon of uranus.,Preprint The diameter is estimated at km LRB assuming albedo of. RRB making it the second biggest non spherical moon of Uranus half the size of Sycorax the biggest non spherical moon of Uranus.,1409,0.353121846,0.034580197,-4.176575661,0.903304325,0.995302558,-1.834468365
Transport Cards were available as unlimited and social tickets.,as a pay per view the card was free and free to hire as well as free tickets.,All other tickets are Transport Cards LRB Smartcards RRB.,1410,0.868548572,0.999399841,-4.228099823,0.846590757,0.982230008,-6.200285435
Stowmarket is a small market town situated in Suffolk England on the busy A trunk road between Bury St Edmunds to the west and Ipswich to the southeast.,the village is a small town in the english county of norfolk near the river trent about km north west of the main road.,Stowmarket is a town near the A road in Suffolk England.,1411,0.634092941,0.999391735,-4.231755257,0.767483149,0.897228241,-2.888620377
For ti is a commune located in Suceava County Romania.,suceava is a commune. it is found in the region romania.,For ti is a commune found in Suceava County Romania.,1412,0.882284641,0.966986716,-2.988192081,0.887924641,0.708701611,-2.698227406
Patrick Sharp LRB born December RRB is a Canadian professional ice hockey player and alternate captain currently playing for the Chicago Blackhawks of the National Hockey League LRB NHL RRB.,he played for the ottawa senators of the national hockey league lrb nhl rrb. he currently plays with the ottawa red wings of the nhl hockey league with the cleveland barons.,Patrick Sharp LRB born December in Thunder Bay Ontario RRB is an NHL ice hockey center for the Chicago Blackhawks. He is currently a Alternate captain.,1413,0.747871244,0.970765591,-4.375816345,0.918429716,0.999924302,-2.411951303
Nesles is a commune in the Pas de Calais department in the Nord Pas de Calais region of France.,it is found in the region nord pas de calais in the pas de pas department in the north of france.,It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,1414,0.838859618,0.997252285,-4.135789871,0.906687796,0.999533057,-1.399866462
According to the ORGANIZATION the city has a total area of NUMBER square miles LRB NUMBER km RRB of which NUMBER square miles LRB NUMBER km RRB of it is land and NUMBER square miles LRB NUMBER km RRB of it LRB NUMBER RRB is water.,the area of the city is number square miles lrb number miles rrb.,LOCATION is a city of LOCATION in the LOCATION.,1415,0.224899773,0.931182981,-3.711560965,0.609571455,0.846057594,-3.690585136
it was built in.,it was built in in. it was rebuilt in.,It was built in.,1416,0.932324469,0.462205648,-2.260442495,0.946145597,0.999808788,-1.63117969
Nashville is the capital of the U.S. state of Tennessee and the county seat of Davidson County.,it is the capital city of the state of tennessee.,Nashville is the capital city of the U.S. state of Tennessee.,1417,0.443723203,0.998132706,-2.430275202,0.665357463,0.998874545,-1.550131202
The pitcher s mound was not moved back to its present position of until Young s fourth season he did not wear a glove until his sixth season.,after his return to the organization he started his first career career baseball career at shortstop.,The pitcher s mound was not moved back to its present position of feet six inches until Young s fourth season. He did not wear a glove until his sixth.,1418,0.595474155,0.00056259,-4.625260353,0.941611479,0.771536231,-1.535513282
Around BC they ceased to be used for the decoration of monumental buildings but were still shown on antefixes of smaller structures throughout the next century.,in the past ad ad ad was used as a decoration for large columns of columns.,Around BC they stopped being used to decorate monumental buildings but were still shown on parts of the roof tiles LRB antefix RRB of smaller buildings throughout the next century.,1419,0.39261044,0.255523622,-4.988003254,0.907047768,0.999785066,-3.465039968
Interview on YouTube YouTube.com Retrieved on The video was shot in the Los Angeles International Airport and at the Los Angeles Department of Transportation and was directed by John Hillcoat.,on the website of the video shoot for the los angeles angeles international airport was shot in los angeles california.,The video was shot at the Los Angeles International Airport.,1420,0.522530143,0.752888262,-3.88320756,0.83809313,0.950846374,-1.521761775
Fulacunda is a town located in the Quinara Region of Guinea Bissau.,it is found in the region curitiba in the bissau region of guinea.,Fulacunda is a town in center of Guinea Bissau.,1421,0.814747042,0.999151587,-4.008037567,0.793839466,0.561453521,-2.843853951
On the anterior side of the head are the maxilla and lower mandible for the mouth a pair of nostrils and two lidless eyes.,the other two sides are the mouth of the mouth and the nose and the mouth on each side.,On the top side of the fish there is a mouth a pair of nostrils and two lidless eyes.,1422,0.577469297,0.165628374,-3.317060709,0.874635756,0.967407167,-2.160332441
He served as Secretary of State from to.,he served as secretary of state from to.,He served in the House of Representatives LRB as Speaker RRB in the Senate and was Secretary of State.,1423,0.979591012,0.999900103,-1.594036102,0.846263766,0.009273722,-4.313778877
Capian is a commune in the LOCATION department in LOCATION in south western LOCATION.,it is found in the region location in the location department in the southwest of location.,Capian is a commune. It is found in the region LOCATION in the LOCATION department in the southwest of LOCATION.,1424,0.852485478,0.434252828,-4.114869595,0.957796931,0.991619766,-2.918226004
Yumi Matsutoya formerly known by her maiden name Yumi Arai also became a notable singer songwriter during this period by the variety of sounds she produced.,she is most famous for her work as a singer in the shojo series.,History Yumi Matsutoya Yumi Matsutoya also known as Yuming Yumi Arai or Karuho Kureta is considered by many the mother of modern day J Pop.,1425,0.339974599,0.00845349,-3.151600599,0.622245479,0.998830974,-4.224834919
Metallic bonding accounts for many physical properties of metals such as strength malleability ductility thermal and electrical conductivity opacity and luster.,the strength of iron is called strength and strength of metal as well as strength.,The metallic bond accounts for many physical characteristics of metals such as strength malleability ductility conduction of heat and electricity and luster.,1426,0.412770165,0.684100628,-4.314666748,0.919772209,0.999903381,-2.103350878
Popular histories usually refer to the joint reigns as those of PERSON and Mary.,they are known by the names of person and person.,Popular histories usually call their joint reigns as those of PERSON and Mary.,1427,0.503513131,0.297285467,-3.844703436,0.804126531,0.999314129,-1.642511845
The ORGANIZATION are an ORGANIZATION team based in LOCATION LOCATION.,the organization are an organization organization team based in location location.,The ORGANIZATION are a professional American football team based in LOCATION LOCATION.,1428,0.871623635,0.949783504,-3.753711224,0.831943828,0.777677536,-1.971265554
As a caricaturist Rodr guez Castelao focussed on the everyday in a humorous way although after experiencing the Spanish Civil War he turned to using his art to denounce the cruelties of Fascism in a collection of paintings.,he made a drawing of his drawings in which he showed him the drawings of his father and his father s father. he said that he wanted to paint a piece of art.,As a caricaturist Castelao focussed on the everyday in a humorous way although after the cruelty and tragedy of the Spanish Civil War he turned to using his art to denounce the misery of Fascism.,1429,0.560422782,0.004650705,-3.774509668,0.465386942,0.999777138,-1.785127163
During the Middle Ordovician there was a large increase in the intensity and diversity of bioeroding organisms.,during the th century there was a lot of diversity between species and species.,During the Middle Ordovician there was a large increase in bioeroding LRB shell and rock boring RRB organisms.,1430,0.600811724,0.969020963,-3.436154604,0.941370223,0.924158037,-4.140830517
The county was formed in from the western part of Macon County.,the county seat of orange county was macon. it was created in.,Clay County North Carolina southeast,1431,0.847594131,0.998589396,-4.5771842,0.790217258,0.004495137,-4.905348301
An abortion can occur spontaneously due to complications during pregnancy or can be induced in humans and other species. In the context of human pregnancies an abortion induced to preserve the health of the gravida LRB pregnant female RRB is termed a therapeutic abortion while an abortion induced for any other reason is termed an elective abortion.,a pregnancy is the result of a pregnancy lrb pregnancy rrb when pregnant is pregnant rrb is deprived of the right or sexual function of the female body.,This is called an induced abortion.,1432,0.350713336,0.972324371,-4.491133213,0.745531842,0.704648495,-3.784025908
Music in Theory and Practice Vol p..,in music music theory and music theory vol.,It lowers a note three semitones.,1433,0.841550171,0.523080826,-4.64064312,0.677580949,0.000662899,-6.918671131
The sleeve notes describe it as The Final Cut A requiem for the post war dream by PERSON music performed by PERSON.,the music of the band was written by person and person. it was arranged by person.,Notes,1434,0.582827189,0.083419427,-3.092283964,0.688364435,0,-7.017971039
It examines history from a global perspective.,it is about the history of the global globalisation.,Universal History World History or Global History examines history from a global perspective.,1435,0.899422526,0.497328192,-3.531871796,0.924374066,0.904602468,-3.325564146
Traditionally representing graziers farmers and rural voters generally it began as the ORGANIZATION but adopted the name ORGANIZATION in NUMBER and changed to its present name in NUMBER.,the organization was founded in number and later renamed to organization in number. it was called the organization and the organization.,It was first called the ORGANIZATION when it started in NUMBER and then became the ORGANIZATION in NUMBER. In NUMBER it became the ORGANIZATION.,1436,0.596576073,0.997529805,-3.846498013,0.595837185,0.996052146,-1.662850499
The Acolytes LRB Faarooq and Bradshaw RRB defeated WWF Tag Team Champions Edge and Christian by disqualification LRB RRB Edge and Christian were disqualified after Edge hit Faarooq with a tag title belt Edge and Christian retain the titles.,after the match the match ended in a rematch with edge edge and edge defeated the wwf champion christian hart and edge won the match.,The Acolytes LRB Faarooq and Bradshaw RRB beat WWF Tag Team Champions Edge and Christian by disqualification LRB RRB Edge and Christian were disqualified after Edge hit Faarooq with a tag title belt Edge and Christian kept the titles.,1437,0.440721487,0.999622583,-4.859563828,0.97035832,0,-0.66271162
It tells the story of a young British poet writer Christian LRB PERSON RRB who falls in love with the star of the ORGANIZATION cabaret actress and courtesan Satine LRB PERSON RRB.,person lrb born august number rrb is an english singer songwriter singer songwriter and singer. he is known for her singing roles as a cabaret singer.,It tells the story of a young British writer called Christian who falls in love with an actress called Satine the leading lady of the famous nightclub the ORGANIZATION.,1438,0.669395757,0.998064876,-4.609585285,0.880935408,0.999952078,-2.27519989
 ndash Meadowlark Lemon American basketball player,gladwalla american football player and soccer player., Meadlowlark Lemon basketball player,1439,0.790981531,0.984778702,-4.411134243,0.51507013,0.836775184,-4.594854355
Located in the LOCATION industrial area LOCATION adjoins LOCATION LOCATION Gladbeck and PERSON.,location is a town in location location location and location.,LOCATION is in the LOCATION industrial area It is next to LOCATION LOCATION Gladbeck and PERSON.,1440,0.533682457,0.016988248,-3.880033731,0.929916263,0.999252558,-1.681509018
The prime ministers of the LOCATION and the Dominions opposed the marriage arguing that the people would never accept her as queen.,the location and the king of the location supported the idea of a united kingdom. they supported the government of location.,As King he was Head of the ORGANIZATION and the ORGANIZATION did not support divorce at the time.,1441,0.805233628,0.999344826,-4.457778931,0.829480052,0.998402238,-3.842119217
 ndash Arnold Gesell American psychologist and pediatrician LRB d. RRB ,arnold arnold arnold r. arnold lrb born rrb was an american psychologist and author., Arnold Gesell psychologist pediatrician,1442,0.83128655,0.969017982,-4.503617764,0.79654888,0.969175279,-4.127459049
In June it was announced that a new single One More Chance would be released on August.,it was released on july number and was announced on july.,In June they announced that their new single is called One More Chance.,1443,0.555998699,0.192812741,-4.802984238,0.813969099,0.999942541,-2.49188447
H lmar rn Eyj lfsson LRB born NUMBER August NUMBER RRB is an Icelandic footballer who plays as a defender for ORGANIZATION.,he is the icelandic football player lrb born number august number rrb. he plays for organization and organization.,H lmar rn Eyj lfsson LRB born August NUMBER NUMBER RRB is an Icelandic footballer who plays as a defender for ORGANIZATION on loan from ORGANIZATION.,1444,0.742994716,0.688867211,-4.182110786,0.698720098,0.992787182,-1.271165133
PERSON LRB born December NUMBER NUMBER in LOCATION LOCATION RRB is an Italian football goalkeeper who currently plays for ORGANIZATION.,person lrb born number december number rrb is a football player. he plays for organization.,PERSON LRB born NUMBER December NUMBER RRB is an Italian football player.,1445,0.56587575,0.973478675,-4.305422783,0.636633861,0.987415731,-2.828517437
She and her three sisters grew up in large homes with several servants.,she had three children and three sisters who lived together.,There PERSON and her three sisters grew in a big house.,1446,0.744003477,0.999907553,-3.286850452,0.915604115,0.999563515,-4.993923187
The official story on the killing is that sometime around NUMBER or NUMBER he was playing in a juke joint when a man went on a shooting spree.,the band recorded a number of juke shoot around the location in number.,Son ORGANIZATION The Real Delta Blues LRB NUMBER Recordings RRB Blue Goose Records NUMBER ,1447,0.406168163,0.999883235,-5.813311577,0.720572597,0.039559767,-5.69052887
The Federation s president was Modibo Keita and its government was based in Dakar.,the federation of burkina faso was formed in when the country was divided into two states.,The Federation s prime minister was Modibo Keita and the government was in Dakar.,1448,0.819802642,0.001623059,-3.81054759,0.864982936,0.982708633,-1.756865263
During his second reign as WWE Tag Team Champion London and his partner Brian Kendrick became the longest reigning WWE Tag Team Champions since the title s creation.,he was the longest reigning wwe champion with wwe champion brian kendrick and the reigning world heavyweight champion triple h.,During his second reign as WWE Tag Team champion London and his partner Brian Kendrick became the longest reigning WWE Tag Team Champions since the title s creation.,1449,0.658375181,0.999515474,-3.950496912,0.97526603,0.999933064,-0.979786575
He has been usually regarded as one of the greatest thinkers in so called Practical Learning LRB Silhak RRB movement.,he was one of the most important scholars of modern thought lrb rrb. he was also the founder of the shifti movement.,He was also a thinker in the Practical Learning LRB silhak RRB.,1450,0.851053544,0.999732912,-3.679738522,0.896060631,0.993360519,-2.125363827
The population was at the census.,as of the year the population was.,The population is people as of.,1451,0.871595979,0.792653859,-3.494561434,0.920307822,0.998598278,-3.412745476
 LRB RRB Super Mario Deluxe for Game Boy Color Review.,super mario bros. lrb rrb is a game of nintendo ds game console.,Deluxe for the Game Boy Color.,1452,0.829977512,0.992949486,-4.796879768,0.81289262,0.804423511,-2.797226429
LOCATION LRB and nearby areas RRB may have been the early seat of the PERSON the founders of the early mediaeval empire of the Franks.,the location lrb location rrb was the capital of the early medieval location.,LOCATION LRB and nearby areas RRB may have been the early seat of the PERSON the founders of the modern Dutch and French nations.,1453,0.496602091,0.834234416,-4.556063175,0.923476786,0.999899566,-2.010823011
As of there were panda reserves in China compared to just reserves two decades ago.,in china there were about million pandas in china.,In there were panda reserves compared to two decades ago.,1454,0.51344748,0.868366241,-3.694352865,0.836674329,0.806954503,-2.194372892
Picasa is a software application for organizing and editing digital photos originally created by Idealab and owned by Google since.,images is a software application that is created by adobe creative and is used by adobe adobe and adobe creative.,Picasa is a software application for organizing and editing photos online. It was first created by Idealab but is now owned by Google.,1455,0.710449264,0.012365832,-3.714335442,0.954327311,0.999887109,-2.00795126
Around he worked at the lavabo of the Old Sacristy in San Lorenzo Florence.,in at the altar of the monastery he worked on the altar in the chapel of the franciscans at the monastery of cromadano.,Work at San Lorenzo,1456,0.841407239,0.997072518,-3.883214951,0.785312098,0.44780153,-4.671765804
 ndash Christy Brown Irish author LRB d. RRB ,brown lrb d. rrb lrb died rrb, Christy Brown author LRB d. RRB ,1457,0.52380463,0.256558537,-5.826476097,0.776253871,0.962549686,-2.17967701
March ndash The Clandestine Marriages Act of comes into force in England and Wales placing marriage in that jurisdiction on a statutory basis for the first time.,march march the marriage act of england and the civil union act of etc. is set up.,Instruction was suspended in and the school would be reopened in as Columbia College.,1458,0.429875549,0.996152341,-4.577097893,0.640641512,0.000410904,-4.667443275
A bill may also be introduced into parliament without formal government backing this is known as a private member s bill.,a bill is a bill passed by a member of parliament s house.,An Act may be introduced to parliament also by means of a private bill.,1459,0.409974288,0.924084485,-3.412091494,0.878650247,0.992487013,-3.14115119
Gr zillac is a commune in the Gironde department in south western France.,it is found in the region aquitaine in the gironde department in the southwest of france.,Gr zillac is a commune.,1460,0.836681247,0.999492109,-3.649085999,0.854750931,0.994347453,-5.205003262
According to research at ORGANIZATION cocoa powder has nearly twice the antioxidants of red wine and up to three times the antioxidants found in green tea.,in the united states it has grown more than half of its cocoa made by caffeine and caferic acid.,Cocoa has nearly twice the anti cancer antioxidants of red wine and up to three times those found in green tea.,1461,0.504091054,0.941590309,-5.038044453,0.569700385,0.910145044,-1.487769842
Viviers LRB also Viviers sur Rh ne RRB is a commune in the d partement of Ard che in southern France.,it is found in the region provence alpes c te d azur in the ard che d partement in southern france.,Viviers is a commune in the French d partement of Ard che.,1462,0.777715974,0.976844788,-4.665421009,0.541577063,0.976630092,-1.582818031
Most of the NUMBER or so species are marine with a few living in fresh water and a small number of terrestrial forms they are found in all marine habits and throughout the world s oceans.,they live in the fresh waters of the sea and the sea of tasmania.,They are found in all marine habitats and throughout the worlds oceans.,1463,0.279419419,0.997772813,-3.695832491,0.824353018,0.873989701,-2.281977654
It is no longer in common use except in regard to the volume of alcoholic spirits measures but it is also kept alive by the occasional reference such as in the cumulative song The Barley Mow.,the tune is usually sung in the tune of the jug jug jug. it is also used in the music of the irish and irish whiskey.,People dont use it much now.,1464,0.511434956,0.109967031,-4.061942577,0.769121408,0.000405618,-4.641696453
Oncology LRB from the Ancient Greek onkos LRB RRB meaning bulk mass or tumor and the suffix logy LRB RRB meaning study of RRB is a branch of medicine that deals with tumors LRB cancer RRB.,the brain tumor lrb also called brain tumor rrb is a type of tumor in which the brain or brain is either a tumor or a tumor in general.,Oncology is the medical sub speciality that deals with the study and treatment of cancer.,1465,0.58047948,0.995790005,-3.576600313,0.647483951,0.999636173,-2.96467948
The borough of the opera is a fictional village which shares some similarities with Crabbe s and later Britten s own home Aldeburgh on England s east coast around.,the isle of wight also known as isle s isle is an island in south east england on the coast of england.,Roles,1466,0.503586101,0.955245972,-4.214447021,0.713159946,0,-7.31152916
Epiphany supports tabbed browsing cookie management popup blocking and an extensions system via the Epiphany extensions package.,at the age of four it was supported by a new client zoeing client and a new windowing system that allows the user to download a new browser.,ANNOUNCEMENT Epiphany has tabbed browsing cookie management popup blocking and an extensions system.,1467,0.834730864,0.001939754,-4.242803574,0.905459487,0.991263628,-2.249233723
In August Bloc Party released their third studio record Intimacy.,in october the ep ep ep was released on their third studio album split ep.,In August the band released their third album Intimacy.,1468,0.880340219,0.480669856,-5.21901083,0.851979513,0.986267984,-1.867288232
Gregory James LeMond LRB born June RRB is a former professional road bicycle racer from the United States and a three time winner of the Tour de France.,he is best known for his career as a professional cyclist. he was a member of the united states national team.,Complete,1469,0.580751367,0.999601424,-2.783023119,0.704482795,0,-7.993778706
 ndash Space Race Launch of Sputnik I the first artificial satellite to orbit the Earth.,the first man to fly in space was named the space shuttle person., Launch of Sputnik I the first artificial satellite to orbit the Earth.,1470,0.605539344,0.092257738,-4.478742599,0.812606717,0.992246509,-1.34780097
The ten day event which bills itself as The Greatest Outdoor Show on Earth attracts over one million visitors per year and features the world s largest rodeo a parade midway stage shows concerts agricultural competitions chuckwagon racing and ORGANIZATION exhibitions.,the fairground is one of the largest outdoor events held at the world s largest outdoor event held in location.,The ten day event which calls itself The Greatest Outdoor Show on Earth brings over one million visitors every year and has the world s largest rodeo. It also has a parade rides stage shows concerts farming games and racing.,1471,0.34381321,0.908436954,-3.80425477,0.865535092,0.999957383,-2.646618605
Aksai Chin is one of the two main border dispute areas between India and the People s Republic of China the other dispute being the one over Arunachal Pradesh which is administered by India and claimed by China as South Tibet.,it is one of the two states of china china china is part of china. it is also administered by china china.,It is ruled by China but claimed by the Republic of India. Aksai Chin is one of the two main border disputes between India and China the other being the dispute over Arunachal Pradesh.,1472,0.365885173,0.311940193,-3.171285391,0.909217099,0.999834359,-2.000803232
To help compare orders of magnitude of different times this page lists times between seconds and seconds LRB millisecond and one second RRB.,in the middle of the book it takes about one tenth of an hour to make the difference between two and two seconds lrb times times times rrb.,This page lists times between seconds and seconds LRB millisecond to milliseconds RRB.,1473,0.841254419,0.99972564,-4.108612537,0.889042415,0.989866257,-1.413431644
