source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
While at the plantation PERSON meets PERSON another of PERSON s slaves.,person meets person on person s plantation. person is in contact with person and person. person enters with a slave.,At the plantation PERSON meets PERSON another black slave.,1202,0.94526583,0.999353349,-3.348657846,0.909620195,0.99576664,-1.814106822
Times Atlas of the World LRB LOCATION NUMBER present RRB ,the organization lrb o o rrb is a global circulation of the world s largest and largest continent in the world.,Times Atlas of the World LRB LOCATION present RRB ,1203,0.989486933,0.999700189,-5.667933941,0.921565526,0.994950891,-2.516585112
Each week the theme of these shows change offering four hours of each genre once every weeks in the same timeslot on BBC Radio and BBC Radio Xtra. Every week this is followed by My Top and Xtra s Best of the Week at am and am before daytime programs resume on BBC Radio and BBC Radio Xtra.,in addition to the bbc radio station xtrax.,Radio also has a sister station BBC Radio Xtra.,1204,0.132445751,0.993768454,-5.51629734,0.702163893,0.997789919,-2.79503417
Fibers are also used for illumination and are wrapped in bundles so they can be used to carry images thus allowing viewing in tight spaces.,the fibers are made up of fiber fibers that are made of fiber that passes through the fiber to the fibers.,Special fibers are used for this that change how they pass light through when there is a change around the fiber.,1205,0.70369558,0.022870485,-4.021175385,0.822185515,0.996939898,-5.431577682
The British WIM and author Cathy Forbes in her book Nigel Short Quest for the Crown LRB Cadogan RRB wrote that at no time in the bidding process was a conforming World Championship match bid actually received by FIDE.,the forbes forbes forbes. com. forbes.,Forbes Cathy.,1206,0.168783899,0.000307935,-5.177309513,0.768278847,0.0066306,-5.78057003
His fiction is characterized by an awareness of pop culture and irony.,he works as a writer and writer.,His fiction is full of irony.,1207,0.446402196,0.036938179,-3.386832714,0.891724078,0.688029349,-3.766946077
but is often also pronounced LRB My Sequel RRB.,wikipedia is a wiki which is widely used by many websites.,MediaWiki the software behind Wikipedia.,1208,0.972685099,0.000468589,-3.928929806,0.616465791,0.000192075,-5.338781357
Events of Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that will later be known as Muchalls Castle.,the castle is built on the north bank of the thames. it is now known as the castle.,Events Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that would later be known as Muchalls Castle.,1209,0.545192494,0.002259888,-3.465393305,0.938378668,0.985820234,-1.354077101
Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.,he was given the job of the chief justice of the united states from to.,Francis Hopkinson gave his help to the second committee that designed the Great Seal of the United States.,1210,0.622370604,0.000276105,-4.367124081,0.838208376,0.952522397,-1.60927701
league champs LRB O O RRB ,the lrb lrb d. rrb lrb rrb,div champs LRB RRB ,1211,1,0.160288528,-4.908780575,0.905976892,0.009250268,-4.797969818
Personnel per PERSON and PERSON ,the band has released several albums on the label.,Personnel,1212,1,0.000489946,-4.350720406,0.808785975,0,-8.273313522
He also works as an arranger and editor most notably LRB in his youth RRB of the extraordinarily successful Carols for Choirs anthology series in collaboration with Sir David Willcocks.,he is also a writer and director for the company.,Rutter also works as an arranger and editor.,1213,0.259256818,0.016605755,-3.552580833,0.697339674,0.103493489,-2.627154112
Slideshows are conducted by a presenter using an apparatus such as a carousel slide projector an overhead projector or in more recent years a computer running presentation software.,a slider is a slide show showing a small scale model of a large scale. it is used to show a large picture of a picture shown in a movie.,Slideshows are conducted by a presenter using an apparatus such as a slide projector an overhead projector or in more recent years a computer running presentation software.,1214,0.711029111,0.056775477,-3.274042845,0.927899651,0.985218167,-1.366048336
And because of their use of passionflowers as a host plant Variegated Fritillaries also have taxonomic links to the heliconians.,they are called variolas because they can be found in the flowers of other flowers.,Variegated Fritillaries use passionflowers as a host plant. Because of this Variegated Fritillaries have taxonomic links to the heliconians.,1215,0.619525993,0.995461762,-3.509494781,0.938143418,0.945809364,-0.940173984
In during the mixing stage of the band s demo album Mate.,on august the band started to record their first album in studio which was released on july.,In when the band finished recording their demo album Mate. In February during the mixing process of Mate.,1216,0.938996434,0.616589248,-4.111068726,0.898959331,0.99109596,-2.334816217
The orbit of Cupid differs only NUMBER km from the orbit of the larger moon PERSON.,it is about number km lrb number km rrb. it has a diameter of number km at the center of location.,The orbit of Cupid is only NUMBER km from the orbit of the bigger moon PERSON.,1217,0.975626469,0.000712358,-5.415275097,0.956805004,0.781259477,-1.172007799
PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,person lrb born number may number rrb was a spanish writer and playwright.,PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,1218,0.713591342,0.999835134,-5.016158104,0.773168224,0.988755047,-1.651359439
PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a retired Israeli football player and a businessman.,person lrb born number january number rrb is a former israeli football player.,PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a former Israeli football superstar player which played at LOCATION PERSON LOCATION ORGANIZATION.,1219,0.628413573,0.97812283,-4.61839819,0.652217101,0.999793351,-2.494026184
Lorenzo Jules Staelens LRB born April in Kortrijk RRB is a retired Belgian footballer and a current manager.,he has played for saint lucia national team.,Lorenzo Staelens LRB born April RRB is a former Belgian football player.,1220,0.358421699,0.001484742,-5.195785999,0.662663234,0.999825418,-2.055513144
Signatures must include at least one internal link to your user page user talk page or contributions page this allows other editors easy access to your talk page and contributions log.,the user can send a page to the user to the page which is on the page.,It is common practice to include a link to your user page or user talk page LRB often both RRB the default signature links to the user page. At least one of those two pages must be linked from your signature to allow other editors to find your talk page and changes log easily.,1221,0.370926326,0.001919404,-3.926271439,0.89572543,0.999158084,-4.005088329
A muffin is a type of bread that is baked in small portions.,sometimes a bread dough is a kind of bread made out of bread and vegetables.,A muffin is a small bread or cake like baked food.,1222,0.948161721,0.99890399,-3.31553483,0.911634594,0.999830544,-3.150021076
Cody Runnels LRB born June RRB is an American professional wrestler and actor better known by his ring name Cody Rhodes. Runnels is signed to World Wrestling Entertainment LRB WWE RRB where he wrestles on its SmackDown brand.,he is currently wwe champion lrb wwe rrb.,Cody Garrett Runnels LRB born June RRB better known by his ring name Cody Rhodes is an American professional wrestler currently signed by World Wrestling Entertainment LRB WWE RRB to its SmackDown brand.,1223,0.155987958,0.046971004,-4.926970482,0.350474609,0.999954879,-1.33015883
ORGANIZATION crews conducted backburning operations to ensure containment of the fire on NUMBER February warning residents of areas between LOCATION and Warragul about smoke from those fires.,the fire was started by person and person near location in location near location.,People between LOCATION and Warragul were warned about smoke from those fires.,1224,0.378649207,0.000163833,-5.505673885,0.871472792,0.762871981,-1.288456678
Aberdeen LRB RRB is a city in Grays Harbor County Washington United States founded by Samuel Benn in.,it was founded in and was renamed to aberdeen aberdeen scotland.,Aberdeen was founded by Samuel Benn in.,1225,0.542605258,0.034251247,-5.010074615,0.618422956,0.982759655,-1.403248191
Classification Icelandic is an Indo European language belonging to the North Germanic branch of the Germanic languages.,it is a language spoken by the speakers of the dialects of the language.,It is a Germanic language.,1226,0.571791641,0.002612748,-3.707746267,0.748093502,0.218772411,-3.090309143
PERSON LRB born NUMBER November NUMBER RRB is an Argentine and Israeli pianist and conductor.,person lrb born number november number rrb is a pianist and conductor.,PERSON LRB born LOCATION NUMBER November NUMBER RRB is a pianist and conductor.,1227,0.736547286,0.995591462,-3.639517307,0.893963706,0.994364619,-2.203663111
After its decline it was absorbed into the jungle but has been excavated and restored and is now a famous archaeological site attracting thousands of visitors.,references references link link link below link link,References,1228,0.317856423,0.010744517,-7.716539383,0.539036303,0,-7.623990536
The term was coined by Reformed Baptist pastor John Piper in his book Desiring God.,it was written by john baptist smith in the baptist bible.,This term was made by Baptist pastor John Piper in his book Desiring God.,1229,0.686865167,0.004285466,-4.558370113,0.969236672,0.605876863,-2.09348464
It is beautiful language if one can understand the depht of the language.,it is a language that can be understood as a language. it means that it is good for people.,Some people say it is a beautiful language if one can understand it well.,1230,0.976057649,0.98657918,-2.993188858,0.873720221,0.972787082,-2.370315075
 ndash A large piece of the chalk cliff at Beachy Head collapses into the sea.,wikipedia is one of the main articles of wikipedia. wikipedia is a wikipedia., Wikipedia starts as part of Nupedia.,1231,0.911975584,0.000691377,-4.741280079,0.7148786,0.154077545,-6.781158924
His ascent to fame picked up when he became a writer for the ORGANIZATION and later became a frequent guest on The Tonight Show.,it says that it is true that there is a lot of difference in things and what i think about it., It changed what I believe and what I think about everything.,1232,0.654003009,5.88E-05,-4.072928905,0.579261808,0.000171443,-5.276588917
A macroscopic view of a ball is just that a ball.,a ball is a ball that is not a ball lrb or balls rrb.,Examples A macroscopic view of a ball is just that a ball.,1233,0.875155807,0.151141703,-4.386145592,0.986973107,0.92577678,-2.363148689
The ORGANIZATION is an American television variety show hosted by British comedian and onetime pop singer PERSON.,some of the websites also have articles about other websites.,Other websites,1234,0.461814006,5.16E-05,-4.68268013,0.657063985,0.000205613,-7.038949966
They are a form of warm fuzzy they are free to give and they bring joy to the recipient.,they also have a lot of fun to give people they feel like they are special.,They are a form of warm fuzzy they are free to give and bring joy to the person who gets one.,1235,0.774178891,0.999769688,-3.77534771,0.964344864,0.999904156,-1.763217449
People who identify as zoophiles may feel their love for animals is romantic rather than purely sexual and say this makes them different from those committing entirely sexually motivated acts of bestiality.,some people say that animals do not want to touch animals. they do do not smell.,People who have it feel sexually attracted to animals.,1236,0.382209657,0.482723415,-4.477917194,0.816799119,0.999833405,-4.76218462
He currently fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,he is currently working for organization in the organization and in location.,He fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,1237,0.644397587,0.136101708,-3.632409334,0.900893751,0.997853041,-0.525307238
 the host often offered hints and suggestions when the panel was off in the wrong direction or when an answer might be misleading.,they thought that the idea of the story would be bad but it was too simple., the host offered hints and suggestions when the panel was quite lost or when an answer might make them lost.,1238,0.555860549,0.000398528,-4.474085331,0.917654749,0.963403523,-2.809970617
Artists brushes are usually given numbered sizes although there is no exact standard for their physical dimensions.,the artists were trained by painters such as brush painters.,Artists brushes,1239,0.493828172,0.541278601,-4.090370655,0.788828448,0.902100563,-6.481706142
The following season Warner was replaced as the Rams starting quarterback for good after fumbling six times in the team s opening day game against the New York Giants.,he started the season as a replacement for the late season quarterback kevin owens on the december number number.,He was replaced as the Rams main quarterback after he fumbling six times in the opener of the season against the New York Giants.,1240,0.643340283,0.01298973,-5.463522434,0.897477671,0.999465406,-2.045463085
Montreal to host All Star Game,february the world hockey league lrb nhl rrb is the annual winter olympics series., NHL Winter Classic,1241,1.000000119,0.80897665,-5.665510178,0.832126021,0.999835908,-5.420707703
The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was a member of the British royal family the third child and second daughter of Queen Victoria and Prince Albert of Saxe Coburg and Gotha.,the royal family was founded in and queen victoria became queen consort of the united kingdom through the marriage of the prince albert of wales.,The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was the second daughter of Queen Victoria and Prince Albert.,1242,0.527522336,0.998925745,-4.465259075,0.62093857,0.999945521,-1.140764952
Early career PERSON s master ORGANIZATION was one of the two most highly renowned painters of LOCATION the other being PERSON who worked mainly in LOCATION.,he worked in location location location and location in location where he worked as a painter.,He worked in LOCATION while the other famous painter PERSON worked mainly in LOCATION.,1243,0.538515815,0.855710208,-4.350862026,0.684629611,0.93285799,-2.22590518
The NUMBER mile stretch of standard gauge track and museum are owned and operated by the PERSON family assisted by a dedicated staff of volunteers.,the company has the following staff of volunteers and staff with the staff of the company. they have a staff of over number.,The NUMBER mile stretch of standard gauge track and museum are owned and operated by the Jolly family. They are assisted by a dedicated staff of volunteers.,1244,0.786486622,0.015112197,-4.247424126,0.687666199,0.943926036,-1.441159248
Puerto Plata LRB Silver Port RRB is one of the northern provinces of the Dominican Republic.,the city has a population of.,The municipalities and their municipal districts LRB M.D. RRB are ,1245,0.297940894,0.001455546,-4.254827499,0.567441117,0.991487622,-4.552624226
Meowth is one of the playable character in the Pok mon Mystery Dungeon games.,the pok pok mon is a fictional world of the mon mon mongo mon mon.,Meowth is one of the characters in the Pok mon Mystery Dungeon games.,1246,0.79727166,0.010143235,-4.781863213,0.842532426,0.79032886,-1.986358285
The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,the organization is the head of the organization for the location government.,The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION. He is concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,1247,0.353776974,0.245947912,-3.852236032,0.989881873,0.939092338,-0.719003797
A trademark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,it is also used to denote the use of a chemical symbol for the purpose of marking or marking or use of signs.,A trade mark identified by the symbols cents and or mark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,1248,0.563769325,0.814664423,-3.86742878,0.96782909,0.577712655,-2.363400221
Kenya s victories against Sri Lanka and Zimbabwe among others along with New Zealand s forfeit helped them get a Semi final berth against India the best result by an associate.,in the second half of the season the australian national team won the gold medal in which the team did not qualify for the world cup.,Kenya s victories over Sri Lanka and Zimbabwe among others and a forfeit by the New Zealand team which refused to play in Kenya because of security concerns enabled Kenya to reach the semi finals the best result by an associate.,1249,0.719953937,0.00148684,-3.642672777,0.915102458,0.999909282,-2.904960394
The Rashtriya Swayamsevak Sangh LRB RSS RRB LRB National Volunteer Organization or National Patriotism Organization RRB also known the Sangh is a right wing Hindu nationalist paramilitary volunteer and allegedly militant organization in India.,the political party is a political party in the state of gujarat.,Rashtriya Swayamsevak Sangh is a Hindu nationalist organization in India.,1250,0.242954157,0.320581317,-3.554167271,0.76634567,0.990455627,-0.804417968
A Transair Georgian Airlines Tu is shot down by a missile in Sukhumi Georgia.,it was destroyed in by a missile and killed by a mig in moscow oblast.,Tu is shot down by a missile in Sukhumi Georgia.,1251,0.85646987,0.967684627,-5.086393833,0.745212908,0.999108911,-1.220909715
PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician a statesman and a veteran of both the American Revolutionary War and the War of NUMBER.,person lrb june number number december number number rrb was a famous american soldier and author.,PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician statesman and veteran of both the American Revolutionary War and the War of NUMBER.,1252,0.511434259,0.997561336,-5.132260799,0.518181824,0.999953628,-0.867634237
A Cage of Nightingales LRB French La Cage aux rossignols RRB is a NUMBER French film directed by PERSON Dr ville.,it is a very successful film in which person and person play roles in the opera.,A Cage of Nightingales is a NUMBER French movie directed by PERSON ville. In French it is called ORGANIZATION aux rossignols.,1253,0.683705912,0.001646745,-4.373982906,0.899030214,0.875128448,-2.557795525
The film contains monologues of these women and dramatically highlights three verses of the Quran LRB and RRB that authorize mistreatment of women by showing them painted on women s bodies.,person also wrote about the writing of person and person.,The letter was also against LOCATION LOCATION the LOCATION and PERSON herself.,1254,0.276990897,0.000102784,-5.598867416,0.723942507,0.000476392,-5.079322338
Later the Galileo orbiter completed the imaging of LOCATION s surface.,it has been found to be a very close approach to location s surface and it orbits the planet saturn s moon.,Later the Galileo orbiter completed taking pictures of LOCATION s surface and a close flyby enabled it to constrain the LOCATION s internal structure and composition.,1255,0.938772917,0.000526722,-4.576572418,0.929031454,0.374101579,-3.06328249
History County councils were created by the Local Government Act NUMBER largely taking over the administrative functions of the unelected county courts of quarter sessions.,the administration of the cantons were divided between the departments of location and cantons of location.,They took over the administrative functions of the unelected Quarter Sessions.,1256,0.6064878,0.017243542,-4.551429272,0.814468313,0.890099883,-2.640249968
PERSON LRB A RRB link,organization number organization organization organization person organization organization.,ORGANIZATION link,1257,0.99999994,0.419066638,-6.080247402,0.838705719,0.640088558,-5.809902191
The history of the Constitution of Australia began with moves towards federation in the th century which culminated in the federation of the Australian colonies to form the Commonwealth of Australia in.,the australian nation of australia s first nation was formed in. it was one of the first australian colonies of australia.,The history of the Constitution of Australia began with moves towards federation in the th century. This led to the Australian colonies joining together to form the Commonwealth of Australian.,1258,0.589961885,0.993459642,-3.723009586,0.952204342,0.99988693,-1.480773091
Pf ffikon contains a total of twelve municipalities ,it has a population of number people lrb nd.,Pf ffikon contains municipalities ,1259,0.824354355,0.01959146,-6.009486675,0.878179874,0.796467304,-4.278181076
A gag is usually a device designed to prevent speech often as a restraint device to stop the subject from calling for help.,a person is a person who can see from a mouth to a person or other object.,A gag is any thing used to stop a person from speaking.,1260,0.579471102,0.004339217,-3.884363651,0.826086181,0.999835193,-2.646768332
The Italian Football Championship of NUMBER was a major event in the footballing history of LOCATION.,statistics of serie b in season number.,Statistics of Italian Football Championship in season NUMBER.,1261,0.344104203,0.010638438,-4.679722786,0.76776367,0.896613419,-3.014178038
Released under the GNU General Public License Squid is free software.,it is licensed under the gnu general public license.,It is licensed under the GNU General Public License.,1262,0.673234815,0.988541126,-3.071196556,0.884855125,0.936388969,-2.30384326
Lake PERSON was formed by the LOCATION during the ice age.,person person person and person joined the organization in number and they formed the organization.,PERSON ,1263,0.966115057,0.000333356,-5.491261959,0.799591091,0.003022167,-3.156330109
NUMBER LRB O O RRB LRB on line text RRB.,person person lrb born number april number rrb is a japanese film director.,JPG PERSON ,1264,0.939190984,0.004035682,-6.454461098,0.408772892,0.887010574,-8.119802475
In principle the term borough designates a self governing township although in practice official use of the term varies widely.,the borough is a borough of location in the united states.,In principle the term borough means a self governing township.,1265,0.433950514,0.005762517,-3.785940409,0.870548305,0.989215195,-1.85166347
It replaced the Nanjing based romanization systems that had been common until late in the th century.,the modern system of pinyin was introduced in the th century by the chinese census.,It replaced the Nanjing based romanization systems that was common until the late th century.,1266,0.801603,0.983670712,-3.102401257,0.971597125,0.95776552,-1.309178114
Two new characters Alejandro and Sierra joined the cast at the beginning of this season.,the band and the band are the members from the band matt mattus and matt mattie.,The names of the fictional players are Ezekiel Tyler Lindsay Noah Harold LeShawna Duncan Courtney Bridgette Alejandro Sierra Cody Heather Izzy DJ Gwen and Owen.,1267,0.876461322,0.000985247,-5.864672661,0.81977727,0.21178174,-5.390693188
Canobbio is a municipality in the circolo Vezia of the district of Lugano in the canton of Ticino in Switzerland It is not to be confused with Cannobio in nearby Italy.,it is found in the region picardia in the canton of ticino in switzerland.,Canobbio is a municipality of the district Lugano in the canton of Ticino in Switzerland It is not to be confused with Cannobio in nearby Italy.,1268,0.356011052,0.89453584,-3.234060764,0.5125673,0.991762161,-0.82460922
The axis of the mutual orbit of the two components points towards ecliptic coordinates LRB RRB LRB NUMBER NUMBER RRB with NUMBER degrees uncertainty.,the inclination and inclination of the planet lrb inclination rrb is the same as the inclinations of the sun lrb number rrb and the inclination of each side of the body.,The axis of the mutual orbit of the two asteroids points towards ecliptic coordinates LRB RRB LRB NUMBER NUMBER RRB with NUMBER degrees uncertainty.,1269,0.955026388,0.257840753,-4.038226604,0.960078371,0.997106731,-0.514136195
It is a remastered version of Ubuntu made with reconstructor.,it is made of plastic and is made from plastic.,It is made with reconstructor.,1270,0.74722506,0.000273998,-3.872277498,0.850789897,0.847418785,-2.116320133
ORGANIZATION NUMBER is an Italian commercial television channel on the ORGANIZATION network.,organization is a television network in location.,ORGANIZATION NUMBER is an Italian commercial television station on the ORGANIZATION network.,1271,0.503283372,0.210770324,-3.666120291,0.680071161,0.618921876,-1.476012349
The City of LOCATION also known simply as LOCATION is the capital city of the LOCATION on the Italian peninsula near the LOCATION.,location is a city of location in the location.,LOCATION is the capital of the tiny nation of LOCATION.,1272,0.336545285,0.687461078,-3.848683357,0.631541856,0.650639474,-2.42352438
LOCATION i Gradi ka Stara LRB LOCATION and Stara Gradi ka RRB is a Croatian song promoting the Usta e O. The lyrics celebrate the World War II crimes against the Serbs.,the organization lrb o o rrb is a croatian language band from location.,LOCATION i Gradi ka Stara is a Croatian song promoting the Usta e O. The lyrics celebrate the World War II crimes against the Serbs.,1273,0.369604051,0.9997769,-5.751583576,0.532399027,0.9910025,-0.835214078
He helped to shape the sound and look of heavy metal and is seen as being the person who first introduced horror imagery to rock n roll and whose stagecraft and showmanship have permanently transformed the genre.,he made many changes to the design and shape and shape of the instrument.,He helped to shape the sound and look of heavy metal.,1274,0.328409713,0.998350561,-3.821028709,0.525029532,0.999129713,-1.504450202
Originally started as an independent service in it became part of the MSN family in.,it was started in and started to build a factory in location.,It started in.,1275,0.705241988,0.02650412,-4.546634197,0.362448435,0.010210992,-4.265503883
 RRB Tout Metz retrieved June.,the city was once called a roman city. it was called the roman city of the romans.,There was a city here in Roman times that they called Divodurum.,1276,0.949305415,0.26373899,-3.67313838,0.742492835,0.000197834,-6.088008404
The LOCATION gets its name from the lucrative Chinese silk trade a major reason for the connection of trade routes into an extensive trans continental network.,it goes through the location to location and location.,In the LOCATION it goes to LOCATION and LOCATION.,1277,0.328578155,0.000203835,-5.755921841,0.782990999,0.000843168,-3.832300425
The dynasty was interrupted briefly by the Second Zhou Dynasty LRB October NUMBER NUMBER March NUMBER NUMBER RRB when Empress PERSON seized the throne becoming the first and only Chinese empress regnant ruling in her own right.,the organization was founded in number by king person the last ruler of the location.,The dynasty was interrupted for a short time by the Zhou Dynasty LRB RRB LRB NUMBER October NUMBER NUMBER March NUMBER RRB founded by Empress PERSON who managed to claim the throne becoming the first and only Chinese Empress.,1278,0.339349535,0.005956425,-5.551700115,0.756301124,0,-2.433363438
Her nationally syndicated talk show The PERSON airs throughout the LOCATION on ORGANIZATION.,her website is on the location in the united states.,Her nationally syndicated talk show The Laura Ingraham Show airs throughout the LOCATION on the ORGANIZATION.,1279,0.538020331,0.034329239,-4.432467937,0.943585681,0.922370911,-1.785720468
The Province of Florence is a province in the Tuscany region of Italy.,the city is located in the province of marche in the southern part of tuscany region of italy.,The Province of Florence LRB in Italian Provincia di Firenze RRB is a province in the Tuscany region of Italy.,1280,0.97340852,0.992705643,-3.14985466,0.964851539,0.464057833,-3.484467268
In LOCATION they do not cross the LOCATION and they are not found in LOCATION or the islands in between.,in the location it is found in location and location in location.,In LOCATION the LOCATION is not crossed and they are not found in LOCATION or the islands in between.,1281,0.590914786,0.393291801,-4.176221848,0.819682109,0.883877814,-1.747297525
Also Toy Story was released on that day in the same format which had a small feature on the Characters of Toy Story.,the movie is a story of two children s stories that are related to the toy factory.,It is a sequel to Toy Story and Toy Story.,1282,0.690576944,0.000609394,-4.017117977,0.844655523,0.045358222,-2.6833992
LOCATION has one of the highest standards of living in LOCATION and is a major industrial and agricultural center.,it has an area of about number km and has a population of.,It has with one of the highest standards of living in the country.,1283,0.454810503,0.001436213,-4.399006844,0.479796377,0.932602644,-2.389609814
A new second platform was built and the old platform was moved north by about m. For easy access to the platform a second pedestrian bridge was built.,the station was rebuilt as a station on the west side of the station.,A new second platform was built and the old platform was moved north by about m. All together the new station has four tracks.,1284,0.439682229,0.00183468,-3.040824175,0.409507257,0.649331331,-1.736322045
In January he received his first independent commission to paint an altarpiece in for the Chapel of St Bernard in the Palazzo Vecchio and The Adoration of the Magi in March for the Monks of San Donato a Scopeto.,in the second century the altarpiece was painted by giovanni battista giocco. the ceiling was painted in the fratta di trent.,In he had an important commission to paint an altarpiece for the Monks of San Donato a Scopeto. The painting was to be the Adoration of the Magi LRB The Three Wise Men RRB.,1285,0.584772236,0.11523927,-4.561724186,0.911568984,0.962019503,-2.868500471
The abbey was founded in by King David I of Scotland.,it was built in by the abbey of st. david. it was destroyed in.,It is a ruined Augustine Abbey and was built by David I of Scotland in.,1286,0.966927588,0.519318402,-4.347711086,0.479282838,0.999811172,-2.692778826
Birch and Birch Bark an article by John Zasada at a University of Minnesota site.,in a study by person of the university of iowa was published by the organization.,Birch and Birch Bark an article by John Zasada at an University of Minnesota site.,1287,0.952491641,0.824911773,-5.095142365,0.970169093,0.995512307,-1.740478992
Pernes l s Boulogne is a commune in the Pas de Calais department in the Nord Pas de Calais region of France.,it is found in the region nord pas de calais in the pas de nord department in the north of france.,Pernes l s Boulogne is a commune. It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,1288,0.755763988,0.981831729,-3.98246932,0.884776395,0.999453962,-1.9163692
He then transferred to Williams College in Williamstown Massachusetts where he was a brother of Delta Upsilon fraternity.,he was named the first baptist pastor of the phinitas.,He then transferred to Williams College in Williamstown Massachusetts where he was a brother of Delta Upsilon.,1289,0.380734445,0.013518393,-4.785346031,0.897535222,0.844061673,-1.219183564
is a Japanese football LRB soccer RRB player who currenttly plays for J. League side Cerezo Osaka.,it was released on october number number and released on the playstation number in japan., !,1290,0.764098012,0.00038318,-5.705539703,0.406553101,0,-7.600362778
The borough corporation was reformed by the Municipal Corporations Act and formed a municipal borough of the West Riding of Yorkshire until.,it was created in when the borough of sheffield became part of the metropolitan borough of leeds in.,Ripon was one of the boroughs reformed by the Municipal Corporations Act. It stayed a borough in the West Riding of Yorkshire until.,1291,0.702252133,0.980290234,-3.904695988,0.870946382,0.999911427,-2.025540829
Inflammation is stimulated by chemical factors released by injured cells and serves to establish a physical barrier against the spread of infection and to promote healing of any damaged tissue following the clearance of pathogens.,it is used to protect the cells of diseases caused by disease.,Inflammation is stimulated by chemical factors released by injured cells. It serves to establish a physical barrier against the spread of infection and to promote healing of any damaged tissue after the clearance of pathogens.,1292,0.250746716,0.337519407,-4.1201334,0.984834056,0.970611393,-0.946811378
LOCATION LRB or OED Online gives the pronunciation of LOCATION as Brit.,he was a member of the military forces of location.,History,1293,0.702497484,0.000222787,-4.465890408,0.743874537,0,-6.844604015
Inspiration LRB INSP RRB a worldwide family religious cable television network based in the Charlotte NC suburb of Indian Land SC,the album was recorded in location lrb location rrb. it was recorded at the stoma cathedral lrb rrb in location.,Inspiration LRB Yngwie J. Malmsteen album RRB released in ,1294,0.835597208,0.018588511,-5.663373947,0.78186585,0.001563784,-4.800061226
Ebisu was originally named Hiruko meaning leech child.,the japanese name was kojiki.,Ebisu was first named Hiruko meaning leech child.,1295,0.509837487,0.001531761,-4.458907604,0.96192101,0.952953756,-1.919760585
Libin is a municipality of Belgium.,in the early twentieth century there was a lot of interest in the idea of colouring.,Werkelijke,1296,0.954309523,0.000151306,-4.045232296,0.767352656,0,-5.665311337
was printed in several magazines and player s guides due to its perceived positive effect. Certain players attempted to sell tips on capturing MissingNo.,they tried to get away from the police and tried to hide them in a safe place as well as keep them from getting hurt.,was printed in a lot of magazines and player s guides due to its effect while some Pokemon players tried to sell real and fake tips for capturing MissingNo.,1297,0.666396884,0.008035867,-3.496170521,0.838087716,0.999839902,-3.054611206
PERSON Jr. LRB born June NUMBER NUMBER RRB is an attorney and public official who was the third person to occupy the post of LOCATION Secretary of Veterans Affairs.,person lrb born june number number rrb is an american politician and businessman. he was the location attorney general of the location.,PERSON Jr. LRB born June NUMBER NUMBER RRB is an attorney and public official who was the third LOCATION Secretary of Veterans Affairs.,1298,0.802329379,0.999786973,-4.516965389,0.943869981,0.976910114,-1.354981899
PERSON was born on a family estate in LOCATION LOCATION on August th NUMBER and spent her childhood at LOCATION.,her mother was the duchess of location and she lived at the castle.,She spent her childhood at the Ecsed Castle.,1299,0.532943019,0.99934727,-3.411438942,0.592358502,0.427143723,-5.009706497
Ai Kawashima born February in Sawara ku Fukuoka is a Japanese singer songwriter and pianist.,she is best known for playing the cello in the anime shintoi no mizuhara lrb born march rrb.,Ai Kawashima LRB born February in Fukuoka City Fukuoka Prefecture Japan RRB is a Japan singer songwriter.,1300,0.866036117,0.964759648,-5.363306522,0.79060051,0.99961561,-3.238443613
In general the chants were learned by the viva voce method that is by following the given example orally which took many years of experience in the Schola Cantorum.,person person lrb d. number rrb,PERSON Western Plainchant pp.,1301,0.179269981,0.000663069,-8.460739136,0.748002469,0.000810686,-8.765711784
