source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
The grey wolf or gray wolf LRB Canis lupus RRB also known as simply wolf is the largest wild member of the Canidae family.,it is also known as the red deer lrb or elk rrb. it is a species of deer.,The grey wolf or gray wolf LRB Canis lupus RRB also known as the timber wolf or simply wolf is a mammal of the order Carnivora.,1143,0.5441302696212393
The three Storegga Slides are considered to be amongst the largest known landslides.,the largest lake is one of the largest lakes that are known to many people.,The three Storegga Slides are amongst the largest known landslides.,1144,0.8693169802427292
The DVD features My Chemical Romance s final performance as The Black Parade from the Palacio de los Deportes in Mexico City Mexico on October and as My Chemical Romance from Maxwell s in Hoboken New Jersey on October.,the song was released on august in the united states on the mexican express in a concert in los angeles texas in the city of los angeles.,From the Palacio de los Deportes in Mexico City Mexico on October.,1145,0.5899925379578127
is traceable to NUMBER s LOCATION and is a descendant of the doublet game dating to at least NUMBER.,it is also known as number number number.,is thought to have developed in the NUMBER s in LOCATION It developed out of a prior game called the doublet game that dates to at least NUMBER.,1146,0.3928107690811157
Official discovery PERSON was first created on November NUMBER NUMBER at the ORGANIZATION f r Schwerionenforschung LRB ORGANIZATION RRB in LOCATION a northern suburb of LOCATION LOCATION by PERSON and PERSON under the direction of professor PERSON.,person lrb born number january number number in location location rrb is a german physicist working at the location in the location.,It was made at the ORGANIZATION f r Schwerionenforschung LRB ORGANIZATION RRB in LOCATION LOCATION.,1147,0.4928606565921537
The lake is divided between Glades Okeechobee Martin Palm Beach and Hendry counties.,it is the only state in the united states and is one of the few counties in the state of florida.,The lake is shared by Glades Okeechobee Martin Palm Beach and Hendry counties.,1148,0.9557149410247803
The M lik LRB Arabic RRB madhhab is one of the four schools of Fiqh or religious law within ORGANIZATION.,the mosque is one of the five mosques in the mosque of islam lrb islam rrb lrb lrb mosque rrb. it is also known for its mosque lrb fiq rrb of islam.,The PERSON LRB Arabic RRB madhhab is one of the four schools of Fiqh or religious law within Sunni Islam.,1149,0.9833963513374329
In LOCATION kart racing is administered by the ORGANIZATION on the behalf of ORGANIZATION and CAMS.,in location the organization is run by organization and organization.,In LOCATION kart racing is administered by the ORGANIZATION on the behalf of ORGANIZATION and ORGANIZATION LRB CAMS RRB.,1150,0.6385912913264651
Out of the twenty largest cities of LOCATION eleven including its capital LOCATION are situated in the LOCATION s drainage basin.,it is one of the largest cities in the location of location.,The LOCATION and its tributaries form the LOCATION river system which drains an area of about NUMBER million square kilometres in LOCATION.,1151,0.4391292638556902
The Civic Hall opened in NUMBER as the new seat of ORGANIZATION.,in number the organization opened in location. it became the home of organization.,When ORGANIZATION opened in NUMBER the council moved their offices into the new hall.,1152,0.9726329445838928
The ORGANIZATION is an orchestra in LOCATION LOCATION s capital.,the orchestra is a symphony orchestra in location location.,The ORGANIZATION is an orchestra in LOCATION Canadas capital.,1153,0.8616183837875724
While at ORGANIZATION he became more focussed on music for there he met the folk song collector PERSON and composer and folk song enthusiast PERSON.,in number he wrote a book about the folk folk music of location and location. person became interested in the music of person.,PERSON and PERSON made several trips into the English countryside to collect folk songs.,1154,0.8291051677755407
First published in LOCATION in NUMBER some consider it the first modern novel in LOCATION.,in location location is first published in location. it was first printed in number.,First published in LOCATION in NUMBER it was reprinted in LOCATION in NUMBER and some consider it the first modern novel in LOCATION.,1155,0.9019658486048381
Clive Barker BiographyClive Barker Biography Yahoo !,biography biography biography biographical biographical biographical biography biography magazine biography biography., LRB O O RRB The Great and Secret Show LRB first Book of the Art RRB ,1156,0.8672735691070557
Anti feminism is opposition to feminism in some or all of its forms.,anti feminism is a form of feminism. it is opposed to other forms of feminism or feminism.,There are also many other types of anti feminism.,1157,0.9312508702278137
 curie is a commune in the LOCATION department in the LOCATION region of LOCATION.,it is found in the region nord pas de calais in the location department in the north of location.,It is found in the region Nord Pas de Calais in the LOCATION department in the north of LOCATION.,1158,0.842578649520874
The LOCATION LRB in the LOCATION generally referred to as the LOCATION RRB is one of the four geographic regions within the LOCATION that are officially recognized by the ORGANIZATION.,the location is a region in the location region of location.,The LOCATION LRB or LOCATION RRB is a name for the north central states of the LOCATION.,1159,0.32076461807541223
Through a career that spanned NUMBER of her NUMBER years PERSON attained international stardom as an actress in musical and dramatic roles as a recording artist and on the concert stage.,in number she sang in a number number number and number film roles in the number and many other roles including the number number million and number years of entertainment including the organization.,PERSON LRB born PERSON June NUMBER NUMBER ndash June NUMBER NUMBER RRB was an American film actress and singer very famous for her role as PERSON in The Wizard of Oz LRB O O RRB.,1160,0.839614748954773
PERSON PERSON Jr. NUMBER September NUMBER.,person jr. person person lrb number september number number rrb was a japanese politician.,Formes et essence du socialisme LRB O O RRB ,1161,0.9459340572357178
The Flame Nebula designated as NGC and Sh is an emission nebula in the constellation Orion.,it is a nebula of nebula nebula located in the constellation of saturn. it is also known as the red nebula nebula.,The Flame Nebula also known as NGC is a nebula in the constellation Orion.,1162,0.9198473691940308
Amongst the many venues in which he has given concerts and recitals are the LOCATION in LOCATION the LOCATION in LOCATION ORGANIZATION and ORGANIZATION in LOCATION the LOCATION in LOCATION the PERSON in LOCATION and the Mozarteum in LOCATION.,in location the orchestra of location and location in location are in location location and the location.,Amongst the many places in which he has given concerts and recitals are the LOCATION in LOCATION the Th tre des Champs Elys es in LOCATION ORGANIZATION and ORGANIZATION in LOCATION the LOCATION in LOCATION the PERSON in LOCATION and the Mozarteum in LOCATION.,1163,0.40885913963160236
He was considered a man of good and loving character.,he was a good man and good hearted and good and kind.,He was a man who was good and loving.,1164,0.9481696486473083
Despite his short career in politics Milk became an icon in LOCATION and a martyr for gay rights according to ORGANIZATION professor PERSON.,in number person was elected as a political activist in location. he was also a member of the organization.,Milk became an icon in LOCATION and a martyr for gay rights according to ORGANIZATION professor PERSON.,1165,0.7418070201362882
Dendrites LRB from Greek d ndron tree RRB are the branched projections of a neuron that act to conduct the electrochemical stimulation received from other neural cells to the cell body or soma of the neuron from which the dendrites project.,the nematode lrb nephormosmosmosis rrb is a cell made of cells that are connected to the surrounding surface of the cell.,Dendrites are the branches of neurons that receive signals from other neurons and pass the signals into the cell body LRB or soma RRB.,1166,0.4712437180181344
During the NUMBER season cellist PERSON left the ensemble.,in number person left the organization. person was replaced by person.,Originally the cellist was PERSON.,1167,0.9661657214164734
In Britain commemorative stamps were issued.,in the british mint was issued in gold and cents were issued in.,Five commemorative stamps were also printed.,1168,0.9372761249542236
The mathematical expression that relates radioactive decay to geologic time is,this is how the universe is described by the classical mechanics of the earth.,The mathematical expression that relates radioactive decay to geologic time is ,1169,0.9703328609466553
Most were bipedal although at least one large form LRB Riojasaurus RRB was quadrupedal.,however there were two large large scale dinosaurs that could not be seen as large.,They were originally thought to be the ancestors of the sauropods but are now considered a parallel lineage.,1170,0.9290973619482983
PERSON hosted the prima LRB first production RRB of many famous operas and had a special relationship with PERSON.,person lrb born number may rrb was a famous italian opera singer who had one of the most important operas of her life.,Many famous operas were first performed at PERSON including some by PERSON.,1171,0.9591400623321533
At the LOCATION he released another NUMBER Iberian troops who showed reluctance to leave their homeland.,in number the spanish government moved their forces to location to live in location. they refused to leave location.,At the LOCATION he let go of another NUMBER Iberian troops.,1172,0.9570422172546387
February NUMBER ndash Spaniard PERSON founds LOCATION LOCATION.,number person location location location is located number miles from location.,February NUMBER Spaniard PERSON founds LOCATION LOCATION.,1173,0.8904851078987122
Ukiyo e prints were made using the following procedure ,in the uk the japanese made e. g. e.. e e.,They were made using woodblock prints.,1174,0.7636364546689121
Kingston pp ,p. p. mp mp mp pp.,Scaphoid,1175,0.974920392036438
Animals that have stately movements such as elephants whales and marsupial moles have internal testes and no scrotum.,there are some animals including mammals and mammals. they have a large head and hind legs.,Animals that have slow movements such as elephants whales and moles have internal testes and no scrotum.,1176,0.7280680470996433
Pieve di San Paolo in San Paolo erected as Palaeo Christian baptismal church remade in the th th centuries and then rebuilt in Romanesque style in the th century.,in the th century the church was rebuilt in trevium in the middle ages and was rebuilt as a church.,Pieve di San Paolo in San Paolo erected as Palaeo Christian baptismal church Pieve di Sant Eugenia al Bagnoro Pieve di San Donnino a Maiano at Palazzo del Pero LRB th th centuries RRB.,1177,0.5910877452956306
Also any dust in the SAL reflects sunlight cooling the air below it.,the wind in the air is cool and warm in the wind and the air outside is warm.,Also any dust which may be present within the SAL reflects solar radiation slightly cooling the atmosphere below it.,1178,0.9562435150146484
At peak times trains should be available in service an increase of trains over the current number of units.,in the summer of the number the station is expected to be increased to capacity for trains on the peak times of the day.,During peak times trains should be available in service. This will be an increase of trains over the current number of units of Tube Stock.,1179,0.9666574597358704
An unusually low sperm count not the same as low semen volume is known as oligospermia and the absence of any sperm from the semen is termed azoospermia.,the epiphysis is not the same as the normal normal normal ulcers but it is not as as a result of a very low ph of oxygen. it is also known as an epiphilia.,If there are an unusually low number of sperm in an ejaculation this is called oligospermia. If there are no sperm at all this is called azoospermia.,1180,0.9632043838500977
A number of territories are not included in ISO NUMBER because their currencies are LRB a RRB not per se an independent currency but a variant of another currency LRB b RRB a legal tender only issued as commemorative banknotes or coinage or LRB c RRB a currency of an unrecognized or partially recognized state.,as a result of the u. s. dollar lrb e. e. rrb a non currency currency issued by a bank lrb rrb is a separate part of the currency system lrb currency rrb.,A number of territories are not included in ISO NUMBER because their currencies are LRB a RRB not per se an independent currency but a variant of another currency LRB b RRB a legal tender only issued as commemorative banknotes and or coinage or LRB c RRB a currency of an unrecognized or partially recognized state.,1181,0.41866157369215007
December John Pell English mathematician LRB b. RRB ,james smith lrb d. rrb,December John Pell English mathematician LRB born RRB ,1182,0.41145177529408383
Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and M cheno dialects of German.,the main language of the austro bavarian dialect is the german language spoken by the german speakers of the german dialect.,Austro Bavarian is also used to refer to the dialect group which includes the Austro Bavarian dialect discussed here as well as the Cimbrian Hutterite German and M cheno dialects of Germany.,1183,0.6271312312474326
Ko skowola literally translates as Horse s Will.,koko koko is a horse that is nicknamed wok. it is thought to be o.,In October NUMBER the ghettos population was killed in a massacre carried out by German troops.,1184,0.9432331919670105
He studied with Wilhelm Mayer LRB who used the pseudonym of W. A. R my and also taught Ferruccio Busoni RRB and in went to Leipzig to study philosophy but soon devoted himself entirely to music entering the Conservatory in and also studying under Franz Liszt in Weimar he was among Liszt s later pupils.,he was also a member of the famous academy of music lrb rrb and was also the violinist of the symphony orchestra.,In he was Professor of the Franz Liszt Academy in Budapest.,1185,0.3246213408193179
On NUMBER December NUMBER PERSON was raised into the Spanish nobility by King PERSON I with the hereditary title of Marqu s de los ORGANIZATION de Aranjuez LRB English Marquess of the LOCATION RRB.,in number person was appointed governor of location in the location province of location lrb number rrb.,In NUMBER PERSON was raised to the nobility by King PERSON he was given the title Marqu s de los ORGANIZATION LRB PERSON of the LOCATION RRB.,1186,0.48638248927702155
When the C clef is placed on the fourth line of the staff it is called the tenor clef.,the bass is usually played on the left hand side of the bass.,The tenor clef is another C clef. Middle C is on the fourth line up.,1187,0.668339702972146
Hermann Ehrhardt founder and leader of Marinebrigade Ehrhardt and his deputy Commander Eberhard Kautter leaders of the Viking League refused to help Hitler and Erich Ludendorff in their Beer Hall Putsch and conspired against them.,he led the nsf in defeat of the nazi ss and the ss ss ss.,Hermann Ehrhardt who started the Marinebrigade Ehrhardt and his deputy Commander Eberhard Kautter did not want to help Hitler and Erich von Ludendorff in the Beer Hall Putsch.,1188,0.23740225149237593
PERSON LRB January NUMBER NUMBER August NUMBER NUMBER RRB was an influential German constructor of keyboard instruments.,person lrb august number number december number number rrb was a german composer.,PERSON LRB born PERSON NUMBER January NUMBER died LOCATION NUMBER August NUMBER RRB was a very important German builder of keyboard instruments.,1189,0.6281943395733833
Like them she was canonized as a martyr by the ORGANIZATION Outside LOCATION in NUMBER as a victim of Soviet oppression.,in number person became a symbol of the soviet union as a victim of the holocaust in location.,She was later canonized as a martyr by the ORGANIZATION Outside LOCATION in NUMBER for being hurt by the Soviet.,1190,0.6776323189338048
As a youth he worked in nearby mines as an analyst.,he worked as a mining engineer in location.,Works,1191,0.8213477368448295
Eventually he joined the league in NUMBER and became the president at the NUMBER session in LOCATION.,in number he joined the organization in location and was the secretary of the organization.,In NUMBER he became the president of the ORGANIZATION.,1192,0.8080515649059031
The town of El Puerto de Santa Maria is km north east of Cadiz across the bay of Cadiz and is best known for its ferry El Vaporcito which has been in operation for years carrying passengers to and from Cadiz to El Puerto.,the port of spain is located on the coast of the city of valencia and has been used by the spanish navy. it has been served by several ships.,The city of El Puerto de Santa Maria is north east of Cadiz across the Bay of Cadiz. It is best known for its ferry El Vaporcito which has been used for years.,1193,0.6309797461755674
Mat as Ariel Fern ndez LRB born May RRB is a Chilean footballer who plays for Sporting Clube de Portugal in Portugal s first division.,jose flores lrb born january rrb is a brazilian football player. he plays for benfica.,Total ,1194,0.5612499642727979
Jeff Burton is the younger brother of Ward Burton who is a former Sprint Cup driver.,he is also a former member of the sydney thunderbolts.,Jeff s Brother Ward Burton also drove in the Sprint Cup series.,1195,0.6082262609686171
He was succeeded as Lord Protector by his son PERSON.,he was succeeded by his son person as king of location.,After PERSON s death He was succeeded as Lord Protector by his son PERSON.,1196,0.9015911221504211
A butt plug is a sex toy designed to be inserted in the anus and rectum for sexual pleasure.,a penis is a part of the body that is used to hold a penis. it is used as a tool for the penis.,A butt plug is a sex toy which can be inserted into the anus or rectum.,1197,0.9742463827133179
After a win season in NUMBER NUMBER where V zina recorded a goals against average of NUMBER to again lead the league the ORGANIZATION reached the Stanley Cup Finals.,in number the organization won the stanley cup in number.,After a seventeen win season in NUMBER NUMBER where V zina recorded a goals against average of NUMBER to again lead the league the ORGANIZATION reached the Stanley Cup Finals.,1198,0.298874953660098
Point Hicks formerly called Cape Everard is a coastal headland on the eastern coast of Victoria Australia located within the Croajingolong National Park.,it is on the eastern coast of the island of tasmania on the south coast of tasmania.,Point Hicks once called Cape Everard is a coastal headland on the east coast of Victoria Australia. It is now a part of the Croajingolong National Park.,1199,0.49671527451159914
Verb infinitives in LOCATION most frequently end in ar or er.,in location in the location in location or in location lrb in location rrb is used in some cases.,Infinitives of verbs in the language ORGANIZATION have usually the ending ar or er.,1200,0.9674080014228821
The latter act prompted PERSON to join the chorus of voices in opposition to those taxes and also led to his entry into the Sons of Liberty a secret organization that was not afraid to use violence to oppose implementation of those and other unpopular Parliamentary measures.,in number he supported the organization of liberty and supported the rights of anti war movement against the organization and supported support of the organization. they were also opposed to the organization s support for the war.,The latter act prompted PERSON to join the opposition to those taxes and also led him to join the ORGANIZATION a secret organization that was not afraid to use violence to oppose those and other unpopular Parliamentary measures.,1201,0.8115687175230546
While at the plantation PERSON meets PERSON another of PERSON s slaves.,person s wife person marries person at person s house.,At the plantation PERSON meets PERSON another black slave.,1202,0.7189345745973184
Times Atlas of the World LRB LOCATION NUMBER present RRB ,location lrb location rrb is a world history map of location.,Times Atlas of the World LRB LOCATION present RRB ,1203,0.9894869327545166
Each week the theme of these shows change offering four hours of each genre once every weeks in the same timeslot on BBC Radio and BBC Radio Xtra. Every week this is followed by My Top and Xtra s Best of the Week at am and am before daytime programs resume on BBC Radio and BBC Radio Xtra.,it is broadcast on the bbc one and bbc one on bbc one every week on the week of the week. this is one of the most popular programs on the radio station xm.,Radio also has a sister station BBC Radio Xtra.,1204,0.47742073098680965
Fibers are also used for illumination and are wrapped in bundles so they can be used to carry images thus allowing viewing in tight spaces.,they are made of fibers that can be used to hide objects in light and hide them in light to protect their eyes.,Special fibers are used for this that change how they pass light through when there is a change around the fiber.,1205,0.7368887680039989
The British WIM and author Cathy Forbes in her book Nigel Short Quest for the Crown LRB Cadogan RRB wrote that at no time in the bidding process was a conforming World Championship match bid actually received by FIDE.,in the first round of the fide world chess championship the naughton lrb fide rrb was contested by two players at the same time by the fide fide world federation lrb no rrb.,Forbes Cathy.,1206,0.7684109073630127
His fiction is characterized by an awareness of pop culture and irony.,his writing is based on his childhood experiences and his personal experiences of childhood and childhood.,His fiction is full of irony.,1207,0.9765048027038574
but is often also pronounced LRB My Sequel RRB.,it is also called the lrb o o rrb.,MediaWiki the software behind Wikipedia.,1208,0.703644539447541
Events of Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that will later be known as Muchalls Castle.,he is said to build a large castle at the town of stourbridge.,Events Thomas Fraser obtains lands in Aberdeenshire upon which he starts the building of a towerhouse that would later be known as Muchalls Castle.,1209,0.40725222449974724
Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.,he was the first to make the seal of the united states to use of the seal.,Francis Hopkinson gave his help to the second committee that designed the Great Seal of the United States.,1210,0.6486679539084435
league champs LRB O O RRB ,o o lrb o o o rrb,div champs LRB RRB ,1211,0.6538461538461539
Personnel per PERSON and PERSON ,person person person and person served in the united states.,Personnel,1212,1.0
He also works as an arranger and editor most notably LRB in his youth RRB of the extraordinarily successful Carols for Choirs anthology series in collaboration with Sir David Willcocks.,he is also a member of the bbc symphony orchestra and has worked as a chamber musician in the united kingdom.,Rutter also works as an arranger and editor.,1213,0.5767141458150502
Slideshows are conducted by a presenter using an apparatus such as a carousel slide projector an overhead projector or in more recent years a computer running presentation software.,a computer system is a computer used by a computer scientist by a scientist who is working as a computer engineer. this is a special case of a computer.,Slideshows are conducted by a presenter using an apparatus such as a slide projector an overhead projector or in more recent years a computer running presentation software.,1214,0.7946795943033629
And because of their use of passionflowers as a host plant Variegated Fritillaries also have taxonomic links to the heliconians.,some of these species are often used as a food source for many species of plant life such as the ralligerae and variegata.,Variegated Fritillaries use passionflowers as a host plant. Because of this Variegated Fritillaries have taxonomic links to the heliconians.,1215,0.9106285683810711
In during the mixing stage of the band s demo album Mate.,in the s s the band s band s demo was joined by guitarist person in the studio.,In when the band finished recording their demo album Mate. In February during the mixing process of Mate.,1216,0.938996434211731
The orbit of Cupid differs only NUMBER km from the orbit of the larger moon PERSON.,the largest moon of the moon is the smaller than the smaller moon person.,The orbit of Cupid is only NUMBER km from the orbit of the bigger moon PERSON.,1217,0.8580811109887547
PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,person lrb born number may number number rrb was a spanish operatic tenor and operatic tenor.,PERSON y Bellvis LRB NUMBER July NUMBER NUMBER RRB was a Spanish dramatist of the Spanish Golden Age.,1218,0.8968107405275402
PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a retired Israeli football player and a businessman.,person lrb born number january number in location location rrb is a former israeli football player.,PERSON LRB born February NUMBER NUMBER in LOCATION RRB is a former Israeli football superstar player which played at LOCATION PERSON LOCATION ORGANIZATION.,1219,0.797601842880249
Lorenzo Jules Staelens LRB born April in Kortrijk RRB is a retired Belgian footballer and a current manager.,he is a former belgian football player.,Lorenzo Staelens LRB born April RRB is a former Belgian football player.,1220,0.31769196026855046
Signatures must include at least one internal link to your user page user talk page or contributions page this allows other editors easy access to your talk page and contributions log.,on the internet users have to have a user account to view wikipedia wikipedia and wikipedia articles. wikipedia does not include wikipedia articles or wikipedia.,It is common practice to include a link to your user page or user talk page LRB often both RRB the default signature links to the user page. At least one of those two pages must be linked from your signature to allow other editors to find your talk page and changes log easily.,1221,0.8531305491924286
A muffin is a type of bread that is baked in small portions.,it is made of bread flour and bread and bread is made from bread.,A muffin is a small bread or cake like baked food.,1222,0.9481617212295532
Cody Runnels LRB born June RRB is an American professional wrestler and actor better known by his ring name Cody Rhodes. Runnels is signed to World Wrestling Entertainment LRB WWE RRB where he wrestles on its SmackDown brand.,he is also known for his wrestling career in the wwe championship wrestling lrb wwe rrb and is best known for winning the wwe tag team championship for his career.,Cody Garrett Runnels LRB born June RRB better known by his ring name Cody Rhodes is an American professional wrestler currently signed by World Wrestling Entertainment LRB WWE RRB to its SmackDown brand.,1223,0.6201472481091818
ORGANIZATION crews conducted backburning operations to ensure containment of the fire on NUMBER February warning residents of areas between LOCATION and Warragul about smoke from those fires.,in location the fire of the organization was reported that the fire was caused by fire on location s location on august number number by fire chief person on location.,People between LOCATION and Warragul were warned about smoke from those fires.,1224,0.7711514331283369
Aberdeen LRB RRB is a city in Grays Harbor County Washington United States founded by Samuel Benn in.,elwall is a city of new york new york in the united states.,Aberdeen was founded by Samuel Benn in.,1225,0.5002142226341927
Classification Icelandic is an Indo European language belonging to the North Germanic branch of the Germanic languages.,it is a language spoken by the germanic languages of the indo aryan branch of the germanic branch of germanic.,It is a Germanic language.,1226,0.8735705624107554
PERSON LRB born NUMBER November NUMBER RRB is an Argentine and Israeli pianist and conductor.,person lrb born number october number rrb is a argentine composer and composer.,PERSON LRB born LOCATION NUMBER November NUMBER RRB is a pianist and conductor.,1227,0.8312462222191596
After its decline it was absorbed into the jungle but has been excavated and restored and is now a famous archaeological site attracting thousands of visitors.,it was also found in the area of the volcano and has been found in several places.,References,1228,0.5012351281987796
The term was coined by Reformed Baptist pastor John Piper in his book Desiring God.,the hymn was written in the genesis of the genesis sermon in.,This term was made by Baptist pastor John Piper in his book Desiring God.,1229,0.7223926761064186
It is beautiful language if one can understand the depht of the language.,it is a language spoken in the language of the language.,Some people say it is a beautiful language if one can understand it well.,1230,0.7487565523957552
 ndash A large piece of the chalk cliff at Beachy Head collapses into the sea.,the beach is a beach at the bottom of the reef at the end of the beach., Wikipedia starts as part of Nupedia.,1231,0.840912551451952
His ascent to fame picked up when he became a writer for the ORGANIZATION and later became a frequent guest on The Tonight Show.,he was one of the most famous stars of the late s. he was also a member of the organization., It changed what I believe and what I think about everything.,1232,0.6400880515575409
A macroscopic view of a ball is just that a ball.,a ball is a ball with a ball. the ball is not a ball but a ball ball.,Examples A macroscopic view of a ball is just that a ball.,1233,0.8751558065414429
The ORGANIZATION is an American television variety show hosted by British comedian and onetime pop singer PERSON.,the comedian comedian person is an american comedian and comedian.,Other websites,1234,0.4996676128522485
They are a form of warm fuzzy they are free to give and they bring joy to the recipient.,they are glad that they are warm and warm. they are very warm.,They are a form of warm fuzzy they are free to give and bring joy to the person who gets one.,1235,0.6399878832426938
People who identify as zoophiles may feel their love for animals is romantic rather than purely sexual and say this makes them different from those committing entirely sexually motivated acts of bestiality.,they are thought to be sinful because they are attracted to animals.,People who have it feel sexually attracted to animals.,1236,0.3248782088455645
He currently fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,he currently plays in the organization in the location.,He fights as a welterweight in the ORGANIZATION and in independent ORGANIZATION promotions in the LOCATION.,1237,0.46028399059915137
 the host often offered hints and suggestions when the panel was off in the wrong direction or when an answer might be misleading.,in the discussion the speaker said that the audience would have to ask questions about the question that they thought were wrong. this was because the question was wrong., the host offered hints and suggestions when the panel was quite lost or when an answer might make them lost.,1238,0.9634916186332703
Artists brushes are usually given numbered sizes although there is no exact standard for their physical dimensions.,they are not allowed to touch their body except for the size of the body.,Artists brushes,1239,0.6008242762607077
The following season Warner was replaced as the Rams starting quarterback for good after fumbling six times in the team s opening day game against the New York Giants.,in the fall of the season he started the defensive line at the end of the first half of the regular season.,He was replaced as the Rams main quarterback after he fumbling six times in the opener of the season against the New York Giants.,1240,0.6091806221151067
Montreal to host All Star Game,the canadian hockey league will host the canadian professional hockey tournament., NHL Winter Classic,1241,1.0000001192092896
The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was a member of the British royal family the third child and second daughter of Queen Victoria and Prince Albert of Saxe Coburg and Gotha.,she was born on october and was the second and youngest daughter of the prince of wales and the wife of prince george of saxe weimar and saxe weimar.,The Princess Alice LRB Alice Maud Mary Princess Louis and Grand Duchess of Hesse and by Rhine by marriage April December RRB was the second daughter of Queen Victoria and Prince Albert.,1242,0.5420746764755974
Early career PERSON s master ORGANIZATION was one of the two most highly renowned painters of LOCATION the other being PERSON who worked mainly in LOCATION.,person was one of the most famous painters of location s history.,He worked in LOCATION while the other famous painter PERSON worked mainly in LOCATION.,1243,0.37237795690695447
The NUMBER mile stretch of standard gauge track and museum are owned and operated by the PERSON family assisted by a dedicated staff of volunteers.,the organization is owned by the organization and the organization. this is a group of volunteers working on the organization on the care of children.,The NUMBER mile stretch of standard gauge track and museum are owned and operated by the Jolly family. They are assisted by a dedicated staff of volunteers.,1244,0.932367205619812
Puerto Plata LRB Silver Port RRB is one of the northern provinces of the Dominican Republic.,puerto rico is a country of the dominican republic.,The municipalities and their municipal districts LRB M.D. RRB are ,1245,0.5239650198946829
Meowth is one of the playable character in the Pok mon Mystery Dungeon games.,it is one of the main main characters in the game pok pok mon mong pok ko mon.,Meowth is one of the characters in the Pok mon Mystery Dungeon games.,1246,0.9301502704620361
The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,the organization also includes the organization and the organization of the organization.,The LOCATION Secretary of the ORGANIZATION is the head of the ORGANIZATION. He is concerned with finance and monetary matters and until NUMBER some issues of national security and defense.,1247,0.40891104739015277
A trademark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,a brand is a brand of products that are marketed to people who want to sell goods such as goods or products made by other products such as products or food products.,A trade mark identified by the symbols cents and or mark is a distinctive sign or indicator used by an individual company or other entity to identify its products or services and to distinguish them from those of other producers.,1248,0.8534122809119846
Kenya s victories against Sri Lanka and Zimbabwe among others along with New Zealand s forfeit helped them get a Semi final berth against India the best result by an associate.,as a result of the match in the united states the country s most successful team was to lose to the pakistan s s s.,Kenya s victories over Sri Lanka and Zimbabwe among others and a forfeit by the New Zealand team which refused to play in Kenya because of security concerns enabled Kenya to reach the semi finals the best result by an associate.,1249,0.6225165623155507
The Rashtriya Swayamsevak Sangh LRB RSS RRB LRB National Volunteer Organization or National Patriotism Organization RRB also known the Sangh is a right wing Hindu nationalist paramilitary volunteer and allegedly militant organization in India.,the lrb lrb o rrb is a political party based in the south central region of south south central asia.,Rashtriya Swayamsevak Sangh is a Hindu nationalist organization in India.,1250,0.3775133816793622
A Transair Georgian Airlines Tu is shot down by a missile in Sukhumi Georgia.,it crashed in a soviet air force jet flight in a russian air force.,Tu is shot down by a missile in Sukhumi Georgia.,1251,0.8197640180587769
PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician a statesman and a veteran of both the American Revolutionary War and the War of NUMBER.,person lrb july number number may number number rrb was an american soldier and soldier. he was a member of the organization.,PERSON LRB February NUMBER NUMBER June NUMBER NUMBER RRB was an American physician statesman and veteran of both the American Revolutionary War and the War of NUMBER.,1252,0.6523396162425771
A Cage of Nightingales LRB French La Cage aux rossignols RRB is a NUMBER French film directed by PERSON Dr ville.,in number the french film lrb number rrb is a french film directed by person. it was directed by jean de la tournay.,A Cage of Nightingales is a NUMBER French movie directed by PERSON ville. In French it is called ORGANIZATION aux rossignols.,1253,0.965734601020813
The film contains monologues of these women and dramatically highlights three verses of the Quran LRB and RRB that authorize mistreatment of women by showing them painted on women s bodies.,the women in the film are portrayed by the women of men lrb women rrb and women lrb men rrb who are shown to see the women and women in their bras and braes.,The letter was also against LOCATION LOCATION the LOCATION and PERSON herself.,1254,0.7629398394514013
Later the Galileo orbiter completed the imaging of LOCATION s surface.,the satellite s discovery of the space probe s spacecraft was the first imaging of the spacecraft s spacecraft s surface.,Later the Galileo orbiter completed taking pictures of LOCATION s surface and a close flyby enabled it to constrain the LOCATION s internal structure and composition.,1255,0.9387729167938232
History County councils were created by the Local Government Act NUMBER largely taking over the administrative functions of the unelected county courts of quarter sessions.,the county administrative division was created in number by the act of number. the county court was created from the county of counties rrb.,They took over the administrative functions of the unelected Quarter Sessions.,1256,0.7935354390809702
PERSON LRB A RRB link,person lrb born number rrb is a canadian politician.,ORGANIZATION link,1257,0.9999999403953552
