source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
simplify: Star Trek : The Animated Series is an animated science fiction television series set in the Star Trek universe following the Star Trek : The Original Series of the NUMBER@1 .,['Star Trek : The Animated Series is an animated science fiction television series.'],Star Trek is a animated science fiction television series created by PERSON@1 that is based on and contiunes the story of the original series .,809,0.433135564
"simplify: They originally found great popularity among ranchers of the American Southwest , testament to the hardiness of the breed ; while originating in cool , moist Britain , they have proven to thrive in much harsher climates on nearly every continent .","['They originally found great popularity among ranchers of the American Southwest, testament to the hardiness of the breed. While originating in cool, moist Britain, they have proved to thrive in much harsher climates on nearly every continent.']","This is a testament to the hardiness of the breed ; while originating in cool , moist Britain , they have thrived in much harsher climates . The breed has adapted to a wide range of climates on nearly every continent .",810,0.803110819
"simplify: The charter shows that Weston controlled the crossings of the Trent at , Weston Cliff , King 's Mills and Wilne .","[""The charter says that Weston controlled the crossings of the Trent at, Weston Cliff, King's Mills and Wilne.""]",The document shows that Weston owned the crossings of the River Trent .,811,0.861944408
"simplify: Starting in the late NUMBER@1 inkjet printers that could reproduce digital images generated by computers were developed , mainly by ORGANIZATION@1 , ORGANIZATION@2 and ORGANIZATION@3 .","['Starting in the late NUMBER@1 inkjet printers that could reproduce digital images generated by computers were developed, mainly by ORGANIZATION@1 and ORGANIZATION@2.']",An Inkjet printer is a printer for computers .,812,0.8426348
"simplify: October 27 -- King James II of England fires minister Robert Spencer , 2nd Earl of Sunderland .","['October 27 -- King James II of England fires minister Robert Spencer, 2nd Earl of Sunderland.']","October 27 - King James II of England fires his minister Robert Spencer , 2nd Earl of Sunderland .",813,0.896282755
"simplify: ORGANIZATION@1 made a deal with PERSON@1 and ORGANIZATION@2 on November NUMBER@1 , NUMBER@2 .","['ORGANIZATION@1 made a deal with PERSON@1 and ORGANIZATION@2 on November NUMBER@1, NUMBER@2.']","Rumors about the end of Major League Baseball on ORGANIZATION@3 were laid to rest on July NUMBER@3 , NUMBER@4 when the network announced they would still air the World Series through the NUMBER@5 season .",814,0.895017339
"simplify: Most production and journalism courses incorporate media studies content , but academic institutions often establish separate departments .",['Most production and journalism courses include media studies.'],"Most production and journalism courses use media studies content , but academic institutions such as universities often start separate departments .",815,0.416793291
simplify: Gizeh is also a popular brand in LOCATION@1 of cigarette rolling papers ; see PERSON@1 -LRB- rolling papers -RRB- .,['Gizeh is also a popular brand in LOCATION@1 of cigarettes rolling papers ; see PERSON@1 -LRB- rolling papers -RRB-.'],LOCATION@2 is known for being the place where the LOCATION@3 is .,816,0.842760016
"simplify: The longest land tunnel in the world , the Lötschberg Base Tunnel , is in operation since late NUMBER@1 , connecting by rail the town of LOCATION@1 in canton LOCATION@2 , with the town of Visp in canton Valais/Wallis .","['The longest land tunnel in the world, the Lötschberg Base Tunnel, is in operation since late NUMBER@1. It connects by rail the town of LOCATION@1 in canton LOCATION@2 with the town of Visp in canton Valais/Wallis.']","The longest land tunnel in the world , the Lötschberg Base Tunnel , will soon be working , in late NUMBER@1 perhaps , connecting by rail the town of LOCATION@1 in canton LOCATION@2 , with the town of Visp in canton Valais/Wallis .",817,0.916837584
"simplify: This house is now the Handel House Museum , a restored Georgian house open to the public with an events programme of baroque music .","['This house is now the Handel House Museum, a restored Georgian house open to the public with an events programme of baroque music.']",The house is now called Handel House Museum and is open to the public .,818,0.921823259
"simplify: No firm dates can be assigned to this emperor 's life , but he is conventionally considered to have reigned from 581 to 549 B.C. Titsingh , Isaac -LRB-/O1834/O-RRB- .","['Titsingh, Isaac -LRB-/O1834/O-RRB-.']","Titsingh , Isaac -LRB-/O1834/O-RRB- .",819,0.212410148
"simplify: On September 9 , Gabrielle made landfall at Cape Lookout National Seashore in the Outer Banks of North Carolina with winds of 60 mph -LRB- 90 km/h -RRB- .","['On September 9, Gabrielle made landfall at Cape Lookout National Seashore in the Outer Banks of North Carolina with winds of 60 mph -LRB- 90 km/h -RRB-.']","On September 9 , Gabrielle made landfall at Cape Lookout National Seashore in the Outer Banks of North Carolina with winds of over 50 mph -LRB- 85 km/h -RRB- . At about 1545 UTC , Tropical Storm Gabrielle made landfall at Cape Lookout National Seashore with winds possibly as strong as 60 mph -LRB- 95 km/h -RRB- .",820,0.934660954
simplify: The companions also compiled it in written form while PERSON@1 was alive .,['The companions also compiled it while PERSON@1 was alive.'],"This book is different from other religious texts in that it is believed to be written directly by God , through the prophet PERSON@1 .",821,0.674695028
"simplify: LOCATION@1 NUMBER@1 , pp NUMBER@2","['LOCATION@1 NUMBER@1, p. NUMBER@2.']",Scaphoid,822,0.843822508
"simplify: The Secret of NIMH -LRB- alternatively spelled The Secret of N.I.M.H. -RRB- is a 1982 animated film adaptation of the Newbery Medal-winning book Mrs. Frisby and the Rats of NIMH -LRB- Mrs. Frisby 's name is changed to '' Brisby '' in the film due to trademark concerns with Frisbee discs -RRB- , written by author Robert C. O ` Brien .","[""The Secret of NIMH -LRB- alternatively spelled The Secret of N.I.M.H. -RRB- is a 1982 animated movie adaptation of the winning book Mrs. Frisby and the Rats of NIMH -LRB- Mrs. Frisby's name is changed to '' Brisby '' in the film due to trademark concerns with Frisbee discs -RRB-.""]",Cast,823,0.77354338
"simplify: PERSON@1 is a town in the LOCATION@1 , LOCATION@2 , in the LOCATION@3 , capital of the district Erzgebirgskreis .","['PERSON@1 is a town in the LOCATION@1, LOCATION@2.']","PERSON@1 is a town in the LOCATION@1 , LOCATION@2 . It is located in the Erzgebirge and the capital of the rural district Erzgebirgskreis .",824,0.391211604
simplify: This includes a natural increase since the last census of NUMBER@1 people -LRB- that is NUMBER@2 births minus NUMBER@3 deaths -RRB- and an increase due to net migration of NUMBER@4 people into the state .,['This includes a natural increase since the last census of NUMBER@1 people -LRB- that is NUMBER@2 births minus NUMBER@3 deaths -RRB- and an increase due to net migration of NUMBER@4 people into the state.'],This has a natural increase since the last census of NUMBER@1 people -LRB- that is NUMBER@2 births minus NUMBER@3 deaths -RRB- and an increase because of net migration of NUMBER@4 people into the state .,825,0.955079552
"simplify: At , PERSON@1 is respectively about from the modern towns of LOCATION@1 and PERSON@2 .","['At, PERSON@1 is respectively from the modern towns of LOCATION@1 and PERSON@2.']",NUMBER@1 & ndash ; NUMBER@2 .,826,0.777331604
simplify: Gellar also stars in Veronika Decides to Die -LRB-/O2009/O-RRB- .,['Gellar also stars in Veronika Decides to Die -LRB-/O2009/O-RRB-.'],"During the show 's later years , Gellar said she did not like some parts of Season six and the seventh season 's final episode .",827,0.890125144
"simplify: However , Dr. Wily grows disloyal of his partner and reprograms these six robots to aid himself in taking control of the world .","['However, Dr. Wily grows disloyal of his partner and reprograms these six robots to aid him in taking control of the world.']","Two scientists , Dr. Light and Dr. Wily , create humanoid robots ; Wily goes rogue and reprograms most of the robots for world domination .",828,0.882886602
"simplify: Reporters Without Borders , or RWB -LRB- , , , , -RRB- is a Paris-based international non-governmental organization that advocates freedom of the press .",['Reporters Without Borders is a non-governmental organization in Paris that advocates for the press.'],Its headquarters is located in LOCATION@1 .,829,0.577779054
"simplify: Academics from diverse disciplines participate and exchange ideas about predominantly Muslim societies , past and present .","['Academics from diverse disciplines participate and exchange ideas about predominantly Muslim societies, past and present.']","Academics from many different disciplines participate and exchange ideas about predominantly Muslim societies , past and present .",830,0.910112844
"simplify: While the municipality itself -LRB- city center -RRB- has a population -LRB- as of -RRB- of , the metropolitan area has 1,240,000 residents , according to a 2007 census .","['While the municipality itself -LRB- city center -RRB- has a population of, the metropolitan area has 1,240,000 residents, according to a 2007 census.']","In 1387 Bishop Adhémar Fabry granted the town its great charter , the basis of its communal self-government , which every bishop on his accession was expected to confirm .",831,0.815878236
"simplify: Beverly and Jack had one son , Wesley Crusher .","['Beverly and Jack had one son, Wesley Crusher.']","Crusher had a husband , Jack Crusher -LRB- now dead -RRB- , and one son , Wesley Crusher .",832,0.81763364
"simplify: Edguy 's lyrics are often metaphorical , alluding to metaphysical or social themes : conformity -LRB- '' The Headless Game '' , '' Mysteria '' , '' King of Fools '' -RRB- , dictation by the church -LRB- '' The Kingdom '' , '' The Pride of Creation '' , '' Theater of Salvation '' -RRB- , and dangers of modern civilization -LRB- '' Navigator '' , '' The Devil and the Savant '' -RRB- .","[""The lyrics are often metaphorical, alluding to metaphysical or social themes : conformity -LRB- '' The Headless Game '', '' Mysteria '', '' King of Fools '' -RRB-, dictation by the church -LRB- '' The Kingdom '', '' The Pride of Creation '', '' Theater of Salvation '' -RRB-.""]",Theater of Salvation -LRB-/O1999/O-RRB-,833,0.649159714
"simplify: Inception premiered in LOCATION@1 on July NUMBER@1 , NUMBER@2 , and was released in both conventional and IMAX theaters on July NUMBER@3 , NUMBER@2 .","['Inception was first shown in LOCATION@1 on July NUMBER@1, NUMBER@2. It was released in both conventional and IMAX theaters on July NUMBER@3, NUMBER@2.']","Inception was first screened in LOCATION@1 on July NUMBER@1 , NUMBER@2 and was shown in standard and IMAX theaters on July NUMBER@3 , NUMBER@2 .",834,0.934551996
"simplify: Further reading Wikibooks : Introduction to sociology PERSON@1 ,","['Further reading Wikibooks : Introduction to sociology PERSON@1, LOCATION@1']","Further reading PERSON@1 , Earl R. NUMBER@1 .",835,0.968272269
"simplify: It is used for Test cricket , One Day International cricket , some rugby league and rugby union matches , and is the home ground for the New South Wales Blues cricket team and the Sydney Swans of the Australian Football League .","['It is used for Test cricket, One Day International cricket, rugby league and rugby union matches.']","These sports include cricket , rugby , and the Australian Football League .",836,0.374298658
"simplify: Henry III -LRB- 1 October 1207 â '' 16 November 1272 -RRB- was the son and successor of John as King of England , reigning for fifty-six years from 1216 to his death .","[""Henry III -LRB- 1 October 1207 â '' 16 November 1272 -RRB- was the son and successor of John as King of England, reigning for fifty-six years from 1216 to his death.""]",Henry III -LRB- 1 October 1207 â '' 16 November 1272 -RRB- became King of England in 1216 when he was less than ten years old .,837,0.934819963
"simplify: With Martin Lovett as cellist , the Amadeus gave their first concert at the Wigmore Hall in 1948 .","['With Martin Lovett as cellist, the Amadeus gave their first concert at the Wigmore Hall in 1948.']","Soon they became world famous , playing in concerts and festivals in many countries .",838,0.838336514
simplify: The NUMBER@1 LOCATION@1 bombings occurred on NUMBER@2 October NUMBER@1 in the tourist district of LOCATION@2 on the Indonesian island of LOCATION@1 .,['The NUMBER@1 LOCATION@1 bombings occurred on NUMBER@2 October NUMBER@1 in the tourist district of LOCATION@2 on the Indonesian island of LOCATION@1.'],The bombings,839,0.935706579
"simplify: LOCATION@1 is externally bounded by the LOCATION@2 to the west , LOCATION@3 to the north , LOCATION@4 to the east , and LOCATION@5 and LOCATION@6 to the south ; internally it almost completely surrounds The LOCATION@7 , namely on the north , east and south , exempting LOCATION@7 's short LOCATION@2 coastline .","['LOCATION@1 is bounded by the LOCATION@2 to the west, LOCATION@3 to the north, LOCATION@4 to the east, and LOCATION@6 to the south.']","The nation borders LOCATION@4 in the east , LOCATION@6 in the south , and LOCATION@5 in the south-east . The LOCATION@7 is another country inside of LOCATION@1 , along the LOCATION@8 .",840,0.360875717
"simplify: Burbank is a city in Los Angeles County , California , United States .",['Burbank is a city of California in the United States.'],Burbank,841,0.651520689
"simplify: Narvi , or Saturn XXXI , is a natural satellite of Saturn .","['Narvi, or Saturn XXXI, is a moon of Saturn.']","Narvi or Saturn XXXI , is a moon of Saturn .",842,0.630393295
simplify: The state with the most is LOCATION@1 -LRB- NUMBER@1 -RRB- .,['The state with the most is LOCATION@1 -LRB- NUMBER@1 -RRB-.'],LOCATION@1 has the most counties with NUMBER@1 .,843,0.86477176
"simplify: As of August 2009 , 110 countries have joined the court , including nearly all of Europe and South America , and roughly half the countries in Africa .","['As of August 2009, 110 countries have joined the court, including nearly all of Europe and South America, and roughly half the countries in Africa.']","Nearly all the countries in Europe and South America are members , and about half the countries in Africa are members .",844,0.890038125
simplify: And no aliens ! '',"[""And no aliens! ''""]",AND NO ALIENS ! '',845,0.725849479
"simplify: In Wufeng , a village in southern Taichung County , the damage was especially devastating ; the village 's Guangfu Junior High School lay directly on the fault line and was severely damaged by the quake .","[""In Wufeng, a village in southern Taichung County, the damage was especially devastating ; the village's Guangfu Junior High School was directly on the fault line and was severely damaged by the earthquake.""]",The villages Guangfu High School was located on the fault line .,846,0.95058948
"simplify: In immunocompromised patients , Candida infections can affect the esophagus with the potential of becoming systemic , causing a much more serious condition , a fungemia called candidemia .","['In immunocompromised patients, Candida infections can affect the esophagus with the potential to become systemic, causing a much more serious condition, a fungemia called candidemia.']","This would cause a much more serious health condition , a fungemia called candidemia .",847,0.911926049
"simplify: The national language is Malay , while English is used virtually exclusively as the working language and in general conversation .",['The national language is Malay.'],"The national language is Malay , while English is mainly used as the business and working language .",848,0.237060338
"simplify: They are best known worldwide for their NUMBER@1 transatlantic Top NUMBER@2 hit single , '' Connected '' .","[""They are best known worldwide for their NUMBER@1 transatlantic Top NUMBER@2 single, '' Connected ''.""]",They are best known worldwide for their NUMBER@1 top NUMBER@2 single Connected .,849,0.844419599
"simplify: PERSON@1 , PERSON@2 and PERSON@3 -LRB-/O1972/O-RRB- .","['PERSON@1, PERSON@2 and PERSON@3 -LRB-/O1972/O-RRB-']","PERSON@1 , PERSON@2 and PERSON@3 -LRB-/O1994/O-RRB- .",850,0.721167735
simplify: It was adopted as an official state religion by the ORGANIZATION@1 dynasty and the Manchu Qing dynasty that ruled LOCATION@1 .,['It was adopted as an official state religion by the ORGANIZATION@1 dynasty and the Manchu Qing dynasty that ruled LOCATION@1'],It was made the official state religion by the ORGANIZATION@1 dynasty and the Manchu Qing dynasty that ruled LOCATION@1 .,851,0.911920211
simplify: The game PokÃ mon Yellow features a Pikachu as the only available Starter PokÃ mon. .,['The Pok mon Yellow features a Pikachu as the only Pok mon..'],"On one of the first PokÃ mon games , PokÃ mon Yellow , it is the player 's starter PokÃ mon./O.",852,0.573272045
simplify: This location was previously used for Survivor : Pearl Islands and Survivor : All-Stars .,['This location was previously used for Survivor : All-Stars and Survivor : Pearl Islands.'],This location was used before in Survivor : Pearl Islands and Survivor : All-Stars .,853,0.898642554
simplify: Nottinghamshire County Councilhttp : \/O/ \/O/ www.nottscc.gov.uk \/O/,['Nottinghamshire County Council http://www.nottscc.gov.uk /O/'],Broxtowe,854,0.615651083
simplify: PERSON@1 is hyperactive and always exploring new things .,['PERSON@1 is always exploring new things.'],PERSON@1 is always exploring new things .,855,0.635988919
"simplify: They were founded in Los Angeles , California in 1969 mainly by Raymond Washington and Stanley Williams .","['They were founded in Los Angeles, California in 1969.']",Some notable Crips are Snoop Dogg and Eazy-E .,856,0.436749175
"simplify: Historically , a great number of coinage metals -LRB- including alloys -RRB- and other materials have been used practically , artistically , and experimentally in the production of coins for circulation , collection , and metal investment , where bullion coins often serve as more convenient stores of assured metal quantity and purity than other bullion.Com prehensive list of metals and their alloys which have been used at various times , in coins for all types of purposes .","['Historically, a great number of coinage metals -LRB- including alloys -RRB- and other materials have been used in the production of coins for circulation, collection, and metal investment.']",Collecting,857,0.345239757
simplify: Vichy -LRB- -RRB- is a commune in the department of Allier in LOCATION@1 in central LOCATION@2 .,['It is found in the region LOCATION@1 in the Allier department in the central of LOCATION@2.'],Vichy is a commune in the department of Allier in central LOCATION@2 .,858,0.749885215
"simplify: These are elateriform larvae , and are found in the click beetle -LRB- Elateridae -RRB- and darkling beetle -LRB- Tenebrionidae -RRB- families .","['These are elateriform larvae, and are found in the click beetle -LRB- Elateridae -RRB- and darkling beetle -LRB- Tenebrionidae -RRB- families.']",The larvae of click beetles are elateriform larvae .,859,0.928739785
"simplify: Another popular variant is summer biathlon , which combines cross-country running with riflery , and also modern biathlon and biathle , which combine running with swimming .","['Another popular type of biathlon is summer biathlon, which combines cross-country running with riflery. Modern biathlon and biathle combine running and swimming.']","Another popular variant is summer biathlon , which combines cross-country running with riflery .",860,0.872263596
"simplify: The Battle of ORGANIZATION@1 -LRB- January NUMBER@1 , NUMBER@2 -RRB- was a battle in which General PERSON@1 's revolutionary forces defeated British forces near ORGANIZATION@1 , LOCATION@1 .","[""The Battle of ORGANIZATION@1 -LRB- January NUMBER@1, NUMBER@2 -RRB- was a battle in which General PERSON@1's revolutionary forces defeated British forces near ORGANIZATION@1, LOCATION@1.""]","The Battle of ORGANIZATION@1 was a battle during the American Revolution . It was fought in January of NUMBER@2 near ORGANIZATION@1 , LOCATION@1 .",861,0.882309195
"simplify: '' Naughty Girl '' is an R&B -- disco song written by PERSON@1 , PERSON@2 , PERSON@3 , and PERSON@4 for PERSON@5 's debut solo album , Dangerously in Love -LRB-/O2003/O-RRB- .","[""'' Naughty Girl '' is an R&B -- disco song by PERSON@1 and PERSON@2 from his album Dangerously in Love -LRB-/O2003/O-RRB-.""]","Naughty Girl is an R&B \/O/ disco song written by PERSON@1 , PERSON@2 , PERSON@3 , and PERSON@4 for PERSON@6 debut solo album , Dangerously in Love -LRB-/O2003/O-RRB- .",862,0.646890334
simplify: The NUMBER@1 World Cup was won by LOCATION@1 who beat the ORGANIZATION@1 NUMBER@2 -- NUMBER@3 after extra time in the final .,['The NUMBER@1 World Cup was won by LOCATION@1 who beat the ORGANIZATION@1 NUMBER@2 -- NUMBER@3 after extra time in the final.'],The NUMBER@1 ORGANIZATION@2 was a football -LRB- soccer -RRB- sporting event that was held in LOCATION@1 in NUMBER@1 . LOCATION@1 won the trophy after beating ORGANIZATION@3 NUMBER@2 - NUMBER@3 in the final .,863,0.863308433
"simplify: Physical compression is the result of the subjection of a material to compressive stress , resulting in reduction of volume .","['Physical compression is the result of the subjection of a material to compressive stress, resulting in reduction of volume.']",Physical compression means that a material under compressive stress reduces its volume .,864,0.908943137
simplify: It is located approximately NUMBER@1 km south of LOCATION@1 .,['It is located about NUMBER@1 km south of LOCATION@1.'],LOCATION@2 is located next to the LOCATION@3 and the new land fair .,865,0.745909718
"simplify: In the summer of NUMBER@1 , Cold War Kids signed to Downtown Records -LRB- home to PERSON@1 , Art Brut -RRB- and released their debut ORGANIZATION@1 that fall .","['In the summer of NUMBER@1, Cold War Kids signed to Downtown Records -LRB- home to PERSON@1, Art Brut -RRB- and released their debut album ORGANIZATION@1 that fall.']",Benefit At The District -LRB-/O2007/O-RRB-,866,0.882145273
simplify: The title chef in the culinary profession originates from the roots of haute cuisine in the 19th century .,['The title chef in the culinary profession comes from the roots of haute cuisine in the 19th century.'],They usually are found in restaurants .,867,0.873620346
simplify: Puyvert is a commune in the Vaucluse department in the Provence-Alpes-C ôte d'Azur region in southeastern France .,['It is found in the region Provence-Alpes-C ôte dAzur in the Vaucluse department in the south of France.'],It is located in the region Provence-Alpes-C ôte dAzur in the Vaucluse department in the south of France .,868,0.785493363
"simplify: Royal Mail , Address Management Guide , -LRB-/O2004/O-RRB- Including the correct post town in the address increases the chances of a letter or parcel being delivered on time .","['Royal Mail, Address Management Guide, -LRB-/O2004/O-RRB-.']","In the United Kingdom , a post town is the town that you must write on a letter if you want it to go to that area .",869,0.286017155
simplify: The Anguidae is a large and diverse family of lizards native to the northern hemisphere .,['The Anguidae is a family of lizards that live in the northern hemisphere.'],Classification,870,0.75331219
"simplify: While at Langston , he once dribbled out the clock in a conference tournament game to ridicule an opponent , Southern University , which had just run up the score against an inferior team -LRB- Sam Huston College , later Huston-Tillotson University -RRB- , which incidentally , was coached by a young Jackie Robinson .","['While at Langston, he once dribbled out the clock in a conference tournament game to ridicule an opponent, Southern University.']","While at Langston , he once dribbled out the clock in a conference tournament game to taunt an opponent , Southern University .",871,0.368474857
"simplify: He seemingly falls through the ground into a room below , now wearing a mask .",['He falls through the ground into a room below.'],He then seemingly falls through the ground and into a room below dressed in his Slipknot mask and cover-alls .,872,0.523116033
"simplify: The Venus of Willendorf , also known as the Woman of Willendorf , is an 11.1 cm -LRB- 4 3/8 inches -RRB- high statuette of a female figure estimated to have been made between 24,000 BCE -- 22,000 BCE .","['The Venus of Willendorf, also known as the Woman of Willendorf, is an 11.1 cm -LRB- 4 3/8 inches -RRB- high statuette of a female figure estimated to have been made between 24,000 BCE and 22,000 BCE.']","Venus of Willendorf , also known as the Woman of Willendorf , is an 11.1 cm -LRB- 4 3/8 inches -RRB- high statuette of a female figure .",873,0.935357894
"simplify: In NUMBER@1 , PERSON@1 arranged for Formula One to return to the LOCATION@1 for the first time since NUMBER@2 .","['In NUMBER@1, PERSON@1 made arrangements for Formula One to return to the LOCATION@1 for the first time since NUMBER@2.']","In NUMBER@1 , PERSON@1 made a deal to bring Formula One back to the LOCATION@2 . The last time NUMBER@3 raced in the LOCATION@1 was NUMBER@2 .",874,0.951238275
"simplify: The population of the city -LRB- commune -RRB- at the 1999 census was 70,850 inhabitants -LRB- 71,300 inhabitants as per February 2004 estimates -RRB- .","['The population of the city -LRB- commune -RRB- in 1999 was 70,850 inhabitants.']","Dartford district , United Kingdom since March 1988",875,0.495815754
"simplify: During this period , they also built a wind tunnel to test aerodynamics -LRB- how well something will fly -RRB- .","['During this period, they also built a wind tunnel to test aerodynamics -LRB- how well something will fly -RRB-.']","During this period , they also built a wind tunnel to test how well something will fly .",876,0.908283007
"simplify: Victor PiÅ # urcÄ -LRB- born 8 May 1956 in Orodel , Dolj County -RRB- is a former football striker , and former manager of U Craiova .","['Victor Pi # urc -LRB- born 8 May 1956 in Orodel, Dolj County -RRB- is a former Belgian football player.']",Victor PiÅ # urcÄ -LRB- born 8 May 1956 -RRB- is a former Romanian football player .,877,0.612385934
"simplify: The instruments played on the album include the mandolin , mandola , bass guitar , electric guitar , violin , and various percussion instruments .","['The instruments played on the album include the mandolin, mandola, bass guitar, electric guitar, violin, and other percussion instruments.']","Some of the instruments played on the album include mandolin , piano , bass guitar , electric guitar , violin , and different types of percussion instruments .",878,0.851797509
simplify: ORGANIZATION@1 received a Master 's Degree in Jazz Improvisation and Education at age NUMBER@1 in the Spring of NUMBER@2 .,"[""ORGANIZATION@1 received a Master's Degree in Jazz Education at age NUMBER@1.""]",ORGANIZATION@1 received a Masters Degree in Jazz Education at the ORGANIZATION@2 in NUMBER@2 .,879,0.559226961
"simplify: The character å -LRB- pinyin : tu -RRB- , which stands for earth , is shown with å 1\/4 -LRB- pinyin : qiang -RRB- , which means strength and stability .","['The character  -LRB- pinyin : tu -RRB-, which stands for earth, is shown with  1/4 -LRB- pinyin : qiang -RRB-, which means strength and stability.']","The character å -LRB- pinyin : tu -RRB- , which stands for earth , is shown with å 1\/4 -LRB- pinyin : qiang -RRB- , which means for strength and stability .",880,0.855511683
simplify: Note that these treatments need to be prescribed and monitored carefully to avoid harmful side-effects such as neuroleptic malignant syndrome with the antipsychotic medications .,['Note that these treatments need to be prescribed and monitored carefully to avoid harmful side-effects such as neuroleptic malignant syndrome with the antipsychotic medications.'],Medical treatment,881,0.943903689
simplify: PERSON@1 -LRB- NUMBER@1 May NUMBER@2 NUMBER@3 -RRB- was an Australian ORGANIZATION@1 politician and the 16th Premier of LOCATION@1 .,['PERSON@1 -LRB- NUMBER@1 May NUMBER@2 --RRB- was the 16th Premier of LOCATION@1.'],PERSON@2 -LRB- NUMBER@1 May NUMBER@2 -- NUMBER@4 June NUMBER@3 -RRB- was the 16th Premier of LOCATION@1 from NUMBER@5 July NUMBER@6 to NUMBER@7 April NUMBER@8 .,882,0.526026815
"simplify: In 2002 , Powell 's was cited by USA Today as one of America 's 10 best bookstores .","[""In 2002, Powell's was listed by USA Today as one of America's 10 best bookstores.""]","In 2002 , USA Today said Powell 's was one of America 's ten best bookstores .",883,0.808820718
"simplify: Unesco and Esperanto Today , Esperanto is employed in world travel , Traveling network of Esperanto ; Pasporta Servo correspondence , cultural exchange , conventions , literature , language instruction , Esperanto Edukado.net television , Internacia Televido movies , Esperanto movies and radio broadcasting .","['Today, Esperanto is employed in world travel, Internacia Televido movies, Esperanto movies and radio broadcasting.']",Esperanto culture,884,0.339344493
simplify: Whewell was born in Lancaster .,"['Whewell was born in Lancaster, England.']",Editions : 1837 ; 1847 ; 1857 .,885,0.947984755
"simplify: Although he was not personally involved in the bombing of the ORGANIZATION@1 headquarters , PERSON@1 was , because of his association with the Underground Anarchists , a likely candidate for a frameup .","['Although he was not personally involved in the bombing of the ORGANIZATION@1 headquarters, PERSON@1 was, because of his association with the Underground Anarchists, a likely candidate for a frameup.']","Although he was not involved in the bombing of the LOCATION@1 Communist headquarters , he was , because of his association with the Underground Anarchists , a likely candidate for a frame-up .",886,0.923368425
"simplify: His assumption of spirit communication was validated by many contemporaries , among them many scientists and philosophers who attended séances and studied the phenomena .",['His assumption of spirit communication was validated by many scientists and philosophers.'],Spiritism is a philosophical doctrine organized by the French professor PERSON@1 .,887,0.468688115
simplify: PERSON@1 was taking a NUMBER@1 hour exposure of Beta Aquarii to secure astrometric positions of asteroid NUMBER@2 Eunike .,['PERSON@1 was taking a NUMBER@1 hour exposure of Beta Aquarii to secure astrometric positions of asteroid NUMBER@2 Eunike.'],"NUMBER@3 , p. NUMBER@4 -LRB- NUMBER@5 -RRB- PERSON@1 was taking a NUMBER@1 hour exposure of beta Aquarius to secure astrometric positions of asteroid NUMBER@2 Eunike .",888,0.925896012
"simplify: As a consequence , for half the year -LRB- from around NUMBER@1 March to NUMBER@2 September -RRB- the northern hemisphere is inclined toward the Sun , with the maximum around NUMBER@3 June , while for the other half year the southern hemisphere has this distinction , with the maximum around NUMBER@3 December .","['As a consequence, for half the year -LRB- from around NUMBER@1 March to NUMBER@2 September -RRB- the northern hemisphere is inclined toward the Sun, with the maximum around NUMBER@3 June. The southern hemisphere has this distinction, with the maximum around NUMBER@3 December.']",Southern Hemisphere,889,0.799592551
"simplify: Long , light strings can vibrate at different resonant frequencies , each such frequency describing a different elementary particle .","['Long, light strings vibrate at different frequencies, each frequency describing a different elementary particle.']","Long , light strings can vibrate at different resonant frequencies , and every frequency describes a different elementary particle .",890,0.773688746
"simplify: It has hard and stiff plumage , a brown casque , blue face and neck , red nape and two red wattles hanging down its throat .","['It has hard and stiff plumage, a brown casque, blue face and neck, red nape and two red wattles hanging down its throat.']","It lives in tropical rainforest and feeds mostly on fallen fruit , red nape and two red wattles hanging down its throat .",891,0.832768067
"simplify: PERSON@1 succeeds in abducting LOCATION@1 , but when PERSON@2 is about to escape with Blonde , they are caught by PERSON@3 -LRB- Aria : '' Ho , how I will triumph '' -RRB- , and PERSON@1 and LOCATION@1 are also brought back by the guard .","[""PERSON@1 succeeds in abducting LOCATION@1, but when PERSON@2 is about to escape with Blonde, they are caught by PERSON@3 -LRB- Aria : '' Ho, how I will triumph '' -RRB-, and PERSON@1 and LOCATION@1 are also brought back by the guard.""]","PERSON@1 manages to snatch LOCATION@1 away , but when PERSON@2 is about to escape with PERSON@4 , they are caught by PERSON@3 , and PERSON@1 and LOCATION@1 are also brought back by the guard .",892,0.908474823
"simplify: In some cases , the terms aid in dying or death with dignity are preferred .","['In some cases, the terms aid in dying or death with dignity are preferred.']",Some people prefer the terms aid in dying or death with dignity to describe assisted suicide .,893,0.871892436
"simplify: A far sharper image can be obtained using materials with a high refractive index , decreasing to the edges -- this decreases the focal length and thus allows a sharp image to form on the retina .","['A far sharper image can be obtained using materials with a high refractive index, decreasing to the edges -- this decreases the focal length and allows a sharp image to form on the retina.']",This decreases the focal length and allows a sharp image to form on the retina .,894,0.920352117
"simplify: Johnny Thunders and the Heartbreakers , also known as The Heartbreakers , were an American rock & roll band formed in New York in May 1975 .",['Johnny Thunders and the Heartbreakers were an American rock & roll band that formed in New York in May 1975.'],"Johnny Thunders and the Heartbreakers , also known as The Heartbreakers , were an American rock band . They formed in New York in May 1975 .",895,0.706372776
